Box Name: 01 Shet-Fei-esai
Data Source: BSH
Data Contact: sst@bsh.de (Tim Kruschke)
Comment/Note: Values given below represent SST for grid boxes averaged over spatial extent and weekly periods. Each given time stamp represents the central date of a 7-day period. Given geographical coordinates are grid box centres. Each grid box is 20 km x 20 km in a Lambert azimuthal equal area projection centered at 56°N, 4°.
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag
NaN,NaN,1995,1,21,12,0,60.7247, 0.5065,NaN,NaN, 8.47,8
NaN,NaN,1995,1,21,12,0,60.7334, 0.8737,NaN,NaN, 8.56,8
NaN,NaN,1995,1,28,12,0,59.8165, 0.2430,NaN,NaN, 7.47,8
NaN,NaN,1995,1,28,12,0,59.8259, 0.6002,NaN,NaN, 7.32,8
NaN,NaN,1995,1,28,12,0,59.8344, 0.9576,NaN,NaN, 7.24,8
NaN,NaN,1995,1,28,12,0,59.9962, 0.2228,NaN,NaN, 7.60,8
NaN,NaN,1995,1,28,12,0,60.0056, 0.5819,NaN,NaN, 7.54,8
NaN,NaN,1995,1,28,12,0,60.0142, 0.9412,NaN,NaN, 7.57,8
NaN,NaN,1995,1,28,12,0,60.1758, 0.2024,NaN,NaN, 7.61,8
NaN,NaN,1995,1,28,12,0,60.1854, 0.5634,NaN,NaN, 7.63,8
NaN,NaN,1995,1,28,12,0,60.1940, 0.9247,NaN,NaN, 7.75,8
NaN,NaN,1995,1,28,12,0,60.3555, 0.1817,NaN,NaN, 7.59,8
NaN,NaN,1995,1,28,12,0,60.3651, 0.5447,NaN,NaN, 7.56,8
NaN,NaN,1995,1,28,12,0,60.3738, 0.9079,NaN,NaN, 7.70,8
NaN,NaN,1995,1,28,12,0,60.5353, 0.1607,NaN,NaN, 7.46,8
NaN,NaN,1995,1,28,12,0,60.5449, 0.5257,NaN,NaN, 7.45,8
NaN,NaN,1995,1,28,12,0,60.5536, 0.8909,NaN,NaN, 7.59,8
NaN,NaN,1995,1,28,12,0,60.7150, 0.1394,NaN,NaN, 7.35,8
NaN,NaN,1995,1,28,12,0,60.7247, 0.5065,NaN,NaN, 7.44,8
NaN,NaN,1995,1,28,12,0,60.7334, 0.8737,NaN,NaN, 7.61,8
NaN,NaN,1995,2,4,12,0,59.8165, 0.2430,NaN,NaN, 7.50,8
NaN,NaN,1995,2,4,12,0,59.8259, 0.6002,NaN,NaN, 7.51,8
NaN,NaN,1995,2,4,12,0,59.8344, 0.9576,NaN,NaN, 7.52,8
NaN,NaN,1995,2,4,12,0,59.9962, 0.2228,NaN,NaN, 7.73,8
NaN,NaN,1995,2,4,12,0,60.0056, 0.5819,NaN,NaN, 7.81,8
NaN,NaN,1995,2,4,12,0,60.0142, 0.9412,NaN,NaN, 7.83,8
NaN,NaN,1995,2,4,12,0,60.1758, 0.2024,NaN,NaN, 7.85,8
NaN,NaN,1995,2,4,12,0,60.1854, 0.5634,NaN,NaN, 7.91,8
NaN,NaN,1995,2,4,12,0,60.1940, 0.9247,NaN,NaN, 7.94,8
NaN,NaN,1995,2,4,12,0,60.3555, 0.1817,NaN,NaN, 7.78,8
NaN,NaN,1995,2,4,12,0,60.3651, 0.5447,NaN,NaN, 7.86,8
NaN,NaN,1995,2,4,12,0,60.3738, 0.9079,NaN,NaN, 7.89,8
NaN,NaN,1995,2,4,12,0,60.5353, 0.1607,NaN,NaN, 7.63,8
NaN,NaN,1995,2,4,12,0,60.5449, 0.5257,NaN,NaN, 7.69,8
NaN,NaN,1995,2,4,12,0,60.5536, 0.8909,NaN,NaN, 7.76,8
NaN,NaN,1995,2,4,12,0,60.7150, 0.1394,NaN,NaN, 7.63,8
NaN,NaN,1995,2,4,12,0,60.7247, 0.5065,NaN,NaN, 7.70,8
NaN,NaN,1995,2,4,12,0,60.7334, 0.8737,NaN,NaN, 7.81,8
NaN,NaN,1995,2,11,12,0,59.8165, 0.2430,NaN,NaN, 7.51,8
NaN,NaN,1995,2,11,12,0,59.8259, 0.6002,NaN,NaN, 7.51,8
NaN,NaN,1995,2,11,12,0,59.8344, 0.9576,NaN,NaN, 7.52,8
NaN,NaN,1995,2,11,12,0,59.9962, 0.2228,NaN,NaN, 7.51,8
NaN,NaN,1995,2,11,12,0,60.0056, 0.5819,NaN,NaN, 7.54,8
NaN,NaN,1995,2,11,12,0,60.0142, 0.9412,NaN,NaN, 7.58,8
NaN,NaN,1995,2,11,12,0,60.1758, 0.2024,NaN,NaN, 7.50,8
NaN,NaN,1995,2,11,12,0,60.1854, 0.5634,NaN,NaN, 7.60,8
NaN,NaN,1995,2,11,12,0,60.1940, 0.9247,NaN,NaN, 7.67,8
NaN,NaN,1995,2,11,12,0,60.3555, 0.1817,NaN,NaN, 7.54,8
NaN,NaN,1995,2,11,12,0,60.3651, 0.5447,NaN,NaN, 7.64,8
NaN,NaN,1995,2,11,12,0,60.3738, 0.9079,NaN,NaN, 7.70,8
NaN,NaN,1995,2,11,12,0,60.5353, 0.1607,NaN,NaN, 7.66,8
NaN,NaN,1995,2,11,12,0,60.5449, 0.5257,NaN,NaN, 7.81,8
NaN,NaN,1995,2,11,12,0,60.5536, 0.8909,NaN,NaN, 7.73,8
NaN,NaN,1995,2,11,12,0,60.7150, 0.1394,NaN,NaN, 7.82,8
NaN,NaN,1995,2,11,12,0,60.7247, 0.5065,NaN,NaN, 7.89,8
NaN,NaN,1995,2,11,12,0,60.7334, 0.8737,NaN,NaN, 7.67,8
NaN,NaN,1995,2,18,12,0,59.8165, 0.2430,NaN,NaN, 7.46,8
NaN,NaN,1995,2,18,12,0,59.8259, 0.6002,NaN,NaN, 7.47,8
NaN,NaN,1995,2,18,12,0,59.8344, 0.9576,NaN,NaN, 7.44,8
NaN,NaN,1995,2,18,12,0,59.9962, 0.2228,NaN,NaN, 7.48,8
NaN,NaN,1995,2,18,12,0,60.0056, 0.5819,NaN,NaN, 7.55,8
NaN,NaN,1995,2,18,12,0,60.0142, 0.9412,NaN,NaN, 7.56,8
NaN,NaN,1995,2,18,12,0,60.1758, 0.2024,NaN,NaN, 7.52,8
NaN,NaN,1995,2,18,12,0,60.1854, 0.5634,NaN,NaN, 7.57,8
NaN,NaN,1995,2,18,12,0,60.1940, 0.9247,NaN,NaN, 7.56,8
NaN,NaN,1995,2,18,12,0,60.3555, 0.1817,NaN,NaN, 7.56,8
NaN,NaN,1995,2,18,12,0,60.3651, 0.5447,NaN,NaN, 7.58,8
NaN,NaN,1995,2,18,12,0,60.3738, 0.9079,NaN,NaN, 7.53,8
NaN,NaN,1995,2,18,12,0,60.5353, 0.1607,NaN,NaN, 7.74,8
NaN,NaN,1995,2,18,12,0,60.5449, 0.5257,NaN,NaN, 7.80,8
NaN,NaN,1995,2,18,12,0,60.5536, 0.8909,NaN,NaN, 7.52,8
NaN,NaN,1995,2,18,12,0,60.7150, 0.1394,NaN,NaN, 7.89,8
NaN,NaN,1995,2,18,12,0,60.7247, 0.5065,NaN,NaN, 7.86,8
NaN,NaN,1995,2,18,12,0,60.7334, 0.8737,NaN,NaN, 7.45,8
NaN,NaN,1995,2,25,12,0,59.8165, 0.2430,NaN,NaN, 7.15,8
NaN,NaN,1995,2,25,12,0,59.8259, 0.6002,NaN,NaN, 7.14,8
NaN,NaN,1995,2,25,12,0,59.8344, 0.9576,NaN,NaN, 7.13,8
NaN,NaN,1995,2,25,12,0,59.9962, 0.2228,NaN,NaN, 7.15,8
NaN,NaN,1995,2,25,12,0,60.0056, 0.5819,NaN,NaN, 7.15,8
NaN,NaN,1995,2,25,12,0,60.0142, 0.9412,NaN,NaN, 7.06,8
NaN,NaN,1995,2,25,12,0,60.1758, 0.2024,NaN,NaN, 7.27,8
NaN,NaN,1995,2,25,12,0,60.1854, 0.5634,NaN,NaN, 7.24,8
NaN,NaN,1995,2,25,12,0,60.1940, 0.9247,NaN,NaN, 7.14,8
NaN,NaN,1995,2,25,12,0,60.3555, 0.1817,NaN,NaN, 7.37,8
NaN,NaN,1995,2,25,12,0,60.3651, 0.5447,NaN,NaN, 7.27,8
NaN,NaN,1995,2,25,12,0,60.3738, 0.9079,NaN,NaN, 7.15,8
NaN,NaN,1995,2,25,12,0,60.5353, 0.1607,NaN,NaN, 7.39,8
NaN,NaN,1995,2,25,12,0,60.5449, 0.5257,NaN,NaN, 7.20,8
NaN,NaN,1995,2,25,12,0,60.5536, 0.8909,NaN,NaN, 7.14,8
NaN,NaN,1995,2,25,12,0,60.7150, 0.1394,NaN,NaN, 7.43,8
NaN,NaN,1995,2,25,12,0,60.7247, 0.5065,NaN,NaN, 7.24,8
NaN,NaN,1995,2,25,12,0,60.7334, 0.8737,NaN,NaN, 7.23,8
NaN,NaN,1995,3,4,12,0,59.8165, 0.2430,NaN,NaN, 7.07,8
NaN,NaN,1995,3,4,12,0,59.8259, 0.6002,NaN,NaN, 6.98,8
NaN,NaN,1995,3,4,12,0,59.8344, 0.9576,NaN,NaN, 6.89,8
NaN,NaN,1995,3,4,12,0,59.9962, 0.2228,NaN,NaN, 7.24,8
NaN,NaN,1995,3,4,12,0,60.0056, 0.5819,NaN,NaN, 7.16,8
NaN,NaN,1995,3,4,12,0,60.0142, 0.9412,NaN,NaN, 7.04,8
NaN,NaN,1995,3,4,12,0,60.1758, 0.2024,NaN,NaN, 7.40,8
NaN,NaN,1995,3,4,12,0,60.1854, 0.5634,NaN,NaN, 7.18,8
NaN,NaN,1995,3,4,12,0,60.1940, 0.9247,NaN,NaN, 7.00,8
NaN,NaN,1995,3,4,12,0,60.3555, 0.1817,NaN,NaN, 7.45,8
NaN,NaN,1995,3,4,12,0,60.3651, 0.5447,NaN,NaN, 7.19,8
NaN,NaN,1995,3,4,12,0,60.3738, 0.9079,NaN,NaN, 6.97,8
NaN,NaN,1995,3,4,12,0,60.5353, 0.1607,NaN,NaN, 7.33,8
NaN,NaN,1995,3,4,12,0,60.5449, 0.5257,NaN,NaN, 7.13,8
NaN,NaN,1995,3,4,12,0,60.5536, 0.8909,NaN,NaN, 6.95,8
NaN,NaN,1995,3,4,12,0,60.7150, 0.1394,NaN,NaN, 7.29,8
NaN,NaN,1995,3,4,12,0,60.7247, 0.5065,NaN,NaN, 7.04,8
NaN,NaN,1995,3,4,12,0,60.7334, 0.8737,NaN,NaN, 7.03,8
NaN,NaN,1995,3,11,12,0,59.8165, 0.2430,NaN,NaN, 6.35,8
NaN,NaN,1995,3,11,12,0,59.8259, 0.6002,NaN,NaN, 6.39,8
NaN,NaN,1995,3,11,12,0,59.8344, 0.9576,NaN,NaN, 6.58,8
NaN,NaN,1995,3,11,12,0,59.9962, 0.2228,NaN,NaN, 6.43,8
NaN,NaN,1995,3,11,12,0,60.0056, 0.5819,NaN,NaN, 6.51,8
NaN,NaN,1995,3,11,12,0,60.0142, 0.9412,NaN,NaN, 6.76,8
NaN,NaN,1995,3,11,12,0,60.1758, 0.2024,NaN,NaN, 6.49,8
NaN,NaN,1995,3,11,12,0,60.1854, 0.5634,NaN,NaN, 6.55,8
NaN,NaN,1995,3,11,12,0,60.1940, 0.9247,NaN,NaN, 6.84,8
NaN,NaN,1995,3,11,12,0,60.3555, 0.1817,NaN,NaN, 6.52,8
NaN,NaN,1995,3,11,12,0,60.3651, 0.5447,NaN,NaN, 6.60,8
NaN,NaN,1995,3,11,12,0,60.3738, 0.9079,NaN,NaN, 6.86,8
NaN,NaN,1995,3,11,12,0,60.5353, 0.1607,NaN,NaN, 6.59,8
NaN,NaN,1995,3,11,12,0,60.5449, 0.5257,NaN,NaN, 6.64,8
NaN,NaN,1995,3,11,12,0,60.5536, 0.8909,NaN,NaN, 6.89,8
NaN,NaN,1995,3,11,12,0,60.7150, 0.1394,NaN,NaN, 6.80,8
NaN,NaN,1995,3,11,12,0,60.7247, 0.5065,NaN,NaN, 6.83,8
NaN,NaN,1995,3,11,12,0,60.7334, 0.8737,NaN,NaN, 7.07,8
NaN,NaN,1995,3,18,12,0,59.8165, 0.2430,NaN,NaN, 6.83,8
NaN,NaN,1995,3,18,12,0,59.8259, 0.6002,NaN,NaN, 6.88,8
NaN,NaN,1995,3,18,12,0,59.8344, 0.9576,NaN,NaN, 6.83,8
NaN,NaN,1995,3,18,12,0,59.9962, 0.2228,NaN,NaN, 6.93,8
NaN,NaN,1995,3,18,12,0,60.0056, 0.5819,NaN,NaN, 7.08,8
NaN,NaN,1995,3,18,12,0,60.0142, 0.9412,NaN,NaN, 7.09,8
NaN,NaN,1995,3,18,12,0,60.1758, 0.2024,NaN,NaN, 6.88,8
NaN,NaN,1995,3,18,12,0,60.1854, 0.5634,NaN,NaN, 6.98,8
NaN,NaN,1995,3,18,12,0,60.1940, 0.9247,NaN,NaN, 7.06,8
NaN,NaN,1995,3,18,12,0,60.3555, 0.1817,NaN,NaN, 6.83,8
NaN,NaN,1995,3,18,12,0,60.3651, 0.5447,NaN,NaN, 6.94,8
NaN,NaN,1995,3,18,12,0,60.3738, 0.9079,NaN,NaN, 7.12,8
NaN,NaN,1995,3,18,12,0,60.5353, 0.1607,NaN,NaN, 6.79,8
NaN,NaN,1995,3,18,12,0,60.5449, 0.5257,NaN,NaN, 6.83,8
NaN,NaN,1995,3,18,12,0,60.5536, 0.8909,NaN,NaN, 6.95,8
NaN,NaN,1995,3,18,12,0,60.7150, 0.1394,NaN,NaN, 6.81,8
NaN,NaN,1995,3,18,12,0,60.7247, 0.5065,NaN,NaN, 6.86,8
NaN,NaN,1995,3,18,12,0,60.7334, 0.8737,NaN,NaN, 6.99,8
NaN,NaN,1995,3,25,12,0,59.8165, 0.2430,NaN,NaN, 7.23,8
NaN,NaN,1995,3,25,12,0,59.8259, 0.6002,NaN,NaN, 7.23,8
NaN,NaN,1995,3,25,12,0,59.8344, 0.9576,NaN,NaN, 7.30,8
NaN,NaN,1995,3,25,12,0,59.9962, 0.2228,NaN,NaN, 7.26,8
NaN,NaN,1995,3,25,12,0,60.0056, 0.5819,NaN,NaN, 7.31,8
NaN,NaN,1995,3,25,12,0,60.0142, 0.9412,NaN,NaN, 7.36,8
NaN,NaN,1995,3,25,12,0,60.1758, 0.2024,NaN,NaN, 7.31,8
NaN,NaN,1995,3,25,12,0,60.1854, 0.5634,NaN,NaN, 7.23,8
NaN,NaN,1995,3,25,12,0,60.1940, 0.9247,NaN,NaN, 7.24,8
NaN,NaN,1995,3,25,12,0,60.3555, 0.1817,NaN,NaN, 7.29,8
NaN,NaN,1995,3,25,12,0,60.3651, 0.5447,NaN,NaN, 7.09,8
NaN,NaN,1995,3,25,12,0,60.3738, 0.9079,NaN,NaN, 7.09,8
NaN,NaN,1995,3,25,12,0,60.5353, 0.1607,NaN,NaN, 7.38,8
NaN,NaN,1995,3,25,12,0,60.5449, 0.5257,NaN,NaN, 7.12,8
NaN,NaN,1995,3,25,12,0,60.5536, 0.8909,NaN,NaN, 7.12,8
NaN,NaN,1995,3,25,12,0,60.7150, 0.1394,NaN,NaN, 7.33,8
NaN,NaN,1995,3,25,12,0,60.7247, 0.5065,NaN,NaN, 7.06,8
NaN,NaN,1995,3,25,12,0,60.7334, 0.8737,NaN,NaN, 7.11,8
NaN,NaN,1995,4,1,12,0,59.8165, 0.2430,NaN,NaN, 6.69,8
NaN,NaN,1995,4,1,12,0,59.8259, 0.6002,NaN,NaN, 6.68,8
NaN,NaN,1995,4,1,12,0,59.8344, 0.9576,NaN,NaN, 6.70,8
NaN,NaN,1995,4,1,12,0,59.9962, 0.2228,NaN,NaN, 6.84,8
NaN,NaN,1995,4,1,12,0,60.0056, 0.5819,NaN,NaN, 6.79,8
NaN,NaN,1995,4,1,12,0,60.0142, 0.9412,NaN,NaN, 6.79,8
NaN,NaN,1995,4,1,12,0,60.1758, 0.2024,NaN,NaN, 7.16,8
NaN,NaN,1995,4,1,12,0,60.1854, 0.5634,NaN,NaN, 7.03,8
NaN,NaN,1995,4,1,12,0,60.1940, 0.9247,NaN,NaN, 6.89,8
NaN,NaN,1995,4,1,12,0,60.3555, 0.1817,NaN,NaN, 7.40,8
NaN,NaN,1995,4,1,12,0,60.3651, 0.5447,NaN,NaN, 7.22,8
NaN,NaN,1995,4,1,12,0,60.3738, 0.9079,NaN,NaN, 6.98,8
NaN,NaN,1995,4,1,12,0,60.5353, 0.1607,NaN,NaN, 7.44,8
NaN,NaN,1995,4,1,12,0,60.5449, 0.5257,NaN,NaN, 7.26,8
NaN,NaN,1995,4,1,12,0,60.5536, 0.8909,NaN,NaN, 7.04,8
NaN,NaN,1995,4,1,12,0,60.7150, 0.1394,NaN,NaN, 7.43,8
NaN,NaN,1995,4,1,12,0,60.7247, 0.5065,NaN,NaN, 7.27,8
NaN,NaN,1995,4,1,12,0,60.7334, 0.8737,NaN,NaN, 7.08,8
NaN,NaN,1995,4,8,12,0,59.8165, 0.2430,NaN,NaN, 6.92,8
NaN,NaN,1995,4,8,12,0,59.8259, 0.6002,NaN,NaN, 6.96,8
NaN,NaN,1995,4,8,12,0,59.8344, 0.9576,NaN,NaN, 7.08,8
NaN,NaN,1995,4,8,12,0,59.9962, 0.2228,NaN,NaN, 6.92,8
NaN,NaN,1995,4,8,12,0,60.0056, 0.5819,NaN,NaN, 6.96,8
NaN,NaN,1995,4,8,12,0,60.0142, 0.9412,NaN,NaN, 7.07,8
NaN,NaN,1995,4,8,12,0,60.1758, 0.2024,NaN,NaN, 6.93,8
NaN,NaN,1995,4,8,12,0,60.1854, 0.5634,NaN,NaN, 6.98,8
NaN,NaN,1995,4,8,12,0,60.1940, 0.9247,NaN,NaN, 7.07,8
NaN,NaN,1995,4,8,12,0,60.3555, 0.1817,NaN,NaN, 6.98,8
NaN,NaN,1995,4,8,12,0,60.3651, 0.5447,NaN,NaN, 6.96,8
NaN,NaN,1995,4,8,12,0,60.3738, 0.9079,NaN,NaN, 7.09,8
NaN,NaN,1995,4,8,12,0,60.5353, 0.1607,NaN,NaN, 7.08,8
NaN,NaN,1995,4,8,12,0,60.5449, 0.5257,NaN,NaN, 6.98,8
NaN,NaN,1995,4,8,12,0,60.5536, 0.8909,NaN,NaN, 7.06,8
NaN,NaN,1995,4,8,12,0,60.7150, 0.1394,NaN,NaN, 7.24,8
NaN,NaN,1995,4,8,12,0,60.7247, 0.5065,NaN,NaN, 7.02,8
NaN,NaN,1995,4,8,12,0,60.7334, 0.8737,NaN,NaN, 7.05,8
NaN,NaN,1995,4,15,12,0,59.8165, 0.2430,NaN,NaN, 6.02,8
NaN,NaN,1995,4,15,12,0,59.8259, 0.6002,NaN,NaN, 6.31,8
NaN,NaN,1995,4,15,12,0,59.8344, 0.9576,NaN,NaN, 6.61,8
NaN,NaN,1995,4,15,12,0,59.9962, 0.2228,NaN,NaN, 5.95,8
NaN,NaN,1995,4,15,12,0,60.0056, 0.5819,NaN,NaN, 6.30,8
NaN,NaN,1995,4,15,12,0,60.0142, 0.9412,NaN,NaN, 6.57,8
NaN,NaN,1995,4,15,12,0,60.1758, 0.2024,NaN,NaN, 6.26,8
NaN,NaN,1995,4,15,12,0,60.1854, 0.5634,NaN,NaN, 6.52,8
NaN,NaN,1995,4,15,12,0,60.1940, 0.9247,NaN,NaN, 6.63,8
NaN,NaN,1995,4,15,12,0,60.3555, 0.1817,NaN,NaN, 6.55,8
NaN,NaN,1995,4,15,12,0,60.3651, 0.5447,NaN,NaN, 6.62,8
NaN,NaN,1995,4,15,12,0,60.3738, 0.9079,NaN,NaN, 6.60,8
NaN,NaN,1995,4,15,12,0,60.5353, 0.1607,NaN,NaN, 6.77,8
NaN,NaN,1995,4,15,12,0,60.5449, 0.5257,NaN,NaN, 6.74,8
NaN,NaN,1995,4,15,12,0,60.5536, 0.8909,NaN,NaN, 6.67,8
NaN,NaN,1995,4,15,12,0,60.7150, 0.1394,NaN,NaN, 6.95,8
NaN,NaN,1995,4,15,12,0,60.7247, 0.5065,NaN,NaN, 7.01,8
NaN,NaN,1995,4,15,12,0,60.7334, 0.8737,NaN,NaN, 7.08,8
NaN,NaN,1995,4,22,12,0,59.8165, 0.2430,NaN,NaN, 7.14,8
NaN,NaN,1995,4,22,12,0,59.8259, 0.6002,NaN,NaN, 7.10,8
NaN,NaN,1995,4,22,12,0,59.8344, 0.9576,NaN,NaN, 7.12,8
NaN,NaN,1995,4,22,12,0,59.9962, 0.2228,NaN,NaN, 7.12,8
NaN,NaN,1995,4,22,12,0,60.0056, 0.5819,NaN,NaN, 7.10,8
NaN,NaN,1995,4,22,12,0,60.0142, 0.9412,NaN,NaN, 7.17,8
NaN,NaN,1995,4,22,12,0,60.1758, 0.2024,NaN,NaN, 7.17,8
NaN,NaN,1995,4,22,12,0,60.1854, 0.5634,NaN,NaN, 7.15,8
NaN,NaN,1995,4,22,12,0,60.1940, 0.9247,NaN,NaN, 7.21,8
NaN,NaN,1995,4,22,12,0,60.3555, 0.1817,NaN,NaN, 7.24,8
NaN,NaN,1995,4,22,12,0,60.3651, 0.5447,NaN,NaN, 7.20,8
NaN,NaN,1995,4,22,12,0,60.3738, 0.9079,NaN,NaN, 7.25,8
NaN,NaN,1995,4,22,12,0,60.5353, 0.1607,NaN,NaN, 7.34,8
NaN,NaN,1995,4,22,12,0,60.5449, 0.5257,NaN,NaN, 7.21,8
NaN,NaN,1995,4,22,12,0,60.5536, 0.8909,NaN,NaN, 7.27,8
NaN,NaN,1995,4,22,12,0,60.7150, 0.1394,NaN,NaN, 7.41,8
NaN,NaN,1995,4,22,12,0,60.7247, 0.5065,NaN,NaN, 7.23,8
NaN,NaN,1995,4,22,12,0,60.7334, 0.8737,NaN,NaN, 7.30,8
NaN,NaN,1995,4,29,12,0,59.8165, 0.2430,NaN,NaN, 7.11,8
NaN,NaN,1995,4,29,12,0,59.8259, 0.6002,NaN,NaN, 7.14,8
NaN,NaN,1995,4,29,12,0,59.8344, 0.9576,NaN,NaN, 7.22,8
NaN,NaN,1995,4,29,12,0,59.9962, 0.2228,NaN,NaN, 7.11,8
NaN,NaN,1995,4,29,12,0,60.0056, 0.5819,NaN,NaN, 7.09,8
NaN,NaN,1995,4,29,12,0,60.0142, 0.9412,NaN,NaN, 7.19,8
NaN,NaN,1995,4,29,12,0,60.1758, 0.2024,NaN,NaN, 7.23,8
NaN,NaN,1995,4,29,12,0,60.1854, 0.5634,NaN,NaN, 7.17,8
NaN,NaN,1995,4,29,12,0,60.1940, 0.9247,NaN,NaN, 7.16,8
NaN,NaN,1995,4,29,12,0,60.3555, 0.1817,NaN,NaN, 7.38,8
NaN,NaN,1995,4,29,12,0,60.3651, 0.5447,NaN,NaN, 7.26,8
NaN,NaN,1995,4,29,12,0,60.3738, 0.9079,NaN,NaN, 7.09,8
