Station Description:,Malin Head Weather Station
2012.657104,15.134
2012.659836,15.419
2012.662568,15.355
2012.665301,15.217
2012.668033,15.346
2012.670765,15.457
2012.673497,15.529
2012.67623,15.44
2012.678962,15.442
2012.681694,15.26
2012.684426,15.389
2012.687158,15.481
2012.689891,15.361
2012.692623,15.241
2012.695355,15.08
2012.698087,15.008
2012.70082,14.932
2012.703552,14.942
2012.706284,14.825
2012.709016,14.775
2012.711749,14.564
2012.714481,14.365
2012.717213,14.267
2012.719945,14.325
2012.722678,14.215
2012.72541,14.101
2012.728142,13.861
2012.730874,13.484
2012.733607,13.571
2012.736339,13.657
2012.739071,13.529
2012.741803,13.518
2012.744536,13.438
2012.747268,13.534
2012.75,13.379
2012.752732,13.205
2012.755464,13.261
2012.758197,13.057
2012.760929,13.02
2012.763661,12.963
2012.766393,12.882
2012.769126,12.782
2012.771858,12.513
2012.77459,12.621
2012.777322,12.74
2012.780055,12.608
2012.782787,12.518
2012.785519,12.479
2012.788251,12.415
2012.790984,12.311
2012.793716,11.999
2012.796448,12.053
2012.79918,12.139
2012.801913,12.232
2012.804645,12.182
2012.807377,12.129
2012.810109,12.256
2012.812842,12.172
2012.815574,11.757
2012.818306,11.539
2012.821038,11.586
2012.82377,11.876
2012.826503,11.748
2012.829235,11.588
2012.831967,11.516
2012.834699,11.168
2012.837432,11.079
2012.840164,10.566
2012.842896,10.52
2012.845628,10.68
2012.848361,10.814
2012.851093,10.851
2012.853825,10.652
2012.856557,10.523
2012.85929,10.506
2012.862022,10.479
2012.864754,10.483
2012.867486,10.682
2012.870219,10.612
2012.872951,10.404
2012.875683,10.439
2012.878415,10.393
2012.881148,10.069
2012.88388,10.256
2012.886612,10.239
2012.889344,9.821
2012.892077,9.762
2012.894809,9.608
2012.897541,9.491
2012.900273,9.568
2012.903005,9.597
2012.905738,9.545
2012.90847,9.671
2012.911202,9.617
2012.913934,9.622
2012.916667,9.503
2012.919399,9.435
2012.922131,9.352
2012.924863,9.082
2012.927596,8.699
2012.930328,8.848
2012.93306,8.793
2012.935792,8.884
2012.938525,8.889
2012.941257,8.449
2012.943989,8.334
2012.946721,8.23
2012.949454,8.239
2012.952186,8.137
2012.954918,8.391
2012.95765,8.272
2012.960383,8.416
2012.963115,8.225
2012.965847,8.146
2012.968579,8.333
2012.971311,8.248
2012.974044,8.357
2012.976776,8.419
2012.979508,8.166
2012.98224,8.194
2012.984973,8.189
2012.987705,8.163
2012.990437,8.335
2012.993169,8.172
2012.995902,8.134
2012.998634,8.203
2013.00137,7.997
2013.00411,8.222
2013.006849,8.395
2013.009589,8.403
2013.012329,8.403
2013.015068,8.404
2013.017808,8.579
2013.020548,8.582
2013.023288,8.285
2013.026027,8.061
2013.028767,8.048
2013.031507,8.031
2013.034247,8.126
2013.036986,8.166
2013.039726,8.012
2013.042466,7.835
2013.045205,7.872
2013.047945,7.457
2013.050685,7.047
2013.053425,6.972
2013.056164,7.172
2013.058904,7.252
2013.061644,7.046
2013.064384,7.085
2013.067123,7.089
2013.069863,7.044
2013.072603,7.155
2013.075342,7.317
2013.078082,7.388
2013.080822,7.325
2013.083562,7.248
2013.086301,7.086
2013.089041,6.946
2013.091781,7.332
2013.094521,7.205
2013.09726,6.995
2013.1,7.139
2013.10274,7.386
2013.105479,7.608
2013.108219,7.667
2013.110959,7.474
2013.113699,7.25
2013.116438,6.968
2013.119178,7.217
2013.121918,7.4
2013.124658,7.426
2013.127397,7.54
2013.130137,7.472
2013.132877,7.223
2013.135616,7.236
2013.138356,7.169
2013.141096,6.972
2013.143836,6.863
2013.146575,6.908
2013.149315,6.955
2013.152055,7.062
2013.154795,7.131
2013.157534,7.171
2013.160274,7.377
2013.163014,7.519
2013.165753,7.558
2013.168493,7.591
2013.171233,7.4
2013.173973,7.366
2013.176712,7.304
2013.179452,7.349
2013.182192,7.28
2013.184932,7.015
2013.187671,6.568
2013.190411,6.372
2013.193151,6.718
2013.19589,6.964
2013.19863,7.146
2013.20137,7.21
2013.20411,7.091
2013.206849,7.115
2013.209589,7.023
2013.212329,6.641
2013.215068,6.746
2013.217808,6.447
2013.220548,5.732
2013.223288,5.505
2013.226027,5.568
2013.228767,5.563
2013.231507,5.756
2013.234247,5.843
2013.236986,5.9
2013.239726,5.899
2013.242466,6.034
2013.245205,6.099
2013.247945,6.021
2013.250685,6.275
2013.253425,6.569
2013.256164,6.646
2013.258904,6.742
2013.261644,6.857
2013.264384,6.997
2013.267123,7.113
2013.269863,7.04
2013.272603,7.254
2013.275342,7.232
2013.278082,7.251
2013.280822,7.479
2013.283562,7.851
2013.286301,7.782
2013.289041,7.577
2013.291781,7.488
2013.294521,7.434
2013.29726,7.501
2013.3,7.58
2013.30274,7.673
2013.305479,7.827
2013.308219,8
2013.310959,8.115
2013.313699,8.153
2013.316438,8.053
2013.319178,8.129
2013.321918,8.2
2013.324658,8.275
2013.327397,8.395
2013.330137,8.505
2013.332877,8.595
2013.335616,8.564
2013.338356,8.428
2013.341096,8.68
2013.343836,8.889
2013.346575,9.153
2013.349315,9.229
2013.352055,8.974
2013.354795,8.961
2013.357534,8.982
2013.360274,8.95
2013.363014,8.989
2013.365753,9.108
2013.368493,9.166
2013.371233,9.164
2013.373973,9.321
2013.376712,9.256
2013.379452,9.211
2013.382192,9.227
2013.384932,9.307
2013.387671,9.37
2013.390411,9.308
2013.393151,9.4
2013.39589,9.444
2013.39863,9.558
2013.40137,9.705
2013.40411,9.771
2013.406849,9.922
2013.409589,9.853
2013.412329,9.934
2013.415068,10.067
2013.417808,10.268
2013.420548,10.464
2013.423288,10.634
2013.426027,10.656
2013.428767,10.661
2013.431507,10.692
2013.434247,10.687
2013.436986,10.854
2013.439726,11.172
2013.442466,11.02
2013.445205,10.848
2013.447945,10.902
2013.450685,11.132
2013.453425,11.207
2013.456164,11.698
2013.458904,12.098
2013.461644,12.129
2013.464384,12.328
2013.467123,12.456
2013.469863,12.653
2013.472603,12.628
2013.475342,12.837
2013.478082,12.831
2013.480822,12.901
2013.483562,13.106
2013.486301,13.138
2013.489041,13.235
2013.491781,13.262
2013.494521,13.228
2013.49726,13.305
2013.5,13.234
2013.50274,13.394
2013.505479,13.511
2013.508219,13.509
2013.510959,13.578
2013.513699,13.67
2013.516438,13.94
2013.519178,13.889
2013.521918,13.756
2013.524658,13.7
2013.527397,13.75
2013.530137,13.791
2013.532877,13.799
2013.535616,13.916
2013.538356,14.061
2013.541096,14.259
2013.543836,14.467
2013.546575,14.584
2013.549315,14.544
2013.552055,14.591
2013.554795,14.653
2013.557534,14.537
2013.560274,14.468
2013.563014,14.317
2013.565753,14.38
2013.568493,14.506
2013.571233,14.435
2013.573973,14.468
2013.576712,14.768
2013.579452,15.123
2013.582192,15.2
2013.584932,15.377
2013.587671,15.583
2013.590411,16.119
2013.593151,16.332
2013.59589,16.399
2013.59863,16.429
2013.60137,16.161
2013.60411,16.04
2013.606849,16.092
2013.609589,16.091
2013.612329,16.05
2013.615068,16.087
2013.617808,16.063
2013.620548,16.066
2013.623288,16.056
2013.626027,16.064
2013.628767,16.004
2013.631507,16.052
2013.634247,16.117
2013.636986,16.145
2013.639726,16.21
2013.642466,16.008
2013.645205,15.966
2013.647945,15.961
2013.650685,15.824
2013.653425,15.783
2013.656164,15.728
2013.658904,15.778
2013.661644,15.704
2013.664384,15.559
2013.667123,15.598
2013.669863,15.764
2013.672603,15.835
2013.675342,15.839
2013.678082,15.752
2013.680822,15.55
2013.683562,15.203
2013.686301,15.226
2013.689041,15.252
2013.691781,15.165
2013.694521,15.135
2013.69726,15.11
2013.7,14.931
2013.70274,14.855
2013.705479,14.728
2013.708219,14.545
2013.710959,14.398
2013.713699,14.203
2013.716438,14.087
2013.719178,14.133
2013.721918,14.24
2013.724658,14.334
2013.727397,14.432
2013.730137,14.412
2013.732877,14.387
2013.735616,14.165
2013.738356,14.165
2013.741096,14.289
2013.743836,14.157
2013.746575,13.865
2013.749315,13.805
2013.752055,13.974
2013.754795,14.071
2013.757534,14.051
2013.760274,14.063
2013.763014,14.157
2013.765753,14.275
2013.768493,14.135
2013.771233,13.77
2013.773973,13.441
2013.776712,13.449
2013.779452,13.433
2013.782192,13.447
2013.784932,13.449
2013.787671,13.388
2013.790411,13.25
2013.793151,13.344
2013.79589,13.357
2013.79863,13.449
2013.80137,13.48
2013.80411,13.413
2013.806849,13.439
2013.809589,13.263
2013.812329,13.088
2013.815068,13.162
2013.817808,12.998
2013.820548,12.823
2013.823288,12.76
2013.826027,12.444
2013.828767,12.162
2013.831507,12.155
2013.834247,12.195
2013.836986,11.932
2013.839726,11.842
2013.842466,11.821
2013.845205,11.836
2013.847945,11.77
2013.850685,11.381
2013.853425,11.105
2013.856164,11.117
2013.858904,11.002
2013.861644,11.239
2013.864384,11.189
2013.867123,10.941
2013.869863,10.774
2013.872603,11.016
2013.875342,11.103
2013.878082,10.962
2013.880822,10.747
2013.883562,10.487
2013.889041,10.104
2013.891781,10.307
2013.894521,10.547
2013.89726,10.446
2013.9,10.345
2013.90274,10.353
2013.905479,10.566
2013.908219,10.677
2013.910959,10.425
2013.913699,10.307
2013.916438,10.461
2013.919178,10.321
2013.921918,10.209
2013.924658,9.979
2013.927397,9.826
2013.930137,9.602
2013.932877,9.738
2013.935616,9.884
2013.938356,9.878
2013.941096,9.832
2013.943836,9.974
2013.946575,10.126
2013.949315,10.038
2013.952055,9.698
2013.954795,9.655
2013.957534,9.577
2013.960274,9.318
2013.963014,9.308
2013.965753,9.134
2013.968493,9.209
2013.971233,9.121
2013.973973,8.959
2013.976712,8.794
2013.979452,8.507
2013.982192,8.638
2013.984932,8.579
2013.987671,8.558
2013.990411,8.411
2013.993151,8.294
2013.99589,8.444
2013.99863,8.266
2014.00137,8.229
2014.00411,8.432
2014.006849,8.435
2014.009589,8.346
2014.012329,8.219
2014.015068,8.324
2014.017808,8.282
2014.020548,8.23
2014.023288,8.239
2014.026027,8.175
2014.028767,8.015
2014.031507,7.911
2014.034247,7.861
2014.036986,7.682
2014.039726,7.946
2014.042466,7.875
2014.045205,7.941
2014.047945,7.921
2014.050685,7.882
2014.053425,7.811
2014.056164,7.757
2014.058904,7.844
2014.061644,7.718
2014.064384,7.796
2014.067123,7.797
2014.069863,7.642
2014.072603,7.714
2014.075342,7.734
2014.078082,7.669
2014.080822,7.448
2014.083562,7.411
2014.086301,7.632
2014.089041,7.655
2014.091781,7.65
2014.094521,7.522
2014.09726,7.51
2014.1,7.756
2014.10274,7.654
2014.105479,7.589
2014.108219,7.634
2014.110959,7.483
2014.113699,7.244
2014.116438,7.077
2014.119178,7.088
2014.121918,6.955
2014.124658,7.105
2014.127397,7.239
2014.130137,7.273
2014.132877,7.347
2014.135616,7.414
2014.138356,7.452
2014.141096,7.245
2014.143836,7.313
2014.146575,7.468
2014.149315,7.354
2014.152055,7.253
2014.154795,7.374
2014.157534,7.441
2014.160274,7.462
2014.163014,7.458
2014.165753,7.359
2014.168493,7.431
2014.171233,7.532
2014.173973,7.581
2014.176712,7.682
2014.179452,7.59
2014.182192,7.626
2014.184932,7.632
2014.187671,7.67
2014.190411,7.704
2014.193151,7.742
2014.19589,7.917
2014.19863,7.964
2014.20137,8.026
2014.20411,8.067
2014.206849,8.147
2014.209589,8.16
2014.212329,8.284
2014.215068,8.19
2014.217808,7.917
2014.220548,7.805
2014.223288,7.877
2014.226027,7.825
2014.228767,8.091
2014.231507,8.208
2014.234247,8.007
2014.236986,7.954
2014.239726,7.979
2014.242466,8.193
2014.245205,8.466
2014.247945,8.558
2014.250685,8.563
2014.253425,8.772
2014.256164,8.733
2014.258904,8.712
2014.261644,8.864
2014.264384,8.763
2014.267123,8.791
2014.269863,8.916
2014.272603,8.977
2014.275342,8.955
2014.278082,9.009
2014.280822,8.986
2014.283562,9.065
2014.286301,9.244
2014.289041,9.149
2014.291781,9.164
2014.294521,9.318
2014.29726,9.462
2014.3,9.464
2014.30274,9.788
2014.305479,9.885
2014.308219,9.788
2014.310959,9.746
2014.313699,10.031
2014.316438,10.122
2014.319178,10.081
2014.321918,9.921
2014.324658,10.054
2014.327397,10.239
2014.330137,10.126
2014.332877,9.943
2014.335616,9.939
2014.338356,9.957
2014.341096,9.981
2014.343836,10.065
2014.346575,10.065
2014.349315,10.164
2014.352055,10.376
2014.354795,10.583
2014.357534,10.719
2014.360274,10.888
2014.363014,11.034
2014.365753,11.037
2014.368493,11.142
2014.371233,11.341
2014.373973,11.401
2014.376712,11.388
2014.379452,11.486
2014.382192,11.559
2014.384932,11.541
2014.387671,11.571
2014.390411,11.461
2014.393151,11.615
2014.39589,11.633
2014.39863,11.621
2014.40137,11.892
2014.40411,12.097
2014.406849,11.932
2014.409589,11.707
2014.412329,11.51
2014.415068,11.531
2014.417808,11.584
2014.420548,11.768
2014.423288,11.919
2014.426027,11.866
2014.428767,12.091
2014.431507,12.041
2014.434247,11.969
2014.436986,12.085
2014.439726,11.827
2014.442466,11.978
2014.445205,12.095
2014.447945,12.179
2014.450685,12.407
2014.453425,12.708
2014.456164,12.877
2014.458904,12.842
2014.461644,12.745
2014.464384,12.726
2014.467123,12.542
2014.469863,12.542
2014.472603,12.556
2014.475342,12.75
2014.478082,12.825
2014.480822,13.131
2014.483562,13.207
2014.486301,12.98
2014.489041,12.748
2014.491781,12.638
2014.494521,12.751
2014.49726,12.91
2014.5,12.775
2014.50274,13.118
2014.505479,13.284
2014.508219,13.37
2014.510959,13.367
2014.513699,13.634
2014.516438,14.083
2014.519178,14.419
2014.521918,14.486
2014.524658,14.543
2014.527397,14.556
2014.530137,14.637
2014.532877,14.626
2014.535616,14.754
2014.538356,14.966
2014.541096,15.34
2014.543836,15.373
2014.546575,15.007
2014.549315,14.921
2014.552055,15.119
2014.554795,15.377
2014.557534,15.695
2014.560274,15.643
2014.563014,15.345
2014.565753,15.101
2014.568493,15.254
2014.571233,15.651
2014.573973,15.656
2014.576712,15.671
2014.579452,15.83
2014.582192,15.836
2014.584932,15.555
2014.587671,15.024
2014.590411,15.214
2014.593151,15.557
2014.59589,15.388
2014.59863,15.416
2014.60137,15.494
2014.60411,15.484
2014.606849,15.392
2014.609589,15.527
2014.612329,15.647
2014.615068,15.746
2014.617808,15.735
2014.620548,15.636
2014.623288,15.452
2014.626027,15.414
2014.628767,15.274
2014.631507,15.186
2014.634247,15.189
2014.636986,15.087
2014.639726,14.886
2014.642466,14.896
2014.645205,15.06
2014.647945,14.968
2014.650685,14.787
2014.653425,14.665
2014.656164,14.58
2014.658904,14.381
2014.661644,14.522
2014.664384,14.677
2014.667123,14.63
2014.669863,14.62
2014.672603,14.71
2014.675342,14.776
2014.678082,14.733
2014.680822,14.547
2014.683562,14.583
2014.686301,14.631
2014.689041,14.718
2014.691781,14.889
2014.694521,14.975
2014.69726,15.071
2014.7,15.016
2014.70274,14.928
2014.705479,14.884
2014.708219,15.032
2014.710959,15.053
2014.713699,14.977
2014.716438,14.914
2014.719178,14.863
2014.721918,14.793
2014.724658,14.636
2014.727397,14.626
2014.730137,14.71
2014.732877,14.804
2014.735616,14.817
2014.738356,14.735
2014.741096,14.791
2014.743836,14.845
2014.746575,14.884
2014.749315,14.713
2014.752055,14.551
2014.754795,14.392
2014.757534,14.194
2014.760274,13.97
2014.763014,13.861
2014.765753,14.028
2014.768493,14.024
2014.771233,14.071
2014.773973,14.049
2014.776712,14.031
2014.779452,14.015
2014.782192,13.839
2014.784932,13.728
2014.787671,13.552
2014.790411,13.613
2014.793151,13.773
2014.79589,13.87
2014.79863,13.723
2014.80137,13.542
2014.80411,13.251
2014.806849,13.195
2014.809589,13.208
2014.812329,12.98
2014.815068,12.896
2014.817808,12.98
2014.820548,13.082
2014.823288,12.945
2014.826027,12.622
2014.828767,12.86
2014.831507,13.095
2014.834247,12.739
2014.836986,12.517
2014.839726,12.256
2014.842466,12.287
2014.845205,12.191
2014.847945,12.281
2014.850685,12.371
2014.853425,11.961
2014.856164,11.985
2014.858904,11.843
2014.861644,11.967
2014.864384,12.052
2014.867123,11.791
2014.869863,11.822
2014.872603,11.866
2014.875342,11.853
2014.878082,11.829
2014.880822,11.771
2014.883562,11.625
2014.886301,11.782
2014.889041,11.506
2014.891781,11.633
2014.894521,11.484
2014.89726,11.296
2014.9,11.257
2014.90274,11.196
2014.905479,11.051
2014.908219,10.967
2014.910959,11.186
2014.913699,11.196
2014.916438,11.073
2014.919178,10.924
2014.921918,11.045
2014.924658,10.872
2014.927397,10.605
2014.930137,10.627
2014.932877,10.376
2014.935616,10.02
2014.938356,9.898
2014.941096,9.612
2014.943836,9.416
2014.946575,9.489
2014.949315,9.329
2014.952055,9.43
2014.954795,9.288
2014.957534,9.17
2014.960274,9.48
2014.963014,9.606
2014.965753,9.418
2014.968493,9.369
2014.971233,9.461
2014.973973,9.678
2014.976712,9.67
2014.979452,9.407
2014.982192,9.224
2014.984932,9.124
2014.987671,9.062
2014.990411,8.903
2014.993151,8.891
2014.99589,8.837
2014.99863,8.896
2015.00137,9.031
2015.00411,8.913
2015.006849,8.995
2015.009589,8.7
2015.012329,8.857
2015.015068,8.811
2015.017808,8.713
2015.020548,8.652
2015.023288,8.745
2015.026027,8.569
2015.028767,8.519
2015.031507,8.457
2015.034247,8.341
2015.036986,8.162
2015.039726,8.093
2015.042466,8.151
2015.045205,8.129
2015.047945,7.865
2015.050685,7.656
2015.053425,7.92
2015.056164,8.016
2015.058904,7.748
2015.061644,7.761
2015.064384,7.765
2015.067123,8.002
2015.069863,7.987
2015.072603,8.093
2015.075342,7.797
2015.078082,7.493
2015.080822,7.392
2015.083562,7.349
2015.086301,7.54
2015.089041,7.713
2015.091781,7.48
2015.094521,7.357
2015.09726,7.51
2015.1,7.512
2015.10274,7.654
2015.105479,7.657
2015.108219,7.639
2015.110959,7.58
2015.113699,7.495
2015.116438,7.39
2015.119178,7.346
2015.121918,7.426
2015.124658,7.383
2015.127397,7.381
2015.130137,7.445
2015.132877,7.727
2015.135616,7.588
2015.138356,7.499
2015.141096,7.421
2015.143836,7.324
2015.146575,7.204
2015.149315,7.143
2015.152055,7.274
2015.154795,7.211
2015.157534,7.13
2015.160274,7.207
2015.163014,7.114
2015.165753,7.089
2015.168493,7.066
2015.171233,7.13
2015.173973,7.243
2015.176712,7.376
2015.179452,7.524
2015.182192,7.475
2015.184932,7.426
2015.187671,7.486
2015.190411,7.348
2015.193151,7.354
2015.19589,7.442
2015.19863,7.427
2015.20137,7.518
2015.20411,7.494
2015.206849,7.588
2015.209589,7.654
2015.212329,7.818
2015.215068,7.917
2015.217808,7.97
2015.220548,8.065
2015.223288,8.049
2015.226027,7.911
2015.228767,7.887
2015.231507,7.946
2015.234247,7.964
2015.236986,8.06
2015.239726,7.881
2015.242466,7.734
2015.245205,7.667
2015.247945,7.608
2015.250685,7.65
2015.253425,7.748
2015.256164,7.916
2015.258904,8.135
2015.261644,8.25
2015.264384,8.352
2015.267123,8.445
2015.269863,8.563
2015.272603,8.603
2015.275342,8.509
2015.278082,8.51
2015.280822,8.549
2015.283562,8.682
2015.286301,8.793
2015.289041,8.89
2015.291781,9.137
2015.294521,9.216
2015.29726,9.267
2015.3,9.188
2015.30274,9.282
2015.305479,9.398
2015.308219,9.393
2015.310959,9.312
2015.313699,9.199
2015.316438,9.069
2015.319178,8.82
2015.321918,8.857
2015.324658,8.989
2015.327397,9.341
2015.330137,9.519
2015.332877,9.065
2015.335616,8.958
2015.338356,9.261
2015.341096,9.171
2015.343836,9.211
2015.346575,9.295
2015.349315,9.401
2015.352055,9.573
2015.354795,9.628
2015.357534,9.715
2015.360274,9.754
2015.363014,9.955
2015.365753,10.069
2015.368493,9.835
2015.371233,9.828
2015.373973,9.86
2015.376712,9.921
2015.379452,9.889
2015.382192,9.926
2015.384932,10.043
2015.387671,10.207
2015.390411,10.364
2015.393151,10.297
2015.39589,10.361
2015.39863,10.383
2015.40137,10.273
2015.40411,10.319
2015.406849,10.423
2015.409589,10.54
2015.412329,10.502
2015.415068,10.276
2015.417808,10.443
2015.420548,10.703
2015.423288,10.739
2015.426027,10.777
2015.428767,10.791
2015.431507,10.885
2015.434247,11.039
2015.436986,11.244
2015.439726,11.326
2015.442466,11.446
2015.445205,11.337
2015.447945,11.243
2015.450685,11.346
2015.453425,11.435
2015.456164,11.485
2015.458904,11.582
2015.461644,11.697
2015.464384,11.754
2015.467123,11.998
2015.469863,12.067
2015.472603,12.259
2015.475342,12.404
2015.478082,12.325
2015.480822,12.322
2015.483562,12.421
2015.486301,12.545
2015.489041,12.725
2015.491781,12.978
2015.494521,13.413
2015.49726,13.308
2015.5,13.199
2015.50274,13.578
2015.505479,13.454
2015.508219,13.236
2015.510959,13.388
2015.513699,13.527
2015.516438,13.63
2015.519178,13.763
2015.521918,13.794
2015.524658,13.837
2015.527397,13.892
2015.530137,14.014
2015.532877,14.089
2015.535616,14.088
2015.538356,14.127
2015.541096,13.916
2015.543836,13.904
2015.546575,14.151
2015.549315,14.126
2015.552055,14.045
2015.554795,14.118
2015.557534,14.153
2015.560274,14.321
2015.563014,14.328
2015.565753,13.982
2015.568493,13.746
2015.571233,13.863
2015.573973,13.86
2015.576712,13.904
2015.579452,13.871
2015.582192,13.918
2015.584932,14.034
2015.587671,14.148
2015.590411,14.039
2015.593151,13.935
2015.59589,13.975
2015.59863,13.969
2015.60137,13.933
2015.60411,14.128
2015.606849,14.147
2015.609589,14.183
2015.612329,14.19
2015.615068,14.314
2015.617808,14.316
2015.620548,14.351
2015.623288,14.498
2015.626027,14.656
2015.628767,14.829
2015.631507,14.652
2015.634247,14.716
2015.636986,14.792
2015.639726,14.837
2015.642466,14.789
2015.645205,14.673
2015.647945,14.647
2015.650685,14.721
2015.653425,14.729
2015.656164,14.805
2015.658904,14.819
2015.661644,14.79
2015.664384,14.743
2015.667123,14.643
2015.669863,14.492
2015.672603,14.284
2015.675342,14.203
2015.678082,14.151
2015.680822,14.324
2015.683562,14.381
2015.686301,14.466
2015.689041,14.424
2015.691781,14.405
2015.694521,14.388
2015.69726,14.126
2015.7,14.049
2015.70274,14.092
2015.705479,14.052
2015.708219,14.041
2015.710959,14.08
2015.713699,14.201
2015.716438,14.137
2015.719178,14.023
2015.721918,14.036
2015.724658,13.976
2015.727397,13.814
2015.730137,13.702
2015.732877,13.665
2015.735616,13.743
2015.738356,13.751
2015.741096,13.781
2015.743836,13.802
2015.746575,13.816
2015.749315,13.826
2015.752055,13.732
2015.754795,13.606
2015.757534,13.584
2015.760274,13.353
2015.763014,13.592
2015.765753,13.544
2015.768493,13.446
2015.771233,13.482
2015.773973,13.521
2015.776712,13.458
2015.779452,13.357
2015.782192,13.284
2015.784932,13.215
2015.787671,13.15
2015.790411,13.196
2015.793151,13.131
2015.79589,13.202
2015.79863,13.099
2015.80137,13.021
2015.80411,13.093
2015.806849,12.885
2015.809589,12.675
2015.812329,12.579
2015.815068,12.246
2015.817808,12.363
2015.820548,12.561
2015.823288,12.63
2015.826027,12.538
2015.828767,12.494
2015.831507,12.644
2015.834247,12.404
2015.836986,12.336
2015.839726,12.309
2015.842466,12.374
2015.845205,12.303
2015.847945,12.302
2015.850685,12.152
2015.853425,11.932
2015.856164,11.866
2015.858904,12.061
2015.861644,11.897
2015.864384,11.66
2015.867123,11.435
2015.869863,11.307
2015.872603,11.603
2015.875342,11.284
2015.878082,11.165
2015.880822,11.134
2015.883562,10.927
2015.886301,10.603
2015.889041,10.483
2015.891781,10.615
2015.894521,10.687
2015.89726,10.83
2015.9,10.812
2015.905479,10.717
2015.908219,10.406
2015.910959,10.207
2015.913699,10.064
2015.916438,10.151
2015.919178,10.235
2015.921918,10.062
2015.924658,10.041
2015.927397,10.31
2015.930137,10.151
2015.932877,10.094
2015.935616,10.037
2015.938356,9.943
2015.941096,9.834
2015.943836,9.787
2015.946575,9.717
2015.949315,9.636
2015.952055,9.876
2015.954795,9.81
2015.957534,10.087
2015.960274,10.268
2015.963014,10.3
2015.965753,10.362
2015.968493,9.929
2015.971233,9.807
2015.973973,9.865
2015.976712,9.706
2015.979452,9.472
2015.982192,9.17
2015.984932,9.391
2015.987671,9.371
2015.990411,9.625
2015.993151,9.665
2015.99589,9.615
2015.99863,9.33
2016.001366,8.985
2016.004098,9.227
2016.006831,9.215
2016.009563,9.185
2016.012295,9.262
2016.015027,9.487
2016.01776,9.364
2016.020492,9.117
2016.023224,9.05
2016.025956,9.098
2016.028689,8.835
2016.031421,8.725
2016.034153,8.547
2016.036885,8.411
2016.039617,8.284
2016.04235,8.31
2016.045082,8.391
2016.047814,8.401
2016.050546,8.355
2016.053279,8.195
2016.056011,8.135
2016.058743,8.493
2016.061475,8.363
2016.064208,8.786
2016.06694,8.82
2016.069672,8.703
2016.072404,8.642
2016.075137,8.603
2016.077869,8.502
2016.080601,8.216
2016.083333,8.334
2016.086066,8.376
2016.088798,8.293
2016.09153,8.429
2016.094262,8.695
2016.096995,8.583
2016.099727,8.152
2016.102459,8.14
2016.105191,8.321
2016.107923,8.358
2016.110656,8.326
2016.113388,8.296
2016.11612,8.072
2016.118852,7.841
2016.121585,7.705
2016.124317,7.82
2016.127049,7.958
2016.129781,7.909
2016.132514,7.932
2016.135246,7.969
2016.137978,7.927
2016.14071,7.929
2016.143443,7.811
2016.146175,7.745
2016.148907,7.743
2016.151639,7.639
2016.154372,7.542
2016.157104,7.638
2016.159836,7.617
2016.162568,7.516
2016.165301,7.614
2016.168033,7.442
2016.170765,7.702
2016.173497,7.78
2016.17623,7.737
2016.178962,7.709
2016.181694,7.924
2016.184426,7.903
2016.187158,7.874
2016.189891,8.106
2016.192623,8.231
2016.195355,8.261
2016.198087,8.255
2016.20082,8.338
2016.203552,8.351
2016.206284,8.44
2016.209016,8.411
2016.211749,8.359
2016.214481,8.343
2016.217213,8.376
2016.219945,8.491
2016.222678,8.466
2016.22541,8.431
2016.228142,8.398
2016.230874,8.408
2016.233607,8.406
2016.236339,8.26
2016.239071,8.368
2016.241803,8.309
2016.244536,8.395
2016.247268,8.45
2016.25,8.368
2016.252732,8.48
2016.255464,8.537
2016.258197,8.578
2016.260929,8.674
2016.263661,8.581
2016.266393,8.654
2016.269126,8.649
2016.271858,8.497
2016.27459,8.596
2016.277322,8.447
2016.280055,8.439
2016.282787,8.594
2016.285519,8.812
2016.288251,8.694
2016.290984,8.474
2016.293716,8.537
2016.296448,8.705
2016.29918,8.815
2016.301913,8.97
2016.304645,9.193
2016.307377,9.16
2016.310109,8.986
2016.312842,9.065
2016.315574,8.966
2016.318306,8.734
2016.321038,8.79
2016.32377,8.781
2016.326503,8.828
2016.329235,8.95
2016.331967,9.142
2016.334699,9.227
2016.337432,9.219
2016.340164,9.248
2016.342896,9.31
2016.345628,9.446
2016.348361,9.493
2016.351093,9.757
2016.353825,10.214
2016.356557,10.406
2016.35929,10.514
2016.362022,10.355
2016.364754,10.382
2016.367486,10.353
2016.370219,10.197
2016.372951,10.135
2016.375683,10.055
2016.378415,10.176
2016.381148,10.27
2016.38388,10.445
2016.386612,10.614
2016.389344,10.629
2016.392077,10.798
2016.394809,11.034
2016.397541,11.079
2016.400273,10.911
2016.403005,11.088
2016.405738,11.192
2016.40847,11.137
2016.411202,11.178
2016.413934,11.211
2016.416667,11.204
2016.419399,11.38
2016.422131,11.467
2016.424863,11.463
2016.427596,11.702
2016.430328,11.662
2016.43306,11.422
2016.435792,11.37
2016.438525,11.454
2016.441257,11.396
2016.443989,11.427
2016.446721,11.257
2016.449454,11.392
2016.452186,11.482
2016.454918,11.492
2016.45765,11.432
2016.460383,11.244
2016.463115,11.032
2016.465847,11.056
2016.468579,11.489
2016.471311,11.817
2016.474044,11.867
2016.476776,11.855
2016.479508,11.994
2016.48224,12.039
2016.484973,12.072
2016.487705,12.553
2016.490437,12.946
2016.493169,13.103
