Station Description:,38a Oceanographic Mooring
2000.894,11.975
2000.897,11.938
2000.900,11.813
2000.903,11.750
2000.906,11.713
2000.908,11.700
2000.911,11.525
2000.914,11.475
2000.917,11.675
2000.919,11.675
2000.922,11.475
2000.925,11.563
2000.928,11.613
2000.931,11.600
2000.933,11.600
2000.936,11.513
2000.939,11.438
2000.942,11.388
2000.944,11.338
2000.947,11.150
2000.950,11.113
2000.953,11.163
2000.956,11.175
2000.958,11.050
2000.961,10.925
2000.964,10.825
2000.967,10.725
2000.969,10.713
2000.972,10.663
2000.975,10.600
2000.978,10.538
2000.981,10.550
2000.983,10.438
2000.986,10.463
2000.989,10.100
2000.992,10.138
2000.994,9.988
2000.997,10.000
2001.000,9.900
2001.000,9.825
2001.003,9.550
2001.006,9.450
2001.008,9.288
2001.011,8.550
2001.014,8.300
2001.017,8.650
2001.019,8.340
2001.022,8.313
2001.025,8.500
2001.028,8.963
2001.031,9.400
2001.033,9.125
2001.036,8.888
2001.039,8.775
2001.042,8.550
2001.044,8.538
2001.047,8.525
2001.050,8.375
2001.053,8.275
2001.056,8.613
2001.058,8.500
2001.061,8.188
2001.064,8.250
2001.067,8.288
2001.069,8.025
2001.072,8.000
2001.075,8.275
2001.078,8.063
2001.081,8.175
2001.083,7.925
2001.083,8.175
2001.086,8.188
2001.089,7.775
2001.092,7.563
2001.094,7.850
2001.097,8.313
2001.100,8.425
2001.103,8.400
2001.106,8.350
2001.108,8.400
2001.111,8.400
2001.114,8.400
2001.117,8.375
2001.119,8.375
2001.122,8.275
2001.125,8.300
2001.128,8.225
2001.131,8.163
2001.133,8.375
2001.136,8.275
2001.139,8.250
2001.142,8.175
2001.144,8.150
2001.147,8.038
2001.150,8.050
2001.153,8.080
2001.156,8.050
2001.158,8.000
2001.167,8.000
2001.169,8.000
2001.172,7.950
2001.175,7.888
2001.178,7.675
2001.181,7.625
2001.183,7.738
2001.186,7.738
2001.189,7.725
2001.192,7.788
2001.194,7.838
2001.197,7.713
2001.200,7.713
2001.203,7.888
2001.206,7.863
2001.208,7.713
2001.211,7.675
2001.214,7.600
2001.217,7.600
2001.219,7.600
2001.222,7.600
2001.225,7.550
2001.228,7.575
2001.231,7.575
2001.233,7.563
2001.236,7.438
2001.239,7.300
2001.242,7.363
2001.244,7.413
2001.247,7.425
2001.250,7.600
2001.250,7.575
2001.253,7.525
2001.256,7.438
2001.258,7.538
2001.261,7.588
2001.264,7.525
2001.267,7.538
2001.269,7.575
2001.272,7.563
2001.275,7.650
2001.278,7.660
2001.281,8.000
2001.283,7.888
2001.286,7.950
2001.289,8.000
2001.292,7.888
2001.294,7.850
2001.297,7.888
2001.300,7.825
2001.303,8.100
2001.306,8.088
2001.308,7.963
2001.311,8.125
2001.314,8.025
2001.317,8.225
2001.319,8.563
2001.322,8.513
2001.325,8.388
2001.328,8.588
2001.331,8.763
2001.333,8.875
2001.336,9.400
2001.339,9.163
2001.342,9.350
2001.344,9.725
2001.347,9.963
2001.350,10.488
2001.353,10.914
2001.356,10.250
2001.358,10.575
2001.361,10.775
2001.364,11.163
2001.367,11.063
2001.369,11.438
2001.372,11.363
2001.375,11.438
2001.378,10.950
2001.381,10.788
2001.383,10.950
2001.386,11.238
2001.389,11.800
2001.392,12.838
2001.394,13.600
2001.397,14.700
2001.400,13.425
2001.403,12.625
2001.406,12.363
2001.408,12.488
2001.411,12.075
2001.414,12.438
2001.417,12.250
2001.417,11.688
2001.419,11.900
2001.422,11.713
2001.425,11.800
2001.428,12.025
2001.431,11.225
2001.433,11.275
2001.436,11.525
2001.439,11.675
2001.442,11.750
2001.444,11.613
2001.447,11.750
2001.450,12.175
2001.453,12.400
2001.456,12.300
2001.458,12.475
2001.461,12.588
2001.464,12.538
2001.467,11.713
2001.469,12.025
2001.472,12.288
2001.475,12.500
2001.478,13.163
2001.481,13.350
2001.483,13.486
2001.486,13.288
2001.489,13.463
2001.492,13.625
2001.494,13.350
2001.497,13.500
2001.500,13.900
2001.503,14.163
2001.506,14.063
2001.508,14.300
2001.511,14.288
2001.514,14.638
2001.517,14.688
2001.519,14.438
2001.522,14.475
2001.525,14.425
2001.528,13.925
2001.531,13.575
2001.533,13.413
2001.536,13.025
2001.539,13.763
2001.542,13.575
2001.544,12.963
2001.547,12.738
2001.550,13.438
2001.553,13.600
2001.556,13.163
2001.558,13.588
2001.561,13.950
2001.564,14.100
2001.567,14.350
2001.569,14.488
2001.572,14.988
2001.575,16.050
2001.578,15.738
2001.581,15.775
2001.583,15.713
2001.583,15.875
2001.586,16.100
2001.589,16.175
2001.592,16.300
2001.594,16.438
2001.597,16.038
2001.600,15.963
2001.603,15.950
2001.606,15.913
2001.608,15.875
2001.611,15.613
2001.614,15.638
2001.617,15.413
2001.619,15.163
2001.622,14.738
2001.625,15.125
2001.628,15.550
2001.631,15.638
2001.633,15.400
2001.636,15.400
2001.639,14.925
2001.642,14.750
2001.644,15.088
2001.647,15.163
2001.650,15.163
2001.653,15.350
2001.656,15.333
2001.658,15.785
2001.661,15.676
2001.664,15.678
2001.667,15.161
2001.667,15.079
2001.669,15.233
2001.672,15.030
2001.675,15.185
2001.678,15.223
2001.681,15.136
2001.683,14.946
2001.686,14.659
2001.689,14.465
2001.692,14.369
2001.694,14.561
2001.697,14.465
2001.700,14.084
2001.703,14.250
2001.706,14.239
2001.708,13.943
2001.711,13.776
2001.714,13.753
2001.717,13.955
2001.719,14.109
2001.722,14.155
2001.725,14.120
2001.728,13.943
2001.731,14.049
2001.733,13.955
2001.736,13.906
2001.739,13.990
2001.742,13.943
2001.744,13.943
2001.747,13.883
2001.750,13.754
2001.753,13.680
2001.756,13.680
2001.758,13.680
2001.761,13.680
2001.764,13.680
2001.767,13.680
2001.769,13.680
2001.772,13.680
2001.775,13.680
2001.778,13.680
2001.781,13.680
2001.783,13.835
2001.786,13.895
2001.789,13.754
2001.792,13.680
2001.794,13.680
2001.797,13.680
2001.800,13.680
2001.803,13.669
2001.806,13.680
2001.808,13.680
2001.811,13.669
2001.814,13.646
2001.817,13.601
2001.819,13.601
2001.822,13.578
2001.825,13.553
2001.828,13.553
2001.831,13.540
2001.833,13.515
2001.833,13.506
2001.836,13.509
2001.839,13.414
2001.842,13.378
2001.844,13.303
2001.847,13.303
2001.850,13.290
2001.853,13.149
2001.856,13.025
2001.858,13.000
2001.861,13.000
2001.864,13.000
2001.867,13.000
2001.869,12.933
2001.872,12.898
2001.875,12.860
2001.878,12.873
2001.881,12.849
2001.883,12.811
2001.886,12.751
2001.889,12.668
2001.892,12.681
2001.894,12.620
2001.897,12.620
2001.900,12.620
2001.903,12.620
2001.906,12.478
2001.908,12.303
2001.911,12.351
2001.914,12.314
2001.917,12.300
2001.919,12.240
2001.922,12.218
2001.925,12.184
2001.928,11.931
2001.931,11.980
2001.933,12.026
2001.936,12.003
2001.939,11.933
2001.942,11.770
2001.944,11.758
2001.947,11.678
2001.950,11.651
2001.953,11.653
2001.956,11.523
2001.958,11.450
2001.961,11.440
2001.964,11.391
2001.967,11.356
2001.969,11.379
2001.972,11.300
2001.975,11.169
2001.978,11.110
2001.981,11.110
2001.983,11.085
2001.986,11.014
2001.989,10.931
2001.992,10.788
2001.994,10.669
2001.997,10.528
2002.000,10.563
2002.000,10.574
2002.003,10.305
2002.006,10.129
2002.008,10.176
2002.011,10.271
2002.014,10.211
2002.017,10.081
2002.019,10.238
2002.022,10.238
2002.025,10.000
2002.028,9.913
2002.031,9.713
2002.033,9.463
2002.036,9.725
2002.039,9.638
2002.042,9.663
2002.044,9.750
2002.047,9.638
2002.050,9.613
2002.053,9.613
2002.056,9.588
2002.058,9.438
2002.061,9.538
2002.064,9.363
2002.067,9.363
2002.069,9.538
2002.072,9.425
2002.075,9.350
2002.078,9.300
2002.081,9.300
2002.083,9.300
2002.083,9.325
2002.086,9.375
2002.089,9.325
2002.092,9.300
2002.094,9.275
2002.097,9.238
2002.100,9.213
2002.103,9.200
2002.106,9.200
2002.108,9.200
2002.111,9.188
2002.114,9.213
2002.117,9.200
2002.119,9.200
2002.122,9.188
2002.125,9.188
2002.128,9.163
2002.131,9.100
2002.133,8.988
2002.136,8.638
2002.139,8.500
2002.142,8.500
2002.144,8.500
2002.147,8.500
2002.150,8.500
2002.153,8.500
2002.156,8.338
2002.158,8.150
2002.167,8.175
2002.169,8.163
2002.172,8.150
2002.175,8.175
2002.178,8.160
2002.181,8.238
2002.183,8.313
2002.186,8.288
2002.189,8.100
2002.192,8.100
2002.194,8.100
2002.197,8.100
2002.200,8.100
2002.203,8.100
2002.206,8.013
2002.208,8.063
2002.211,8.100
2002.214,8.113
2002.217,8.213
2002.219,8.188
2002.222,8.300
2002.225,8.563
2002.228,8.450
2002.231,8.350
2002.233,8.450
2002.236,8.413
2002.239,8.475
2002.242,8.500
2002.244,8.563
2002.247,8.525
2002.250,8.525
2002.250,8.500
2002.253,8.513
2002.256,8.540
2002.258,8.575
2002.261,8.538
2002.264,8.500
2002.267,8.513
2002.269,8.650
2002.272,8.613
2002.275,8.600
2002.278,8.738
2002.281,8.575
2002.283,8.725
2002.286,8.688
2002.289,8.913
2002.292,8.688
2002.294,8.688
2002.297,8.663
2002.300,8.875
2002.303,8.713
2002.306,8.725
2002.308,8.925
2002.311,9.300
2002.314,9.225
2002.317,9.225
2002.319,9.213
2002.322,9.225
2002.325,9.175
2002.328,9.175
2002.331,9.200
2002.333,9.200
2002.336,9.463
2002.339,9.900
2002.342,10.388
2002.344,11.075
2002.347,10.288
2002.350,10.320
2002.353,10.413
2002.356,10.400
2002.358,10.800
2002.361,10.900
2002.364,10.888
2002.367,10.575
2002.369,10.363
2002.372,10.375
2002.375,10.700
2002.378,10.788
2002.381,10.738
2002.383,10.600
2002.386,10.425
2002.389,10.363
2002.392,10.425
2002.394,10.525
2002.397,10.400
2002.400,10.325
2002.403,10.738
2002.406,10.963
2002.408,10.888
2002.411,10.775
2002.414,10.938
2002.417,11.063
2002.417,11.300
2002.419,11.513
2002.422,11.838
2002.425,11.788
2002.428,12.288
2002.431,12.338
2002.433,12.313
2002.436,12.538
2002.439,12.600
2002.442,12.450
2002.444,12.350
2002.447,12.425
2002.450,12.325
2002.453,12.213
2002.456,12.325
2002.458,12.575
2002.461,12.350
2002.464,12.338
2002.467,12.300
2002.469,12.300
2002.472,12.213
2002.475,12.475
2002.478,12.625
2002.481,12.775
2002.483,12.960
2002.486,12.938
2002.489,12.838
2002.492,12.738
2002.494,12.813
2002.497,12.725
2002.500,12.288
2002.503,12.138
2002.506,12.413
2002.508,12.538
2002.511,12.588
2002.514,13.200
2002.517,13.450
2002.519,12.763
2002.522,13.125
2002.525,13.125
2002.528,13.475
2002.531,13.575
2002.533,14.175
2002.536,14.538
2002.539,14.975
2002.542,14.950
2002.544,15.025
2002.547,15.438
2002.550,15.188
2002.553,14.813
2002.556,14.913
2002.558,15.163
2002.561,14.788
2002.564,14.725
2002.567,14.638
2002.569,14.425
2002.572,14.238
2002.575,14.263
2002.578,14.338
2002.581,14.763
2002.583,14.888
2002.583,15.100
2002.586,15.100
2002.589,14.963
2002.592,15.463
2002.594,16.300
2002.597,16.613
2002.600,16.300
2002.603,16.225
2002.606,15.788
2002.608,15.400
2002.611,15.363
2002.614,15.263
2002.617,15.300
2002.619,15.088
2002.622,14.788
2002.625,15.138
2002.628,14.925
2002.631,14.950
2002.633,15.338
2002.636,15.763
2002.639,15.925
2002.642,16.113
2002.644,16.463
2002.647,16.188
2002.650,15.713
2002.653,15.875
2002.656,16.017
2002.658,15.975
2002.661,16.150
2002.664,15.863
2002.667,15.300
2002.667,15.175
2002.669,15.550
2002.672,15.813
2002.675,15.863
2002.678,15.538
2002.681,15.025
2002.683,14.900
2002.686,14.750
2002.689,14.825
2002.692,14.838
2002.694,14.888
2002.697,14.988
2002.700,15.075
2002.703,15.113
2002.706,15.313
2002.708,15.163
2002.711,15.213
2002.714,15.150
2002.717,14.963
2002.719,15.163
2002.722,15.138
2002.725,15.025
2002.728,14.800
2002.731,14.850
2002.733,14.688
2002.736,14.650
2002.739,14.988
2002.742,14.875
2002.744,14.775
2002.747,14.767
2002.750,14.788
2002.753,14.838
2002.756,14.775
2002.758,14.638
2002.761,14.663
2002.764,14.750
2002.767,14.775
2002.769,14.738
2002.772,14.575
2002.775,14.500
2002.778,14.500
2002.781,14.500
2002.783,14.375
2002.786,14.275
2002.789,14.200
2002.792,14.200
2002.794,14.200
2002.797,14.200
2002.800,14.100
2002.803,13.913
2002.806,13.800
2002.808,13.800
2002.811,13.800
2002.814,13.725
2002.817,13.663
2002.819,13.563
2002.822,13.463
2002.825,13.388
2002.828,13.575
2002.831,13.438
2002.833,13.313
2002.833,13.350
2002.836,13.300
2002.839,13.250
2002.842,13.563
2002.844,13.625
2002.847,13.613
2002.850,13.413
2002.853,13.088
2002.856,13.138
2002.858,13.275
2002.861,12.913
2002.864,12.500
2002.867,12.325
2002.869,12.475
2002.872,12.938
2002.875,13.163
2002.878,13.363
2002.881,13.150
2002.883,12.900
2002.886,12.763
2002.889,12.875
2002.892,12.563
2002.894,12.488
2002.897,12.563
2002.900,12.388
2002.903,12.475
2002.906,12.600
2002.908,12.625
2002.911,12.600
2002.914,12.400
2002.917,12.388
2002.919,12.213
2002.922,12.113
2002.925,12.100
2002.928,12.100
2002.931,12.038
2002.933,12.013
2002.936,11.863
2002.939,11.838
2002.942,11.788
2002.944,11.600
2002.947,11.438
2002.950,11.388
2002.953,11.338
2002.956,11.350
2002.958,11.275
2002.961,11.175
2002.964,11.288
2002.967,11.113
2002.969,10.750
2002.972,10.788
2002.975,10.738
2002.978,10.750
2002.981,10.700
2002.983,10.575
2002.986,10.538
2002.989,10.463
2002.992,10.500
2002.994,10.588
2002.997,10.450
2003.000,10.238
2003.000,10.038
2003.003,9.888
2003.006,9.925
2003.008,9.963
2003.011,9.875
2003.014,9.850
2003.017,9.938
2003.019,9.938
2003.022,10.013
2003.025,10.100
2003.028,10.013
2003.031,9.975
2003.033,10.038
2003.036,10.025
2003.039,9.975
2003.042,9.913
2003.044,9.338
2003.047,9.038
2003.050,9.138
2003.053,9.175
2003.056,9.140
2003.058,9.150
2003.061,9.300
2003.064,9.400
2003.067,9.238
2003.069,9.425
2003.072,9.288
2003.075,9.475
2003.078,9.363
2003.081,9.238
2003.083,9.200
2003.083,9.163
2003.086,9.100
2003.089,8.913
2003.092,8.725
2003.094,8.625
2003.097,8.738
2003.100,8.750
2003.103,8.763
2003.106,8.600
2003.108,8.588
2003.111,8.500
2003.114,8.488
2003.117,8.488
2003.119,8.538
2003.122,8.500
2003.125,8.500
2003.128,8.500
2003.131,8.400
2003.133,8.225
2003.136,8.138
2003.139,8.175
2003.142,8.225
2003.144,8.250
2003.147,8.325
2003.150,8.225
2003.153,8.350
2003.156,8.388
2003.158,8.500
2003.167,8.363
2003.169,8.263
2003.172,8.300
2003.175,8.250
2003.178,8.213
2003.181,8.238
2003.183,8.325
2003.186,8.325
2003.189,8.313
2003.192,8.425
2003.194,8.225
2003.197,7.625
2003.200,7.813
2003.203,8.113
2003.206,7.988
2003.208,7.963
2003.211,7.838
2003.214,7.925
2003.217,8.013
2003.219,7.975
2003.222,8.113
2003.225,8.138
2003.228,8.213
2003.231,8.475
2003.233,8.500
2003.236,8.563
2003.239,8.600
2003.242,8.725
2003.244,8.838
2003.247,8.975
2003.250,8.800
2003.250,8.550
2003.253,8.500
2003.256,8.600
2003.258,8.700
2003.261,8.963
2003.264,8.900
2003.267,8.625
2003.269,8.813
2003.272,8.838
2003.275,8.613
2003.278,8.738
2003.281,8.663
2003.283,8.600
2003.286,8.688
2003.289,9.000
2003.292,9.488
2003.294,9.663
2003.297,9.388
2003.300,9.325
2003.303,9.175
2003.306,9.113
2003.308,9.100
2003.311,9.238
2003.314,9.150
2003.317,9.050
2003.319,9.038
2003.322,9.188
2003.325,9.413
2003.328,9.763
2003.331,9.850
2003.333,10.150
2003.336,10.300
2003.339,10.138
2003.342,9.825
2003.344,9.788
2003.347,10.025
2003.350,10.125
2003.353,10.113
2003.356,10.175
2003.358,9.963
2003.361,9.900
2003.364,10.029
2003.367,10.025
2003.369,10.150
2003.372,10.150
2003.375,10.088
2003.378,10.163
2003.381,10.250
2003.383,10.313
2003.386,10.200
2003.389,10.300
2003.392,10.388
2003.394,10.525
2003.397,10.738
2003.400,10.938
2003.403,11.100
2003.406,11.325
2003.408,11.300
2003.411,11.738
2003.414,12.738
2003.417,12.838
2003.417,12.225
2003.419,12.125
2003.422,12.050
2003.425,11.800
2003.428,11.888
2003.431,11.275
2003.433,11.275
2003.436,12.175
2003.439,12.363
2003.442,11.638
2003.444,11.738
2003.447,12.450
2003.450,12.825
2003.453,13.213
2003.456,13.613
2003.458,13.920
2003.461,14.400
2003.464,13.750
2003.467,13.638
2003.469,13.663
2003.472,13.725
2003.475,14.000
2003.478,13.538
2003.481,13.725
2003.483,14.150
2003.486,14.950
2003.489,14.663
2003.492,14.350
2003.494,14.438
2003.497,14.513
2003.500,14.463
2003.503,14.538
2003.506,14.538
2003.508,14.575
2003.511,14.513
2003.514,14.563
2003.517,14.713
2003.519,14.988
2003.522,14.888
2003.525,14.588
2003.528,14.325
2003.531,14.225
2003.533,15.425
2003.536,15.888
2003.539,15.875
2003.542,15.500
2003.544,15.388
2003.547,15.038
2003.550,15.813
2003.553,15.875
2003.556,16.050
2003.558,16.125
2003.561,16.013
2003.564,15.450
2003.567,15.325
2003.569,15.588
2003.572,15.713
2003.575,15.620
2003.578,15.438
2003.581,15.838
2003.583,15.700
2003.583,15.413
2003.586,15.313
2003.589,15.613
2003.592,16.088
2003.594,16.250
2003.597,16.550
2003.600,16.988
2003.603,17.163
2003.606,17.100
2003.608,17.475
2003.611,17.513
2003.614,17.388
2003.617,17.025
2003.619,
2003.622,
2003.625,
2003.628,
2003.631,
2003.633,
2003.636,
2003.639,
2003.642,
2003.644,
2003.647,
2003.650,16.000
2003.653,16.050
2003.656,16.225
2003.658,15.950
2003.661,15.638
2003.664,15.775
2003.667,15.513
2003.667,15.550
2003.669,15.750
2003.672,16.025
2003.675,16.100
2003.678,15.788
2003.681,15.725
2003.683,15.600
2003.686,15.375
2003.689,14.875
2003.692,14.925
2003.694,14.900
2003.697,14.913
2003.700,14.838
2003.703,14.963
2003.706,15.288
2003.708,15.400
2003.711,15.313
2003.714,15.250
2003.717,15.338
2003.719,15.300
2003.722,15.175
2003.725,15.138
2003.728,14.875
2003.731,14.800
2003.733,14.725
2003.736,14.650
2003.739,14.663
2003.742,14.663
2003.744,14.600
2003.747,14.563
2003.750,14.550
2003.753,14.613
2003.756,14.550
2003.758,14.500
2003.761,14.350
2003.764,14.238
2003.767,14.200
2003.769,14.200
2003.772,14.200
2003.775,14.200
2003.778,14.225
2003.781,14.200
2003.783,14.200
2003.786,14.200
2003.789,14.200
2003.792,14.200
2003.794,14.163
2003.797,14.100
2003.800,14.000
2003.803,13.888
2003.806,13.813
2003.808,13.800
2003.811,13.750
2003.814,13.675
2003.817,13.600
2003.819,13.600
2003.822,13.533
2003.825,13.400
2003.828,13.388
2003.831,13.300
2003.833,13.300
2003.833,13.163
2003.836,13.100
2003.839,13.050
2003.842,12.988
2003.844,12.975
2003.847,13.013
2003.850,13.250
2003.853,13.025
2003.856,12.875
2003.858,12.950
2003.861,12.988
2003.864,12.750
2003.867,12.713
2003.869,12.788
2003.872,12.600
2003.875,12.600
2003.878,12.625
2003.881,12.700
2003.883,12.738
2003.886,12.713
2003.889,12.313
2003.892,11.988
2003.894,12.138
2003.897,12.013
2003.900,12.100
2003.903,12.113
2003.906,11.975
2003.908,12.013
2003.911,12.075
2003.914,11.925
2003.917,11.888
2003.919,11.950
2003.922,11.950
2003.925,11.900
2003.928,11.875
2003.931,11.813
2003.933,11.813
2003.936,11.817
2003.939,11.738
2003.942,11.575
2003.944,11.500
2003.947,11.650
2003.950,11.675
2003.953,11.450
2003.956,11.475
2003.958,11.463
2003.961,11.550
2003.964,11.575
2003.967,11.500
2003.969,11.400
2003.972,11.313
2003.975,11.113
2003.978,11.125
2003.981,11.125
2003.983,11.050
2003.986,11.050
2003.989,10.963
2003.992,10.875
2003.994,10.763
2003.997,10.725
2004.000,10.850
2004.000,10.750
2004.003,10.500
2004.006,10.488
2004.008,10.488
2004.011,10.500
2004.014,10.463
2004.017,10.400
2004.019,10.313
2004.022,10.288
2004.025,10.138
2004.028,9.988
2004.031,9.800
2004.033,9.813
2004.036,9.775
2004.039,9.738
2004.042,9.700
2004.044,9.800
2004.047,9.800
2004.050,9.713
2004.053,9.600
2004.056,9.600
2004.058,9.600
2004.061,9.600
2004.064,9.463
2004.067,9.300
2004.069,9.350
2004.072,9.338
2004.075,9.313
2004.078,9.225
2004.081,9.213
2004.083,9.150
2004.083,9.100
2004.086,9.438
2004.089,9.588
2004.092,8.975
2004.094,8.813
2004.097,8.775
2004.100,8.688
2004.103,8.700
2004.106,8.650
2004.108,8.725
2004.111,8.763
2004.114,8.750
2004.117,8.750
2004.119,8.700
2004.122,8.763
2004.125,8.663
2004.128,8.625
2004.131,8.675
2004.133,8.650
2004.136,8.638
2004.139,8.638
2004.142,8.650
2004.144,8.640
2004.147,8.638
2004.150,8.588
2004.153,8.550
2004.156,8.563
2004.158,8.513
2004.161,8.525
2004.167,8.513
2004.169,8.500
2004.172,8.500
2004.175,8.500
2004.178,8.563
2004.181,8.500
2004.183,8.288
2004.186,8.225
2004.189,8.138
2004.192,8.175
2004.194,8.313
2004.197,8.288
2004.200,8.300
2004.203,8.425
2004.206,8.425
2004.208,8.350
2004.211,8.363
2004.214,8.263
2004.217,8.225
2004.219,8.200
2004.222,8.125
2004.225,8.100
2004.228,8.038
2004.231,8.050
2004.233,8.088
2004.236,8.175
2004.239,8.275
2004.242,8.363
2004.244,8.625
2004.247,8.500
2004.250,8.300
2004.250,8.438
2004.253,8.500
2004.256,8.500
2004.258,8.475
2004.261,8.425
2004.264,8.350
2004.267,8.463
2004.269,8.500
2004.272,8.538
2004.275,8.525
2004.278,8.663
2004.281,8.788
2004.283,8.663
2004.286,8.450
2004.289,8.500
2004.292,8.640
2004.294,8.550
2004.297,8.425
2004.300,8.500
2004.303,8.500
2004.306,8.550
2004.308,8.738
2004.311,8.763
2004.314,8.788
2004.317,9.050
2004.319,9.725
2004.322,9.450
2004.325,9.525
2004.328,9.300
2004.331,9.150
2004.333,9.238
2004.336,9.725
2004.339,9.788
2004.342,9.625
2004.344,9.475
2004.347,9.638
2004.350,10.013
2004.353,10.113
2004.356,10.275
2004.358,10.700
2004.361,10.638
2004.364,10.600
2004.367,10.950
2004.369,11.063
2004.372,11.350
2004.375,12.038
2004.378,12.200
2004.381,12.363
2004.383,12.363
2004.386,12.575
2004.389,12.200
2004.392,11.988
2004.394,12.400
2004.397,13.025
2004.400,13.025
2004.403,13.100
2004.406,13.013
2004.408,12.538
2004.411,12.338
2004.414,12.713
2004.417,12.960
2004.417,13.513
2004.419,13.588
2004.422,13.450
2004.425,13.775
2004.428,14.150
2004.431,14.275
2004.433,14.600
2004.436,14.650
2004.439,14.788
2004.442,14.325
2004.444,14.225
2004.447,14.075
2004.450,14.038
2004.453,14.313
2004.456,14.088
2004.458,13.788
2004.461,13.350
2004.464,13.088
2004.467,12.913
2004.469,13.138
2004.472,13.488
2004.475,13.263
2004.478,13.063
2004.481,12.238
2004.483,12.538
2004.486,12.575
2004.489,12.725
2004.492,12.780
2004.494,12.738
2004.497,12.388
2004.500,12.400
2004.503,12.625
2004.506,12.850
2004.508,13.213
2004.511,13.463
2004.514,14.000
2004.517,13.913
2004.519,13.125
2004.522,13.350
2004.525,13.450
2004.528,13.500
2004.531,13.750
2004.533,14.050
2004.536,14.038
2004.539,13.988
2004.542,13.738
2004.544,13.863
2004.547,14.138
2004.550,14.313
2004.553,14.200
2004.556,14.013
2004.558,14.100
2004.561,14.425
2004.564,14.475
2004.567,14.363
2004.569,14.413
2004.572,14.725
2004.575,15.038
2004.578,14.675
2004.581,15.100
2004.583,15.663
2004.583,16.063
2004.586,16.000
2004.589,16.075
2004.592,15.775
2004.594,15.788
2004.597,16.150
2004.600,16.263
2004.603,16.025
2004.606,15.888
2004.608,16.313
2004.611,16.538
2004.614,16.638
2004.617,16.900
2004.619,17.025
2004.622,16.588
2004.625,16.825
2004.628,17.063
2004.631,16.813
2004.633,16.788
2004.636,16.013
2004.639,14.900
2004.642,14.525
2004.644,15.350
2004.647,15.575
2004.650,15.050
2004.653,15.025
2004.656,15.138
2004.658,15.288
2004.661,14.938
2004.664,14.913
2004.667,15.125
2004.667,15.138
2004.669,15.125
2004.672,14.975
2004.675,15.125
2004.678,15.513
2004.681,15.400
2004.683,15.463
2004.686,15.413
2004.689,15.550
2004.692,15.600
2004.694,15.275
2004.697,15.000
2004.700,14.663
2004.703,14.500
2004.706,14.550
2004.708,14.500
2004.711,14.500
2004.714,14.475
2004.717,14.450
2004.719,14.288
2004.722,14.200
2004.725,14.200
2004.728,14.200
2004.731,14.200
2004.733,14.225
2004.736,14.263
2004.739,14.388
2004.742,14.500
2004.744,14.450
2004.747,14.450
2004.750,14.350
2004.753,14.200
2004.756,14.150
2004.758,14.025
2004.761,13.988
2004.764,13.950
2004.767,13.938
2004.769,13.863
2004.772,13.800
2004.775,13.800
2004.778,13.800
2004.781,13.800
2004.783,13.825
2004.786,13.800
2004.789,13.800
2004.792,13.725
2004.794,13.800
2004.797,13.963
2004.800,13.838
2004.803,13.800
2004.806,13.738
2004.808,13.638
2004.811,13.513
2004.814,13.388
2004.817,13.600
2004.819,13.675
2004.822,13.613
2004.825,13.300
2004.828,13.613
2004.831,13.488
2004.833,13.225
2004.833,13.188
2004.836,13.163
2004.839,13.075
2004.842,13.150
2004.844,13.300
2004.847,13.263
2004.850,13.025
2004.853,13.200
2004.856,13.213
2004.858,13.263
2004.861,13.163
2004.864,12.938
2004.867,13.025
2004.869,13.000
2004.872,13.038
2004.875,13.025
2004.878,12.888
2004.881,12.638
2004.883,12.663
2004.886,12.688
2004.889,12.600
2004.892,12.463
2004.894,12.675
2004.897,12.600
2004.900,12.575
2004.903,12.500
2004.906,12.600
2004.908,12.500
2004.911,12.538
2004.914,12.425
2004.917,12.575
2004.919,12.475
2004.922,12.313
2004.925,12.100
2004.928,12.213
2004.931,12.100
2004.933,12.013
2004.936,12.013
2004.939,12.050
2004.942,12.050
2004.944,12.013
2004.947,12.038
2004.950,12.075
2004.953,12.038
2004.956,11.888
2004.958,11.738
2004.961,11.413
2004.964,11.600
2004.967,11.463
2004.969,11.288
2004.972,11.263
2004.975,11.238
2004.978,11.263
2004.981,11.038
2004.983,10.688
2004.986,10.563
2004.989,10.600
2004.992,10.613
2004.994,10.613
2004.997,10.700
2005.000,10.675
2005.000,10.563
2005.003,10.425
2005.006,10.400
2005.008,10.338
2005.011,10.213
2005.014,10.163
2005.017,10.125
2005.019,10.075
2005.022,10.038
2005.025,10.075
2005.028,10.000
2005.031,9.900
2005.033,9.888
2005.036,9.900
2005.039,9.888
2005.042,9.825
2005.044,9.800
2005.047,9.625
2005.050,9.600
2005.053,9.600
2005.056,9.600
2005.058,9.513
2005.061,9.400
2005.064,9.350
2005.067,9.288
2005.069,9.175
2005.072,9.175
2005.075,9.175
2005.078,9.138
2005.081,9.125
2005.083,9.100
2005.083,9.075
2005.086,9.050
2005.089,9.025
2005.092,9.025
2005.094,9.000
2005.097,9.000
2005.100,8.988
2005.103,8.950
2005.106,8.875
2005.108,8.825
2005.111,8.763
2005.114,8.763
2005.117,8.700
2005.119,8.688
2005.122,8.650
2005.125,8.625
2005.128,8.613
2005.131,8.600
2005.133,8.600
2005.136,8.500
2005.139,8.500
2005.142,8.500
2005.144,8.500
2005.147,8.500
2005.150,8.500
2005.153,8.500
