1955.62500,16.56,32.143,,,,
1955.70833,16.43,32.045,,,,
1955.79167,13.36,32.517,,,,
1955.87500,9.08,31.493,,,,
1955.95833,6.66,31.387,,,,
1956.04167,4.77,31.525,,,,
1956.12500,1.53,31.696,,,,
1956.20833,2.08,31.631,,,,
1956.29167,4.61,30.469,,,,
1956.37500,9.10,30.956,,,,
1956.45833,12.38,30.973,,,,
1956.54167,14.48,30.851,,,,
1956.62500,14.94,30.851,,,,
1956.70833,14.56,30.997,,,,
1956.79167,12.56,31.452,,,,
1956.87500,8.97,31.509,,,,
1956.95833,6.47,31.777,,,,
1957.04167,4.73,32.045,,,,
1957.12500,4.64,32.094,,,,
1957.20833,5.34,32.387,,,,
1957.29167,7.49,30.875,,,,
1957.37500,9.35,31.095,,,,
1957.45833,12.76,31.558,,,,
1957.54167,15.70,32.175,,,,
1957.62500,16.36,32.240,,,,
1957.70833,14.34,31.501,,,,
1957.79167,12.01,30.867,,,,
1957.87500,9.68,31.923,,,,
1957.95833,6.29,32.184,,,,
1958.04167,4.12,32.419,,,,
1958.12500,3.42,31.525,,,,
1958.20833,2.87,31.013,,,,
1958.29167,4.50,31.566,,,,
1958.37500,8.66,31.371,,,,
1958.45833,11.60,31.777,,,,
1958.54167,15.00,31.736,,,,
1958.62500,16.24,31.476,,,,
1958.70833,16.41,32.281,,,,
1958.79167,13.47,31.948,,,,
1958.87500,10.84,32.419,,,,
1958.95833,7.56,32.224,,,,
1959.04167,4.67,31.566,,,,
1959.12500,3.40,31.590,,,,
1959.20833,4.31,32.330,,,,
1959.29167,6.95,32.419,,,,
1959.37500,10.23,31.980,,,,
1959.45833,13.55,32.021,,,,
1959.54167,16.58,32.338,,,,
1959.62500,17.91,32.273,,,,
1959.70833,16.82,32.053,,,,
1959.79167,13.66,32.606,,,,
1959.87500,9.56,33.224,,,,
1959.95833,6.81,34.256,,,,
1960.04167,4.31,33.696,,,,
1960.12500,3.19,33.658,,,,
1960.20833,3.84,33.530,,,,
1960.29167,5.61,33.627,,,,
1960.37500,9.11,32.251,,,,
1960.45833,12.99,32.127,,,,
1960.54167,14.99,32.550,,,,
1960.62500,16.85,32.191,,,,
1960.70833,16.51,31.936,,,,
1960.79167,14.19,33.355,,,,
1960.87500,11.21,33.468,,,,
1960.95833,7.40,32.210,,,,
1961.04167,5.74,32.873,,,,
1961.12500,4.22,32.723,,,,
1961.20833,5.19,31.215,,,,
1961.29167,7.25,29.166,,,,
1961.37500,10.34,30.194,,,,
1961.45833,13.68,28.765,,,,
1961.54167,15.73,29.295,,,,
1961.62500,16.27,30.098,,,,
1961.70833,16.48,30.583,,,,
1961.79167,15.10,32.736,,,,
1961.87500,10.76,32.829,,,,
1961.95833,7.14,33.336,,,,
1962.04167,4.62,32.706,,,,
1962.12500,3.48,30.676,,,,
1962.20833,2.82,30.670,,,,
1962.29167,5.09,31.141,,,,
1962.37500,8.25,30.356,,,,
1962.45833,12.06,30.251,,,,
1962.54167,14.52,30.379,,,,
1962.62500,15.32,30.964,,,,
1962.70833,14.85,31.368,,,,
1962.79167,13.92,32.370,,,,
1962.87500,10.14,33.522,,,,
1962.95833,7.03,33.541,,,,
1963.04167,1.39,33.468,,,,
1963.12500,-0.66,32.954,,,,
1963.20833,0.44,33.215,,,,
1963.29167,3.00,32.441,,,,
1963.37500,6.60,32.785,,,,
1963.45833,11.64,32.015,,,,
1963.54167,14.43,32.298,,,,
1963.62500,16.39,32.225,,,,
1963.70833,15.98,32.912,,,,
1963.79167,12.73,32.077,,,,
1963.87500,10.43,33.060,,,,
1963.95833,7.23,32.834,,,,
1964.04167,4.65,33.499,,,,
1964.12500,3.22,32.407,,,,
1964.20833,2.54,32.883,,,,
1964.29167,4.32,32.965,,,,
1964.37500,8.42,32.589,,,,
1964.45833,12.01,32.741,,,,
1964.54167,14.96,32.643,,,,
1964.62500,16.41,32.228,,,,
1964.70833,15.55,32.128,,,,
1964.79167,13.15,32.923,,,,
1964.87500,10.14,32.993,,,,
1964.95833,7.46,32.826,,,,
1965.00000,5.42,33.445,,,,
1965.00000,3.46,31.647,,,,
1965.00000,3.02,31.257,,,,
1965.00000,5.51,31.011,,,,
1965.00000,8.57,30.839,,,,
1965.00000,11.63,30.533,,,,
1965.00000,15.00,29.780,,,,
1965.00000,16.14,30.381,,,,
1965.00000,15.37,31.924,,,,
1965.00000,14.09,32.471,,,,
1965.00000,9.71,32.614,,,,
1965.00000,5.86,32.945,,,,
1965.00000,3.41,32.005,,,,
1965.00000,2.60,33.866,,,,
1965.00000,3.27,31.638,,,,
1965.00000,4.39,30.325,,,,
1965.00000,8.37,31.293,,,,
1965.00000,13.36,31.100,,,,
1965.00000,16.02,30.802,,,,
1965.00000,16.22,31.333,,,,
1965.00000,15.86,30.951,,,,
1965.00000,14.15,31.148,,,,
1965.00000,11.48,33.160,,,,
1965.00000,6.93,32.200,,,,
1966.04167,4.34,30.317,,,,
1966.12500,4.42,31.660,,,,
1966.20833,5.05,30.162,,,,
1966.29167,6.74,29.490,,,,
1966.37500,9.53,30.502,,,,
1966.45833,13.30,30.135,,,,
1966.54167,16.35,29.555,,,,
1966.62500,16.98,31.573,,,,
1966.70833,16.48,32.342,,,,
1966.79167,14.34,32.804,,,,
1966.87500,10.36,33.779,,,,
1966.95833,6.62,32.234,,,,
1968.04167,3.46,31.687,,,,
1968.12500,3.04,31.531,,,,
1968.20833,3.29,31.377,,,,
1968.29167,6.01,31.005,,,,
1968.37500,8.73,31.854,,,,
1968.45833,12.69,31.425,,,,
1968.54167,15.65,31.568,,,,
1968.62500,16.74,31.739,,,,
1968.70833,16.37,31.986,,,,
1968.79167,14.15,32.363,,,,
1968.87500,10.95,32.756,,,,
1968.95833,7.17,33.168,,,,
1969.04167,4.67,32.902,,,,
1969.12500,2.78,32.037,,,,
1969.20833,2.02,32.497,,,,
1969.29167,4.04,30.807,,,,
1969.37500,7.25,31.713,,,,
1969.45833,12.21,30.339,,,,
1969.54167,15.53,30.679,,,,
1969.62500,16.88,31.767,,,,
1969.70833,16.48,31.847,,,,
1969.79167,14.16,31.826,,,,
1969.87500,10.27,31.731,,,,
1969.95833,6.15,32.982,,,,
1970.04167,2.80,34.255,,,,
1970.12500,1.08,33.717,,,,
1970.20833,1.23,31.843,,,,
1970.29167,3.94,29.261,,,,
1970.37500,9.23,28.859,,,,
1970.45833,13.85,28.643,,,,
1970.54167,15.13,30.747,,,,
1970.62500,17.00,30.927,,,,
1970.70833,15.84,31.615,,,,
1970.79167,13.57,31.362,,,,
1970.87500,10.19,31.773,,,,
1970.95833,6.81,32.536,,,,
1971.04167,4.87,33.552,,,,
1971.12500,4.41,33.277,,,,
1971.20833,3.21,31.411,,,,
1971.29167,5.13,31.834,,,,
1971.37500,8.49,31.289,,,,
1971.45833,11.26,32.139,,,,
1971.54167,15.42,31.384,,,,
1971.62500,16.49,32.504,,,,
1971.70833,15.99,32.439,,,,
1971.79167,14.03,32.424,,,,
1971.87500,10.42,32.467,,,,
1971.95833,7.57,32.574,,,,
1972.04167,4.63,33.517,,,,
1972.12500,2.66,33.976,,,,
1972.20833,3.25,34.001,,,,
1972.29167,5.25,32.798,,,,
1972.37500,8.48,32.095,,,,
1972.45833,12.27,32.791,,,,
1972.54167,15.73,32.010,,,,
1972.62500,16.80,32.713,,,,
1972.70833,15.65,31.965,,,,
1972.79167,12.93,32.429,,,,
1972.87500,10.36,32.648,,,,
1972.95833,7.48,33.579,,,,
1973.04167,5.56,33.461,,,,
1973.12500,4.82,33.169,,,,
1973.20833,4.80,31.645,,,,
1973.29167,6.17,31.060,,,,
1973.37500,9.37,30.585,,,,
1973.45833,13.02,31.833,,,,
1973.54167,15.93,32.844,,,,
1973.62500,17.41,32.687,,,,
1973.70833,16.82,32.473,,,,
1973.79167,14.02,32.964,,,,
1973.87500,9.04,32.106,,,,
1973.95833,4.72,31.712,,,,
1974.04167,4.38,32.863,,,,
1974.12500,4.65,32.900,,,,
1974.20833,4.92,33.321,,,,
1974.29167,7.06,32.472,,,,
1974.37500,8.89,32.844,,,,
1974.45833,12.97,32.234,,,,
1974.54167,15.13,32.281,,,,
1974.62500,17.02,31.124,,,,
1974.70833,16.09,33.289,,,,
1974.79167,12.72,33.023,,,,
1974.87500,9.22,32.907,,,,
1974.95833,6.78,31.532,,,,
1975.04167,6.32,30.691,,,,
1975.12500,5.53,32.913,,,,
1975.20833,5.11,32.865,,,,
1975.29167,5.70,32.488,,,,
1975.37500,9.04,30.236,,,,
1975.45833,12.49,30.170,,,,
1975.54167,15.82,31.176,,,,
1975.62500,18.27,31.222,,,,
1975.70833,17.30,32.029,,,,
1975.79167,13.81,32.474,,,,
1975.87500,10.69,32.935,,,,
1975.95833,7.57,32.651,,,,
1976.04167,5.15,31.153,,,,
1976.12500,3.37,31.998,,,,
1976.20833,3.06,31.940,,,,
1976.29167,5.16,31.579,,,,
1976.37500,8.54,31.529,,,,
1976.45833,12.71,31.815,,,,
1976.54167,16.90,31.737,,,,
1976.62500,17.15,32.207,,,,
1976.70833,15.31,32.620,,,,
1976.79167,13.73,33.289,,,,
1976.87500,10.79,33.668,,,,
1976.95833,6.95,33.185,,,,
1977.04167,4.24,33.619,,,,
1977.12500,3.54,33.709,,,,
1977.20833,4.27,32.526,,,,
1977.29167,5.75,32.141,,,,
1977.37500,9.09,31.745,,,,
1977.45833,12.30,32.545,,,,
1977.54167,15.67,32.172,,,,
1977.62500,16.49,32.362,,,,
1977.70833,15.81,32.305,,,,
1977.79167,13.43,32.561,,,,
1977.87500,10.59,32.639,,,,
1977.95833,7.14,32.957,,,,
1978.04167,5.04,33.191,,,,
1978.12500,3.51,33.820,,,,
1978.20833,3.95,33.559,,,,
1978.29167,5.22,31.938,,,,
1978.37500,8.77,32.030,,,,
1978.45833,12.80,31.908,,,,
1978.54167,14.11,32.133,,,,
1978.62500,16.17,31.655,,,,
1978.70833,14.48,31.524,,,,
1978.79167,12.97,31.249,,,,
1978.87500,12.12,31.393,,,,
1978.95833,7.25,32.700,,,,
1979.04167,2.53,33.711,,,,
1979.12500,0.70,33.662,,,,
1979.20833,1.14,33.581,,,,
1979.29167,3.01,32.004,,,,
1979.37500,6.71,31.063,,,,
1979.45833,11.76,31.854,,,,
1979.54167,14.73,30.205,,,,
1979.62500,16.00,30.994,,,,
1979.70833,15.65,30.846,,,,
1979.79167,13.12,32.487,,,,
1979.87500,9.56,33.290,,,,
1979.95833,7.75,32.881,,,,
1980.04167,4.86,33.553,,,,
1980.12500,3.44,33.621,,,,
1980.20833,3.33,32.462,,,,
1980.29167,5.25,31.018,,,,
1980.37500,8.97,29.064,,,,
1980.45833,12.32,31.148,,,,
1980.54167,14.56,31.222,,,,
1980.62500,16.71,30.696,,,,
1980.70833,16.11,30.601,,,,
1980.79167,13.41,31.215,,,,
1980.87500,9.40,32.529,,,,
1980.95833,6.44,32.313,,,,
1981.04167,3.80,31.199,,,,
1981.12500,3.09,30.104,,,,
1981.20833,3.82,32.867,,,,
1981.29167,5.96,30.687,,,,
1981.37500,8.54,30.660,,,,
1981.45833,12.25,31.273,,,,
1981.54167,15.24,30.229,,,,
1981.62500,16.64,29.172,,,,
1981.70833,16.09,30.282,,,,
1981.79167,13.13,31.964,,,,
1981.87500,9.12,30.596,,,,
1981.95833,5.02,30.010,,,,
1982.04167,3.01,32.127,,,,
1982.12500,2.27,32.028,,,,
1982.20833,3.10,32.213,,,,
1982.29167,5.70,29.086,,,,
1982.37500,8.11,29.609,,,,
1982.45833,12.50,30.131,,,,
1982.54167,15.81,30.634,,,,
1982.62500,17.18,31.420,,,,
1982.70833,16.51,32.010,,,,
1982.79167,14.81,32.700,,,,
1982.87500,11.57,33.191,,,,
1982.95833,7.70,32.886,,,,
1983.04167,5.54,31.175,,,,
1983.12500,3.92,30.796,,,,
1983.20833,4.49,31.793,,,,
1983.29167,6.04,30.873,,,,
1983.37500,8.65,31.471,,,,
1983.45833,12.76,30.204,,,,
1983.54167,16.13,30.086,,,,
1983.62500,17.41,30.434,,,,
1983.70833,15.70,31.268,,,,
1983.79167,13.39,32.031,,,,
1983.87500,10.12,31.922,,,,
1983.95833,7.00,32.444,,,,
1984.04167,4.79,32.222,,,,
1984.12500,3.66,33.637,,,,
1984.20833,3.15,33.735,,,,
1984.29167,5.01,32.343,,,,
1984.37500,8.44,31.817,,,,
1984.45833,11.77,31.220,,,,
1984.54167,14.08,30.901,,,,
1984.62500,16.52,30.264,,,,
1984.70833,15.43,31.448,,,,
1984.79167,13.71,31.822,,,,
1984.87500,10.68,32.383,,,,
1984.95833,7.66,32.912,,,,
1985.04167,3.22,32.771,,,,
1985.12500,1.34,32.151,,,,
1985.20833,2.06,32.945,,,,
1985.29167,3.81,32.441,,,,
1985.37500,8.51,30.106,,,,
1985.45833,12.04,31.211,,,,
1985.54167,14.90,31.543,,,,
1985.62500,16.35,32.247,,,,
1985.70833,15.24,31.291,,,,
1985.79167,13.97,31.938,,,,
1985.87500,9.14,31.599,,,,
1985.95833,7.14,32.669,,,,
1986.04167,3.84,32.724,,,,
1986.12500,1.34,32.285,,,,
1986.20833,1.20,32.508,,,,
1986.29167,3.38,32.441,,,,
1986.37500,7.18,32.623,,,,
1986.45833,12.36,31.028,,,,
1986.54167,15.60,30.582,,,,
1986.62500,15.92,31.605,,,,
1986.70833,14.34,31.821,,,,
1986.79167,13.31,32.010,,,,
1986.87500,10.31,32.519,,,,
1986.95833,8.05,32.914,,,,
1987.04167,2.48,31.827,,,,
1987.12500,1.70,31.234,,,,
1987.20833,1.58,33.159,,,,
1987.29167,4.13,31.788,,,,
1987.37500,8.06,27.931,,,,
1987.45833,11.09,29.182,,,,
1987.54167,14.44,29.703,,,,
1987.62500,15.47,28.748,,,,
1987.70833,15.55,30.243,,,,
1987.79167,13.36,32.208,,,,
1987.87500,11.02,32.253,,,,
1987.95833,7.99,31.986,,,,
1988.04167,6.71,32.405,,,,
1988.12500,5.44,31.748,,,,
1988.20833,4.32,30.356,,,,
1988.29167,6.31,28.632,,,,
1988.37500,8.98,30.920,,,,
1988.45833,12.75,31.659,,,,
1988.54167,15.32,32.247,,,,
1988.62500,16.78,31.805,,,,
1988.70833,16.04,31.710,,,,
1988.79167,13.29,32.195,,,,
1988.87500,9.77,32.695,,,,
1988.95833,6.91,32.251,,,,
1989.04167,6.11,31.703,,,,
1989.12500,5.71,32.047,,,,
1989.20833,6.02,32.327,,,,
1989.29167,6.91,32.853,,,,
1989.37500,9.87,31.654,,,,
1989.45833,13.90,31.491,,,,
1989.54167,16.00,32.304,,,,
1989.62500,16.50,32.132,,,,
1989.70833,16.55,32.277,,,,
1989.79167,14.22,32.054,,,,
1989.87500,11.41,32.839,,,,
1989.95833,8.16,33.022,,,,
1990.04167,6.38,33.455,,,,
1990.12500,6.15,33.408,,,,
1990.20833,6.52,31.302,,,,
1990.29167,8.25,31.661,,,,
1990.37500,11.59,32.018,,,,
1990.45833,13.67,32.401,,,,
1990.54167,15.70,32.728,,,,
1990.62500,17.35,32.403,,,,
1990.70833,15.95,32.260,,,,
1990.79167,13.28,32.624,,,,
1990.87500,10.58,33.664,,,,
1990.95833,7.38,33.413,,,,
1991.04167,5.14,33.739,,,,
1991.12500,3.04,33.936,,,,
1991.20833,3.83,34.069,,,,
1991.29167,5.98,32.956,,,,
1991.37500,8.29,32.126,,,,
1991.45833,11.28,32.108,,,,
1991.54167,15.61,31.593,,,,
1991.62500,17.54,32.245,,,,
1991.70833,17.03,32.328,,,,
1991.79167,13.76,32.717,,,,
1991.87500,9.64,33.591,,,,
1991.95833,7.08,33.817,,,,
1992.04167,5.14,32.626,,,,
1992.12500,4.67,32.479,,,,
1992.20833,5.15,31.939,,,,
1992.29167,6.71,31.254,,,,
1992.37500,9.98,31.924,,,,
1992.45833,13.71,32.997,,,,
1992.54167,16.33,33.188,,,,
1992.62500,17.50,33.526,,,,
1992.70833,16.17,33.568,,,,
1992.79167,12.97,33.567,,,,
1992.87500,9.56,33.467,,,,
1992.95833,7.36,33.543,,,,
1993.04167,4.90,32.753,,,,
1993.12500,4.10,31.612,,,,
1993.20833,4.25,31.688,,,,
1993.29167,6.22,33.192,,,,
1993.37500,9.78,32.746,,,,
1993.45833,12.90,33.076,,,,
1993.54167,15.25,32.389,,,,
1993.62500,16.29,32.358,,,,
1993.70833,15.29,32.188,,,,
1993.79167,12.70,31.404,,,,
1993.87500,9.16,33.613,,,,
1993.95833,5.83,33.256,,,,
1994.04167,4.86,32.591,,,,
1994.12500,3.58,31.993,,,,
1994.20833,4.16,32.152,,,,
1994.29167,6.42,31.216,,,,
1994.37500,9.48,31.583,,,,
1994.45833,13.01,31.562,,,,
1994.54167,16.80,31.328,,,,
1994.62500,18.13,32.125,,,,
1994.70833,16.29,32.286,,,,
1994.79167,13.17,32.480,,,,
1994.87500,10.57,33.129,,,,
1994.95833,8.62,32.882,,,,
1995.04167,5.16,31.925,,,,
1995.12500,5.13,31.500,,,,
1995.20833,5.49,30.974,,,,
1995.29167,6.98,28.893,,,,
1995.37500,9.73,30.026,,,,
1995.45833,13.26,31.318,,,,
1995.54167,16.53,31.152,,,,
1995.62500,18.48,31.263,,,,
1995.70833,17.13,32.269,,,,
1995.79167,15.09,32.185,,,,
1995.87500,11.26,31.979,,,,
1995.95833,7.27,32.793,,,,
1996.04167,4.24,33.453,,,,
1996.12500,0.72,33.315,,,,
1996.20833,0.81,32.851,,,,
1996.29167,3.63,31.431,,,,
1996.37500,7.21,31.169,,,,
1996.45833,11.29,30.917,,,,
1996.54167,14.33,31.056,,,,
1996.62500,16.63,31.569,,,,
1996.70833,15.83,32.384,,,,
1996.79167,13.93,33.284,,,,
1996.87500,10.51,33.025,,,,
1996.95833,7.01,33.331,,,,
1997.04167,3.15,33.344,,,,
1997.12500,3.31,33.498,,,,
1997.20833,3.93,32.678,,,,
1997.29167,6.11,30.757,,,,
1997.37500,8.66,31.446,,,,
1997.45833,12.64,31.320,,,,
1997.54167,15.94,31.975,,,,
1997.62500,18.70,32.312,,,,
1997.70833,17.40,32.715,,,,
1997.79167,13.68,31.944,,,,
1997.87500,10.16,33.353,,,,
1997.95833,6.92,33.440,,,,
1998.04167,5.41,33.343,,,,
1998.12500,4.86,33.000,,,,
1998.20833,5.42,32.061,,,,
1998.29167,7.46,33.299,,,,
1998.37500,10.80,32.456,,,,
1998.45833,13.74,32.774,,,,
1998.54167,15.98,32.141,,,,
1998.62500,16.97,31.944,,,,
1998.70833,15.94,32.703,,,,
1998.79167,12.77,33.578,,,,
1998.87500,8.78,32.341,,,,
1998.95833,6.11,33.162,,,,
1999.04167,5.37,32.940,,,,
1999.12500,4.27,30.799,,,,
1999.20833,5.07,32.235,,,,
1999.29167,7.46,31.666,,,,
1999.37500,10.02,31.661,,,,
1999.45833,13.47,32.394,,,,
1999.54167,16.75,32.231,,,,
1999.62500,17.80,32.294,,,,
1999.70833,17.93,32.948,,,,
1999.79167,14.69,33.184,,,,
1999.87500,11.48,33.582,,,,
1999.95833,7.01,32.834,,,,
2000.04167,5.36,32.720,,,,
2000.12500,4.93,31.081,,,,
2000.20833,5.52,28.820,,,,
2000.29167,6.91,30.707,,,,
2000.37500,10.05,32.751,,,,
2000.45833,13.62,32.546,,,,
2000.54167,15.20,33.742,,,,
2000.62500,16.78,31.600,,,,
2000.70833,16.25,32.627,,,,
2000.79167,14.67,33.501,,,,
2000.87500,10.37,32.841,,,,
2000.95833,8.51,32.889,,,,
2001.04167,6.06,30.676,,,,
2001.12500,4.73,29.790,,,,
2001.20833,4.00,31.360,,,,
2001.29167,5.45,31.954,,,,
2001.37500,9.62,31.991,,,,
2001.45833,13.07,32.069,,,,
2001.54167,16.08,32.168,,,,
2001.62500,17.77,31.845,,,,
2001.70833,16.52,31.286,,,,
2001.79167,14.95,32.474,,,,
2001.87500,11.17,31.498,,,,
2001.95833,8.55,31.963,,,,
2002.04167,5.23,32.034,,,,
2002.12500,5.58,31.162,,,,
2002.20833,5.99,30.766,,,,
2002.29167,7.51,32.005,,,,
2002.37500,9.98,32.683,,,,
2002.45833,13.63,32.403,,,,
2002.54167,16.34,32.114,,,,
2002.62500,18.70,32.201,,,,
2002.70833,18.01,31.361,,,,
2002.79167,13.95,32.444,,,,
2002.87500,10.17,31.641,,,,
2002.95833,7.03,32.737,,,,
2003.04167,4.59,33.361,,,,
2003.12500,3.39,32.530,,,,
2003.20833,4.75,32.773,,,,
2003.29167,6.29,30.502,,,,
2003.37500,9.36,32.944,,,,
2003.45833,14.42,31.481,,,,
2003.54167,17.57,31.678,,,,
2003.62500,18.93,32.342,,,,
2003.70833,17.73,32.250,,,,
2003.79167,13.71,32.087,,,,
2003.87500,10.76,33.204,,,,
2003.95833,8.14,33.208,,,,
2004.04167,5.18,32.218,,,,
2004.12500,4.74,31.411,,,,
2004.20833,4.74,31.949,,,,
2004.29167,7.04,32.598,,,,
2004.37500,9.58,32.691,,,,
2004.45833,13.46,31.687,,,,
2004.54167,15.85,31.535,,,,
2004.62500,18.14,32.323,,,,
2004.70833,16.56,32.892,,,,
2004.79167,13.60,33.189,,,,
2004.87500,10.91,33.032,,,,
2004.95833,8.29,32.932,,,,
2005.04167,5.59,31.690,,,,
2005.12500,4.03,31.104,,,,
2005.20833,3.65,32.068,,,,
2005.29167,6.10,33.309,,,,
2005.37500,9.50,32.322,,,,
2005.45833,13.40,31.479,,,,
2005.54167,16.70,31.809,,,,
2005.62500,17.15,31.683,,,,
2005.70833,17.07,32.026,,,,
2005.79167,15.18,33.187,,,,
2005.87500,12.66,33.567,,,,
2005.95833,8.30,32.877,,,,
2006.04167,5.62,33.604,,,,
2006.12500,3.94,33.058,,,,
2006.20833,3.14,33.442,,,,
2006.29167,4.78,33.125,,,,
2006.37500,9.08,32.640,,,,
2006.45833,13.60,31.029,,,,
2006.54167,17.46,31.763,,,,
2006.62500,18.43,32.337,,,,
2006.70833,17.97,32.436,,,,
2006.79167,16.30,33.074,,,,
2006.87500,11.88,32.598,,,,
2006.95833,9.46,33.029,,,,
2007.04167,7.52,31.789,,,,
2007.12500,6.17,32.324,,,,
2007.20833,6.69,32.365,,,,
2007.29167,9.03,30.763,,,,
2007.37500,11.63,31.590,,,,
2007.45833,14.81,32.533,,,,
2007.54167,17.06,32.645,,,,
2007.62500,17.85,31.846,,,,
2007.70833,16.27,31.470,,,,
2007.79167,13.99,31.277,,,,
2007.87500,10.19,31.010,,,,
2007.95833,7.63,31.262,,,,
2008.04167,5.90,32.705,,,,
2008.12500,5.25,31.960,,,,
2008.20833,5.52,30.325,,,,
2008.29167,6.98,31.873,,,,
2008.37500,10.24,32.679,,,,
2008.45833,13.58,33.519,,,,
2008.54167,16.86,33.015,,,,
2008.62500,17.95,32.712,,,,
2008.70833,16.90,32.930,,,,
2008.79167,13.94,33.160,,,,
2008.87500,10.64,33.290,,,,
2008.95833,7.85,33.291,,,,
2009.04167,5.08,33.788,,,,
2009.12500,3.84,34.075,,,,
2009.20833,4.19,32.641,,,,
2009.29167,6.84,32.243,,,,
2009.37500,10.07,32.474,,,,
2009.45833,13.43,31.639,,,,
2009.54167,16.47,32.155,,,,
2009.62500,18.31,32.283,,,,
2009.70833,17.02,32.529,,,,
2009.79167,13.53,32.345,,,,
2009.87500,11.19,33.270,,,,
2009.95833,8.36,33.699,,,,
2010.04167,3.88,33.971,,,,
2010.12500,2.01,33.794,,,,
2010.20833,2.56,33.008,,,,
2010.29167,5.84,31.928,,,,
2010.37500,8.71,30.955,,,,
2010.45833,12.82,30.235,,,,
2010.54167,16.72,31.366,,,,
2010.62500,17.66,32.058,,,,
2010.70833,16.08,31.675,,,,
2010.79167,13.62,32.137,,,,
2010.87500,10.56,32.111,,,,
2010.95833,4.84,30.866,,,,
2011.04167,3.38,31.385,,,,
2011.12500,3.02,31.749,,,,
2011.20833,3.91,32.379,,,,
2011.29167,7.49,30.655,,,,
2011.37500,9.90,32.210,,,,
2011.45833,14.04,32.346,,,,
2011.54167,15.88,31.912,,,,
