Station Description:,38a Oceanographic Mooring
2000.897,12.05
2000.900,12.1125
2000.903,12.2
2000.906,12.1875
2000.908,12.0375
2000.911,11.95
2000.914,11.875
2000.917,11.8625
2000.919,11.8125
2000.922,11.8
2000.925,11.8
2000.928,11.7125
2000.931,11.6375
2000.933,11.525
2000.936,11.4875
2000.939,11.55
2000.942,11.5
2000.944,11.4875
2000.947,11.45
2000.950,11.3
2000.953,11.3
2000.956,11.25
2000.958,11.1875
2000.961,11.1
2000.964,11
2000.967,11.025
2000.969,10.9125
2000.972,10.975
2000.975,11.0375
2000.978,11.0125
2000.981,11.1125
2000.983,10.7625
2000.986,10.6375
2000.989,10.675
2000.992,10.7
2000.994,10.6625
2000.997,10.6125
2001.000,10.475
2001.000,10.2875
2001.003,10.1875
2001.006,10.025
2001.008,10.0875
2001.011,10.0625
2001.014,10.1625
2001.017,10.1875
2001.019,10.2
2001.022,10.1875
2001.025,10.1625
2001.028,10.1125
2001.031,9.95
2001.033,9.775
2001.036,9.7
2001.039,9.6375
2001.042,9.55
2001.044,9.5375
2001.047,9.5625
2001.050,9.525
2001.053,9.4875
2001.056,9.5
2001.058,9.425
2001.061,9.2
2001.064,9.2
2001.067,9.2
2001.069,9.1875
2001.072,9.175
2001.075,9.125
2001.078,9.1125
2001.081,9.125
2001.083,9.1
2001.083,9.1
2001.086,9.1
2001.089,9.1
2001.092,9.075
2001.094,8.9625
2001.097,8.7625
2001.100,8.5375
2001.103,8.5
2001.106,8.425
2001.108,8.4
2001.111,8.4
2001.114,8.4
2001.117,8.4
2001.119,8.4
2001.122,8.4
2001.125,8.4
2001.128,8.4
2001.131,8.4
2001.133,8.4
2001.136,8.4
2001.139,8.4
2001.142,8.4
2001.144,8.4
2001.147,8.4
2001.150,8.25
2001.153,8.02
2001.156,7.9875
2001.158,7.95
2001.167,7.9875
2001.169,7.95
2001.172,7.95
2001.175,7.825
2001.178,7.8625
2001.181,7.9375
2001.183,7.8
2001.186,7.825
2001.189,7.8125
2001.192,7.8
2001.194,7.7375
2001.197,7.7375
2001.200,7.7625
2001.203,7.8
2001.206,7.775
2001.208,7.6875
2001.211,7.625
2001.214,7.6
2001.217,7.6
2001.219,7.6
2001.222,7.5375
2001.225,7.55
2001.228,7.575
2001.231,7.525
2001.233,7.4875
2001.236,7.475
2001.239,7.35
2001.242,7.3875
2001.244,7.425
2001.247,7.4625
2001.250,7.55
2001.250,7.6
2001.253,7.5875
2001.256,7.6
2001.258,7.6
2001.261,7.5875
2001.264,7.575
2001.267,7.575
2001.269,7.575
2001.272,7.6
2001.275,7.5875
2001.278,7.6
2001.281,7.575
2001.283,7.5875
2001.286,7.5875
2001.289,7.6
2001.292,7.6
2001.294,7.6
2001.297,7.6
2001.300,7.55
2001.303,7.525
2001.306,7.5375
2001.308,7.5375
2001.311,7.575
2001.314,7.5125
2001.317,7.5
2001.319,7.5375
2001.322,7.5375
2001.325,7.6
2001.328,7.625
2001.331,7.6
2001.333,7.6
2001.336,7.6
2001.339,7.5875
2001.342,7.6
2001.344,7.6
2001.347,7.6
2001.350,7.6
2001.353,7.6
2001.356,7.6
2001.358,7.6
2001.361,7.6
2001.364,7.6
2001.367,7.6
2001.369,7.6
2001.372,7.6
2001.375,7.6
2001.378,7.6
2001.381,7.6
2001.383,7.6
2001.386,7.6
2001.389,7.64
2001.392,7.6875
2001.394,7.6625
2001.397,7.7125
2001.400,7.7375
2001.403,7.875
2001.406,7.9
2001.408,7.9125
2001.411,7.8375
2001.414,7.8
2001.417,7.825
2001.417,7.8
2001.419,7.7625
2001.422,7.75
2001.425,7.8
2001.428,7.8625
2001.431,7.95
2001.433,8.0625
2001.436,8.15
2001.439,8.275
2001.442,8.4
2001.444,8.4125
2001.447,8.4625
2001.450,8.5125
2001.453,8.625
2001.456,8.6125
2001.458,8.5125
2001.461,8.55
2001.464,8.6
2001.467,8.7125
2001.469,8.425
2001.472,8.2375
2001.475,8.3375
2001.478,8.4375
2001.481,8.675
2001.483,8.8714
2001.486,8.7125
2001.489,9.15
2001.492,9.25
2001.494,9.1375
2001.497,9.1125
2001.500,8.7
2001.503,8.5375
2001.506,9.1625
2001.508,9.275
2001.511,8.975
2001.514,8.825
2001.517,8.8375
2001.519,8.9
2001.522,9.0125
2001.525,9.1625
2001.528,9.0375
2001.531,9.1875
2001.533,9.2
2001.536,9.6125
2001.539,9.4
2001.542,9.625
2001.544,10.075
2001.547,10.3375
2001.550,10.6
2001.553,10.62
2001.556,10.45
2001.558,10.2375
2001.561,10.2
2001.564,10.4
2001.567,10.2125
2001.569,10.0875
2001.572,10.5375
2001.575,10.1375
2001.578,10.275
2001.581,10.0125
2001.583,10
2001.583,9.875
2001.586,9.7625
2001.589,10
2001.592,10.075
2001.594,9.95
2001.597,9.9125
2001.600,10.125
2001.603,10.575
2001.606,10.7
2001.608,10.675
2001.611,10.675
2001.614,11.0625
2001.617,11
2001.619,10.4625
2001.622,11.175
2001.625,11.675
2001.628,11.7875
2001.631,11.875
2001.633,11.9875
2001.636,12.0625
2001.639,11.6625
2001.642,11.2625
2001.644,11.275
2001.647,11.4125
2001.650,11.675
2001.653,12.125
2001.656,12.3
2001.658,12.16
2001.661,12.3775
2001.664,12.3638
2001.667,12.5288
2001.667,12.54
2001.669,12.27
2001.672,12.34
2001.675,12.07
2001.678,11.4775
2001.681,11.4888
2001.683,11.9388
2001.686,12.4
2001.689,12.7563
2001.692,12.8275
2001.694,12.875
2001.697,12.7438
2001.700,12.115
2001.703,11.4075
2001.706,11.49
2001.708,11.915
2001.711,12.7313
2001.714,13.1475
2001.717,13.0888
2001.719,12.9113
2001.722,12.65
2001.725,12.7338
2001.728,12.7575
2001.731,12.6488
2001.733,12.9225
2001.736,13.1738
2001.739,13.1838
2001.742,13.1725
2001.744,13.3138
2001.747,13.1363
2001.750,12.8388
2001.753,12.4488
2001.756,12.5525
2001.758,12.6488
2001.761,12.7675
2001.764,12.8175
2001.767,12.8863
2001.769,12.9575
2001.772,12.9825
2001.775,13.02
2001.778,13.0538
2001.781,13.1475
2001.783,13.3038
2001.786,13.4788
2001.789,13.5025
2001.792,13.515
2001.794,13.5525
2001.797,13.6238
2001.800,13.6238
2001.803,13.565
2001.806,13.565
2001.808,13.5525
2001.811,13.54
2001.814,13.515
2001.817,13.515
2001.819,13.4563
2001.822,13.49
2001.825,13.4675
2001.828,13.49
2001.831,13.49
2001.833,13.49
2001.833,13.418
2001.836,13.3375
2001.839,13.3125
2001.842,13.2888
2001.844,13.255
2001.847,13.21
2001.850,13.1488
2001.853,13.0313
2001.856,12.9325
2001.858,12.92
2001.861,12.92
2001.864,12.8725
2001.867,12.4475
2001.869,12.5175
2001.872,12.4838
2001.875,12.5288
2001.878,12.5888
2001.881,12.6125
2001.883,12.5525
2001.886,12.5525
2001.889,12.54
2001.892,12.5175
2001.894,12.5175
2001.897,12.1988
2001.900,12.54
2001.903,12.3875
2001.906,12.1738
2001.908,12.0775
2001.911,12.0438
2001.914,11.8688
2001.917,11.8575
2001.919,12.0575
2001.922,12.07
2001.925,11.8225
2001.928,11.7888
2001.931,11.814
2001.933,11.825
2001.936,11.75
2001.939,11.7
2001.942,11.7
2001.944,11.4625
2001.947,11.35
2001.950,11.3125
2001.953,11.3375
2001.956,11.375
2001.958,11.3125
2001.961,11.275
2001.964,11.2125
2001.967,11.1875
2001.969,11.125
2001.972,11.175
2001.975,11.025
2001.978,10.975
2001.981,10.85
2001.983,10.8125
2001.986,10.8125
2001.989,10.725
2001.992,10.5875
2001.994,10.25
2001.997,10.2625
2002.000,10.3875
2002.000,10.3625
2002.003,10.0875
2002.006,9.85
2002.008,9.625
2002.011,9.7625
2002.014,9.2
2002.017,8.9375
2002.019,8.96
2002.022,9.1
2002.025,8.5125
2002.028,8.4375
2002.031,8.9625
2002.033,8.625
2002.036,8.825
2002.039,9.1125
2002.042,9.1625
2002.044,9.2125
2002.047,9.1625
2002.050,9.2
2002.053,9.325
2002.056,9.35
2002.058,9.2125
2002.061,9.2
2002.064,9.2
2002.067,9.225
2002.069,9.3375
2002.072,9.2625
2002.075,9.2125
2002.078,9.2
2002.081,9.2
2002.083,9.2
2002.083,9.2
2002.086,9.2
2002.089,9.2
2002.092,9.2
2002.094,9.2
2002.097,9.2
2002.100,9.1875
2002.103,9.175
2002.106,9.2
2002.108,9.175
2002.111,9.1375
2002.114,9.1875
2002.117,9.2
2002.119,9.1
2002.122,9.1375
2002.125,9.1
2002.128,9.1
2002.131,9.075
2002.133,9.0125
2002.136,8.7125
2002.139,8.5125
2002.142,8.575
2002.144,8.4
2002.147,8.1875
2002.150,8.175
2002.153,8.175
2002.156,8.1125
2002.158,8.0375
2002.167,8.025
2002.169,8.0125
2002.172,8
2002.175,8
2002.178,8
2002.181,8.0875
2002.183,8.0375
2002.186,8
2002.189,7.9875
2002.192,7.9375
2002.194,7.925
2002.197,7.975
2002.200,7.95
2002.203,7.8625
2002.206,7.8125
2002.208,7.8125
2002.211,7.85
2002.214,7.85
2002.217,7.8625
2002.219,7.8875
2002.222,7.875
2002.225,7.8625
2002.228,7.925
2002.231,7.9
2002.233,7.925
2002.236,7.925
2002.239,7.9375
2002.242,7.9625
2002.244,7.9875
2002.247,7.9875
2002.250,8
2002.250,8
2002.253,8
2002.256,8
2002.258,7.975
2002.261,7.9125
2002.264,7.9125
2002.267,7.975
2002.269,8
2002.272,8.025
2002.275,8.1375
2002.278,8.1625
2002.281,8.175
2002.283,8.25
2002.286,8.325
2002.289,8.4
2002.292,8.4
2002.294,8.4
2002.297,8.4
2002.300,8.4
2002.303,8.4
2002.306,8.4
2002.308,8.4
2002.311,8.4
2002.314,8.275
2002.317,8.175
2002.319,8.15
2002.322,8.05
2002.325,8.0625
2002.328,8.025
2002.331,8.025
2002.333,8.1125
2002.336,8.2
2002.339,8.2625
2002.342,8.3625
2002.344,8.525
2002.347,8.7375
2002.350,8.98
2002.353,9.0125
2002.356,9.075
2002.358,9.025
2002.361,9.05
2002.364,8.9375
2002.367,8.7625
2002.369,8.7625
2002.372,8.825
2002.375,8.8125
2002.378,8.725
2002.381,8.725
2002.383,8.85
2002.386,8.9125
2002.389,8.925
2002.392,8.8875
2002.394,9.05
2002.397,9.1125
2002.400,9.15
2002.403,9.0875
2002.406,9.075
2002.408,9.15
2002.411,9.225
2002.414,9.35
2002.417,9.4125
2002.417,9.3375
2002.419,9.225
2002.422,9.025
2002.425,9
2002.428,8.9875
2002.431,9.0375
2002.433,9.025
2002.436,9.075
2002.439,8.95
2002.442,9.2125
2002.444,9.1875
2002.447,9.2875
2002.450,9.175
2002.453,9.1125
2002.456,9.1625
2002.458,9.2
2002.461,9.2
2002.464,9.1375
2002.467,9.4125
2002.469,9.7375
2002.472,10.3125
2002.475,10.3125
2002.478,10.4625
2002.481,10.3
2002.483,10.36
2002.486,10.3375
2002.489,10.3
2002.492,10.2875
2002.494,10.425
2002.497,10.3125
2002.500,10.4125
2002.503,10.275
2002.506,10.3
2002.508,10.0125
2002.511,10.2
2002.514,10.2
2002.517,9.8625
2002.519,9.8125
2002.522,9.825
2002.525,10.0125
2002.528,9.8125
2002.531,9.9375
2002.533,10.175
2002.536,10.1875
2002.539,10.3125
2002.542,10.2
2002.544,10.2
2002.547,10.2375
2002.550,10.2375
2002.553,10.2625
2002.556,10.3125
2002.558,10.3375
2002.561,10.4125
2002.564,10.4875
2002.567,10.4625
2002.569,10.575
2002.572,10.7
2002.575,10.7375
2002.578,10.9
2002.581,10.7625
2002.583,10.7
2002.583,10.9
2002.586,11.275
2002.589,11.0375
2002.592,10.85
2002.594,10.9
2002.597,11.3
2002.600,11.6125
2002.603,10.6125
2002.606,10.6
2002.608,10.6875
2002.611,10.7
2002.614,10.7625
2002.617,10.775
2002.619,10.8625
2002.622,10.8625
2002.625,11.025
2002.628,11.1
2002.631,11.525
2002.633,11.5125
2002.636,11.275
2002.639,11.5375
2002.642,11.5125
2002.644,12.3
2002.647,12.5375
2002.650,12.8
2002.653,12.9
2002.656,12.7667
2002.658,12.8125
2002.661,12.7
2002.664,12.4125
2002.667,12
2002.667,12.1625
2002.669,11.95
2002.672,11.6
2002.675,11.625
2002.678,12.1375
2002.681,12.7875
2002.683,12.0875
2002.686,12.325
2002.689,12.7125
2002.692,12.9125
2002.694,12.65
2002.697,12.9
2002.700,13.0875
2002.703,13.0875
2002.706,12.7875
2002.708,12.6
2002.711,12.8375
2002.714,12.75
2002.717,12.725
2002.719,12.95
2002.722,13.225
2002.725,13.35
2002.728,13.2625
2002.731,13.2
2002.733,13.15
2002.736,13.2
2002.739,13.2875
2002.742,13.225
2002.744,13.15
2002.747,12.8167
2002.750,12.825
2002.753,12.8125
2002.756,13.075
2002.758,13.3125
2002.761,13.2875
2002.764,13.4
2002.767,13.3875
2002.769,13.4125
2002.772,13.5
2002.775,13.5625
2002.778,13.6125
2002.781,13.675
2002.783,13.6375
2002.786,13.65
2002.789,13.6
2002.792,13.7875
2002.794,14.05
2002.797,14
2002.800,13.9
2002.803,13.775
2002.806,13.6875
2002.808,13.675
2002.811,13.6375
2002.814,13.5625
2002.817,13.4875
2002.819,13.3875
2002.822,13.3375
2002.825,13.225
2002.828,13.3
2002.831,13.25
2002.833,13.2625
2002.833,13.8125
2002.836,14.025
2002.839,14.1
2002.842,14.075
2002.844,14.0125
2002.847,13.9125
2002.850,13.575
2002.853,13.1875
2002.856,13.2
2002.858,13.325
2002.861,13.375
2002.864,12.85
2002.867,12.7
2002.869,12.5
2002.872,13
2002.875,13.1375
2002.878,13.3
2002.881,13.2125
2002.883,13.2125
2002.886,12.95
2002.889,12.8625
2002.892,12.95
2002.894,12.9875
2002.897,12.975
2002.900,12.9125
2002.903,12.9
2002.906,12.875
2002.908,12.8
2002.911,12.8
2002.914,12.8
2002.917,12.775
2002.919,12.725
2002.922,12.725
2002.925,12.6625
2002.928,12.54
2002.931,12.4625
2002.933,12.325
2002.936,12.1125
2002.939,12.1125
2002.942,11.7875
2002.944,11.675
2002.947,11.4625
2002.950,11.5125
2002.953,11.5
2002.956,11.525
2002.958,11.325
2002.961,11.275
2002.964,11.3875
2002.967,11.45
2002.969,11.3
2002.972,11.3375
2002.975,11.325
2002.978,11.325
2002.981,11.325
2002.983,11.2625
2002.986,11.2
2002.989,11.2
2002.992,11.2
2002.994,11.275
2002.997,11.2125
2003.000,11.2
2003.000,11.2
2003.003,11.1625
2003.006,11.1
2003.008,10.975
2003.011,10.9875
2003.014,10.975
2003.017,10.975
2003.019,10.8875
2003.022,10.3
2003.025,10.5125
2003.028,10.5125
2003.031,10.45
2003.033,10.2375
2003.036,10.2625
2003.039,10.2125
2003.042,10.325
2003.044,10.2
2003.047,10.2375
2003.050,10.2
2003.053,10.175
2003.056,10.12
2003.058,10
2003.061,9.925
2003.064,9.75
2003.067,9.8
2003.069,9.7125
2003.072,9.8875
2003.075,9.725
2003.078,9.4875
2003.081,9.2
2003.083,9.15
2003.083,9.2125
2003.086,9.2
2003.089,8.925
2003.092,8.6625
2003.094,8.575
2003.097,8.7375
2003.100,8.825
2003.103,8.85
2003.106,8.9375
2003.108,8.925
2003.111,8.825
2003.114,8.7375
2003.117,8.6125
2003.119,8.525
2003.122,8.4
2003.125,8.375
2003.128,8.275
2003.131,7.95
2003.133,7.8625
2003.136,7.9375
2003.139,7.8375
2003.142,7.9125
2003.144,7.95
2003.147,8.0375
2003.150,7.725
2003.153,7.8
2003.156,7.8875
2003.158,7.975
2003.167,8.1875
2003.169,8.2125
2003.172,8.2429
2003.175,8.475
2003.178,8.475
2003.181,8.4375
2003.183,8.4375
2003.186,8.475
2003.189,8.45
2003.192,8.4125
2003.194,8.45
2003.197,8.0625
2003.200,8.0625
2003.203,8.0125
2003.206,8
2003.208,
2003.211,
2003.214,
2003.217,
2003.219,
2003.222,
2003.225,
2003.228,
2003.231,
2003.233,
2003.236,
2003.239,
2003.242,
2003.244,
2003.247,
2003.250,8.4
2003.250,8.3625
2003.253,8.225
2003.256,8.2
2003.258,8.1875
2003.261,8.175
2003.264,8.1875
2003.267,8.1875
2003.269,8.175
2003.272,8.1875
2003.275,8.2
2003.278,8.175
2003.281,8.2375
2003.283,8.225
2003.286,8.325
2003.289,8.375
2003.292,8.325
2003.294,8.3
2003.297,8.3125
2003.300,8.2625
2003.303,8.3125
2003.306,8.3625
2003.308,8.375
2003.311,8.4
2003.314,8.45
2003.317,8.4125
2003.319,8.4
2003.322,8.4
2003.325,8.4
2003.328,8.425
2003.331,8.5625
2003.333,8.6375
2003.336,8.65
2003.339,8.65
2003.342,8.775
2003.344,8.8
2003.347,8.7375
2003.350,8.725
2003.353,8.55
2003.356,8.475
2003.358,8.5
2003.361,8.5625
2003.364,8.7286
2003.367,8.825
2003.369,8.7625
2003.372,8.75
2003.375,8.825
2003.378,8.825
2003.381,8.8125
2003.383,8.8
2003.386,8.8
2003.389,8.825
2003.392,8.75
2003.394,8.7875
2003.397,8.8375
2003.400,8.8375
2003.403,8.875
2003.406,8.825
2003.408,8.8125
2003.411,8.7875
2003.414,8.8
2003.417,8.8625
2003.417,8.975
2003.419,9.0875
2003.422,9.075
2003.425,9.1125
2003.428,9.1625
2003.431,9.1375
2003.433,9.2
2003.436,9.2
2003.439,9.225
2003.442,9.2375
2003.444,9.25
2003.447,9.2875
2003.450,9.2875
2003.453,9.25
2003.456,9.475
2003.458,9.48
2003.461,9.525
2003.464,9.6
2003.467,9.625
2003.469,9.6875
2003.472,9.7
2003.475,9.825
2003.478,9.6125
2003.481,9.675
2003.483,9.675
2003.486,9.5875
2003.489,9.2625
2003.492,9.5125
2003.494,9.7
2003.497,9.6625
2003.500,9.475
2003.503,9.5
2003.506,9.6375
2003.508,9.6875
2003.511,9.625
2003.514,9.6125
2003.517,9.775
2003.519,10.125
2003.522,9.725
2003.525,9.8
2003.528,9.85
2003.531,10.675
2003.533,10.825
2003.536,11.1
2003.539,10.9
2003.542,10.975
2003.544,11.1
2003.547,11.025
2003.550,10.95
2003.553,10.8125
2003.556,10.7
2003.558,10.7625
2003.561,10.8625
2003.564,10.25
2003.567,10.5625
2003.569,10.8875
2003.572,11.45
2003.575,11.7
2003.578,11.75
2003.581,11.65
2003.583,11.7375
2003.583,11.75
2003.586,11.825
2003.589,12
2003.592,11.9375
2003.594,12.1875
2003.597,12.1375
2003.600,11.6
2003.603,11.0875
2003.606,11.075
2003.608,11.3375
2003.611,11.25
2003.614,10.9125
2003.617,10.9
2003.619,10.9375
2003.622,11
2003.625,11.0625
2003.628,11.1375
2003.631,11.175
2003.633,11.125
2003.636,11.45
2003.639,11.825
2003.642,11.6625
2003.644,12.1875
2003.647,12.9625
2003.650,13.06
2003.653,13.125
2003.656,13.425
2003.658,13.5
2003.661,13.4375
2003.664,13.5375
2003.667,13.5375
2003.667,13.55
2003.669,13.525
2003.672,13.5375
2003.675,13.525
2003.678,13.4625
2003.681,12.8125
2003.683,12.45
2003.686,12.95
2003.689,13.1
2003.692,12.2875
2003.694,12.3625
2003.697,12.7125
2003.700,12.9125
2003.703,12.95
2003.706,13.2
2003.708,13.075
2003.711,12.925
2003.714,12.9125
2003.717,13.4625
2003.719,13.7625
2003.722,13.3375
2003.725,13.625
2003.728,13.95
2003.731,13.5875
2003.733,13.2
2003.736,13.1875
2003.739,13.3
2003.742,13.3125
2003.744,13.3
2003.747,13.175
2003.750,13.3375
2003.753,13.5
2003.756,13.2375
2003.758,13.1375
2003.761,13
2003.764,13
2003.767,12.95
2003.769,12.95
2003.772,13
2003.775,13.1
2003.778,13.25
2003.781,13.325
2003.783,13.45
2003.786,13.5875
2003.789,13.7375
2003.792,13.925
2003.794,13.9
2003.797,13.9
2003.800,13.9
2003.803,13.8125
2003.806,13.7
2003.808,13.6625
2003.811,13.575
2003.814,13.525
2003.817,13.475
2003.819,13.4
2003.822,13.3667
2003.825,13.3
2003.828,13.3
2003.831,13.2375
2003.833,13.175
2003.833,13.1
2003.836,13.025
2003.839,12.9375
2003.842,12.9
2003.844,12.8125
2003.847,12.875
2003.850,12.875
2003.853,12.9
2003.856,12.8125
2003.858,12.8125
2003.861,12.8
2003.864,12.4
2003.867,12.2875
2003.869,12.575
2003.872,12.6
2003.875,12.6
2003.878,12.55
2003.881,12.15
2003.883,11.9
2003.886,11.9
2003.889,11.65
2003.892,11.5875
2003.894,11.5375
2003.897,11.675
2003.900,11.8625
2003.903,11.875
2003.906,11.775
2003.908,11.85
2003.911,11.875
2003.914,11.8625
2003.917,11.8
2003.919,11.8375
2003.922,11.875
2003.925,11.8
2003.928,11.775
2003.931,11.7
2003.933,11.7125
2003.936,11.6667
2003.939,11.5
2003.942,11.3875
2003.944,11.2
2003.947,11.3875
2003.950,11.375
2003.953,11.2625
2003.956,11.3125
2003.958,11.3125
2003.961,11.3625
2003.964,11.425
2003.967,11.325
2003.969,11.25
2003.972,11.25
2003.975,11.1125
2003.978,11.025
2003.981,10.8125
2003.983,10.725
2003.986,10.8375
2003.989,10.625
2003.992,10.4875
2003.994,10.6
2003.997,10.6875
2004.000,10.7625
2004.000,10.7625
2004.003,10.45
2004.006,10.3875
2004.008,10.3875
2004.011,10.16
2004.014,10.1625
2004.017,10.025
2004.019,10.15
2004.022,10.1375
2004.025,10.025
2004.028,9.85
2004.031,9.6375
2004.033,9.6625
2004.036,9.775
2004.039,9.75
2004.042,9.6875
2004.044,9.7
2004.047,9.675
2004.050,9.6125
2004.053,9.5625
2004.056,9.525
2004.058,9.5
2004.061,9.5
2004.064,9.5
2004.067,9.45
2004.069,9.375
2004.072,9.375
2004.075,9.3
2004.078,9.2375
2004.081,9.275
2004.083,9.1875
2004.083,9.175
2004.086,9.2125
2004.089,9.4625
2004.092,9.175
2004.094,8.775
2004.097,8.8
2004.100,8.725
2004.103,8.675
2004.106,8.725
2004.108,8.7375
2004.111,8.75
2004.114,8.725
2004.117,8.7
2004.119,8.5875
2004.122,8.55
2004.125,8.725
2004.128,8.575
2004.131,8.5375
2004.133,8.575
2004.136,8.65
2004.139,8.6125
2004.142,8.625
2004.144,8.7
2004.147,8.6875
2004.150,8.6375
2004.153,8.5875
2004.156,8.5
2004.158,8.4375
2004.161,8.425
2004.167,8.4625
2004.169,8.5
2004.172,8.4875
2004.175,8.45
2004.178,8.4
2004.181,8.3875
2004.183,8.3875
2004.186,8.3875
2004.189,8.375
2004.192,8.275
2004.194,8.175
2004.197,8.1125
2004.200,8.0375
2004.203,8.1625
2004.206,8.175
2004.208,8.0875
2004.211,8.1
2004.214,8.075
2004.217,8.0875
2004.219,8.0625
2004.222,8.0125
2004.225,8
2004.228,7.9625
2004.231,7.9625
2004.233,8
2004.236,8
2004.239,8
2004.242,8
2004.244,8
2004.247,8
2004.250,8.0875
2004.250,8.075
2004.253,8.1375
2004.256,8.3875
2004.258,8.375
2004.261,8.3875
2004.264,8.35
2004.267,8.325
2004.269,8.3625
2004.272,8.3625
2004.275,8.375
2004.278,8.3625
2004.281,8.2875
2004.283,8.3375
2004.286,8.4
2004.289,8.4
2004.292,8.4
2004.294,8.4
2004.297,8.4
2004.300,8.4
2004.303,8.4
2004.306,8.4125
2004.308,8.425
2004.311,8.4
2004.314,8.4
2004.317,8.4
2004.319,8.4
2004.322,8.3625
2004.325,8.3
2004.328,8.3375
2004.331,8.3
2004.333,8.375
2004.336,8.4
2004.339,8.4
2004.342,8.3875
2004.344,8.4
2004.347,8.425
2004.350,8.5
2004.353,8.55
2004.356,8.55
2004.358,8.58
2004.361,8.6
2004.364,8.5875
2004.367,8.55
2004.369,8.5
2004.372,8.45
2004.375,8.4625
2004.378,8.575
2004.381,8.6875
2004.383,8.975
2004.386,9.1
2004.389,9
2004.392,8.7
2004.394,8.6625
2004.397,8.7
2004.400,8.65
2004.403,8.575
2004.406,8.675
2004.408,8.775
2004.411,8.8875
2004.414,8.9
2004.417,8.78
2004.417,8.775
2004.419,8.7875
2004.422,8.8375
2004.425,8.975
2004.428,9
2004.431,9.05
2004.433,9.0875
2004.436,9.125
2004.439,9.15
2004.442,9.1875
2004.444,9.125
2004.447,9.025
2004.450,9
2004.453,9.0625
2004.456,9.125
2004.458,9.1625
2004.461,9.275
2004.464,9.3125
2004.467,9.3
2004.469,9.475
2004.472,9.475
2004.475,9.45
2004.478,9.45
2004.481,9.5
2004.483,9.5
2004.486,9.5
2004.489,9.5125
2004.492,9.52
2004.494,9.55
2004.497,9.55
2004.500,9.6875
2004.503,10.075
2004.506,10.1625
2004.508,10.3
2004.511,10.1875
2004.514,10.2125
2004.517,10.325
2004.519,10.3125
2004.522,10.525
2004.525,10.625
2004.528,10.6875
2004.531,10.575
2004.533,10.5375
2004.536,10.7375
2004.539,10.8
2004.542,10.9875
2004.544,9.8875
2004.547,9.775
2004.550,9.8
2004.553,9.85
2004.556,9.9625
2004.558,10.15
2004.561,10.3125
2004.564,10.7875
2004.567,10.6
2004.569,10.6
2004.572,11.1
2004.575,11.125
2004.578,10.7
2004.581,10.2
2004.583,10.475
2004.583,10.575
2004.586,10.76
2004.589,11.0625
2004.592,11.225
2004.594,11.325
2004.597,11.375
2004.600,11.35
2004.603,11.5375
2004.606,11.625
2004.608,11.3875
2004.611,11.7
2004.614,10.975
2004.617,11.4125
2004.619,11.775
2004.622,11.925
2004.625,11.8875
2004.628,11.775
2004.631,11.9875
2004.633,11.75
2004.636,11.8625
2004.639,11.925
2004.642,11.9
2004.644,11.9625
2004.647,12
2004.650,12
2004.653,11.975
2004.656,11.9375
2004.658,12.1
2004.661,12.0625
2004.664,12.0375
2004.667,12.0875
2004.667,12.1
2004.669,12.2
2004.672,12.35
2004.675,12.575
2004.678,12.8
2004.681,12.95
2004.683,12.6875
2004.686,12.2875
2004.689,12.45
2004.692,12.75
2004.694,12.375
2004.697,12.6125
2004.700,12.9375
2004.703,12.9875
2004.706,13.1375
2004.708,13.15
2004.711,13.2
2004.714,13.275
2004.717,13.475
2004.719,13.5625
2004.722,13.7125
2004.725,13.9
2004.728,13.9
2004.731,13.88
2004.733,13.8875
2004.736,13.8625
2004.739,13.9
2004.742,13.9
2004.744,13.9
2004.747,13.9
2004.750,13.9
2004.753,13.9
2004.756,13.9
2004.758,13.9
2004.761,13.825
2004.764,13.8
2004.767,13.725
2004.769,13.7
2004.772,13.7
2004.775,13.7
2004.778,13.6375
2004.781,13.6
2004.783,13.6375
2004.786,13.6125
2004.789,13.5875
2004.792,13.525
2004.794,13.6375
2004.797,13.85
2004.800,13.725
2004.803,13.425
2004.806,13.525
2004.808,13.425
2004.811,13.225
2004.814,13.1375
2004.817,13.5125
2004.819,13.45
2004.822,13.5125
2004.825,13.1875
2004.828,13.5375
2004.831,13.3375
2004.833,13.0125
2004.833,12.8625
2004.836,13.075
2004.839,13.275
2004.842,13.8125
2004.844,13.975
2004.847,13.9
2004.850,13.9
2004.853,13.9
2004.856,13.9
2004.858,13.9
2004.861,13.7875
2004.864,13.55
2004.867,13.375
2004.869,13.275
2004.872,13.2125
2004.875,13.2625
2004.878,13.2875
2004.881,13.2
2004.883,13.15
2004.886,13.175
2004.889,13
2004.892,13.0125
2004.894,12.9625
2004.897,12.9875
2004.900,13
2004.903,12.9875
2004.906,12.9375
2004.908,12.9
2004.911,12.85
2004.914,12.725
2004.917,12.675
2004.919,12.6375
2004.922,12.6
2004.925,12.5875
2004.928,12.5375
2004.931,12.5
2004.933,12.5
2004.936,12.5
2004.939,12.5
2004.942,12.375
2004.944,12.225
2004.947,12.1125
2004.950,12
2004.953,12.0625
2004.956,11.825
2004.958,11.625
2004.961,11.2125
2004.964,11.3375
2004.967,11.3625
2004.969,11.1875
2004.972,11.1875
2004.975,11.0625
2004.978,11.0875
2004.981,10.55
2004.983,10.5625
2004.986,10.75
2004.989,10.625
2004.992,10.475
2004.994,10.425
2004.997,10.4
