# Index:,NWES_015,
# Station Description:,Central Skagerrak,
# Region Code:,NWES,
# Latitude:,57.933 N,
# Longitude:,9.450 E,
# Detailed Location (WKT):,,
# Measurement Depth/Range:,Deep-water,
# Sampling Frequency:,monthly,
# Data Source:,IMR - Institute of Marine Research - Norway,
# Contact Name (email):,Jon Albretsen (jon.albretsen@hi.no),
# Notes:,"Skagerrak deep-water (100-200m) properties (Atlantic inflow north of Jutland",
# Reference:,,
# DOI:,,
# Website:,,
Decimal Year,Temperature °C,Salinity
1959.2917,6.115,35.145
1959.3750,6.255,35.115
1959.4583,,
1959.5417,,
1959.6250,8.065,35.230
1959.7083,7.920,35.200
1959.7917,,
1959.8750,8.125,35.160
1959.9583,,
1960.0417,8.125,35.025
1960.1250,,
1960.2083,6.640,35.100
1960.2917,6.325,34.900
1960.3750,,
1960.4583,6.785,35.203
1960.5417,,
1960.6250,,
1960.7083,7.370,35.185
1960.7917,,
1960.8750,,
1960.9583,7.195,35.091
1961.0417,7.205,34.993
1961.1250,5.325,34.919
1961.2083,,
1961.2917,7.085,35.174
1961.3750,,
1961.4583,7.050,35.092
1961.5417,,
1961.6250,7.555,35.050
1961.7083,,
1961.7917,,
1961.8750,,
1961.9583,,
1962.0417,6.120,34.782
1962.1250,,
1962.2083,,
1962.2917,,
1962.3750,,
1962.4583,6.375,35.106
1962.5417,,
1962.6250,,
1962.7083,7.105,35.114
1962.7917,7.395,35.230
1962.8750,,
1962.9583,8.540,34.874
1963.0417,5.815,35.065
1963.1250,,
1963.2083,,
1963.2917,3.305,34.825
1963.3750,4.180,34.963
1963.4583,5.200,35.062
1963.5417,5.040,35.036
1963.6250,,
1963.7083,,
1963.7917,7.180,35.121
1963.8750,,
1963.9583,,
1964.0417,,
1964.1250,,
1964.2083,,
1964.2917,5.640,35.103
1964.3750,,
1964.4583,6.320,35.203
1964.5417,6.395,35.188
1964.6250,6.680,35.124
1964.7083,7.530,35.011
1964.7917,,
1964.8750,,
1964.9583,,
1965.0417,7.595,35.079
1965.1250,,
1965.2083,6.660,35.079
1965.2917,6.660,35.160
1965.3750,6.370,35.144
1965.4583,6.365,35.140
1965.5417,,
1965.6250,6.820,35.136
1965.7083,6.955,35.187
1965.7917,7.010,35.162
1965.8750,,
1965.9583,7.080,34.974
1966.0417,,
1966.1250,,
1966.2083,4.540,34.896
1966.2917,,
1966.3750,,
1966.4583,6.065,35.129
1966.5417,,
1966.6250,7.550,35.074
1966.7083,6.395,35.031
1966.7917,,
1966.8750,6.500,35.105
1966.9583,6.985,35.087
1967.0417,6.745,34.925
1967.1250,,
1967.2083,5.890,34.919
1967.2917,,
1967.3750,5.960,35.135
1967.4583,,
1967.5417,6.935,35.210
1967.6250,7.345,35.207
1967.7083,,
1967.7917,8.485,35.166
1967.8750,,
1967.9583,8.465,34.931
1968.0417,5.815,34.991
1968.1250,,
1968.2083,5.950,35.084
1968.2917,6.085,35.097
1968.3750,,
1968.4583,5.848,35.118
1968.5417,,
1968.6250,6.435,35.249
1968.7083,,
1968.7917,6.825,35.206
1968.8750,,
1968.9583,8.045,35.202
1969.0417,,
1969.1250,,
1969.2083,,
1969.2917,,
1969.3750,5.640,35.018
1969.4583,5.635,35.162
1969.5417,,
1969.6250,5.745,35.059
1969.7083,,
1969.7917,,
1969.8750,9.535,34.765
1969.9583,8.420,35.066
1970.0417,,
1970.1250,,
1970.2083,3.515,34.856
1970.2917,4.522,34.947
1970.3750,,
1970.4583,5.630,35.067
1970.5417,6.055,35.179
1970.6250,6.775,35.174
1970.7083,,
1970.7917,7.120,35.192
1970.8750,7.825,35.174
1970.9583,7.190,35.116
1971.0417,7.085,35.074
1971.1250,,
1971.2083,5.650,35.133
1971.2917,6.170,35.099
1971.3750,6.250,35.194
1971.4583,6.760,35.224
1971.5417,,
1971.6250,6.880,35.149
1971.7083,,
1971.7917,7.460,35.156
1971.8750,8.210,35.231
1971.9583,8.275,35.076
1972.0417,,
1972.1250,7.515,35.187
1972.2083,6.580,35.147
1972.2917,4.455,34.850
1972.3750,5.225,35.044
1972.4583,,
1972.5417,,
1972.6250,6.810,35.169
1972.7083,,
1972.7917,,
1972.8750,9.555,34.865
1972.9583,8.730,35.173
1973.0417,7.805,35.197
1973.1250,6.395,34.981
1973.2083,7.250,35.218
1973.2917,,
1973.3750,6.900,35.148
1973.4583,,
1973.5417,,
1973.6250,7.580,35.099
1973.7083,7.330,35.067
1973.7917,,
1973.8750,,
1973.9583,,
1974.0417,,
1974.1250,5.615,35.006
1974.2083,6.145,35.070
1974.2917,6.045,35.128
1974.3750,6.405,35.183
1974.4583,,
1974.5417,,
1974.6250,7.285,35.168
1974.7083,,
1974.7917,8.005,35.174
1974.8750,7.845,35.049
1974.9583,,
1975.0417,,
1975.1250,7.092,35.090
1975.2083,,
1975.2917,6.065,35.149
1975.3750,,
1975.4583,,
1975.5417,,
1975.6250,6.935,35.105
1975.7083,7.125,35.145
1975.7917,7.630,35.064
1975.8750,7.630,35.149
1975.9583,8.625,35.068
1976.0417,6.660,34.879
1976.1250,,
1976.2083,7.095,35.120
1976.2917,6.190,35.125
1976.3750,6.235,35.177
1976.4583,,
1976.5417,,
1976.6250,6.645,35.102
1976.7083,6.865,35.058
1976.7917,,
1976.8750,7.650,34.980
1976.9583,,
1977.0417,6.170,34.630
1977.1250,,
1977.2083,5.970,34.991
1977.2917,4.910,34.894
1977.3750,,
1977.4583,,
1977.5417,,
1977.6250,6.480,34.968
1977.7083,6.705,35.022
1977.7917,6.715,35.070
1977.8750,,
1977.9583,7.075,35.102
1978.0417,6.955,34.843
1978.1250,6.840,34.819
1978.2083,,
1978.2917,6.345,34.954
1978.3750,5.835,34.938
1978.4583,,
1978.5417,,
1978.6250,6.225,35.024
1978.7083,6.685,34.992
1978.7917,7.110,35.012
1978.8750,,
1978.9583,7.440,34.969
1979.0417,5.060,34.676
1979.1250,6.570,34.930
1979.2083,5.275,35.029
1979.2917,4.165,34.790
1979.3750,4.660,34.853
1979.4583,5.380,34.916
1979.5417,,
1979.6250,6.030,35.126
1979.7083,,
1979.7917,6.555,35.072
1979.8750,8.375,35.001
1979.9583,7.105,34.945
1980.0417,6.970,34.933
1980.1250,4.140,34.379
1980.2083,4.705,34.741
1980.2917,4.310,34.657
1980.3750,5.385,34.972
1980.4583,5.890,34.930
1980.5417,,
1980.6250,6.480,35.094
1980.7083,6.710,35.021
1980.7917,7.245,34.984
1980.8750,7.265,35.174
1980.9583,6.725,34.677
1981.0417,,
1981.1250,6.235,35.093
1981.2083,4.817,34.885
1981.2917,4.390,34.885
1981.3750,,
1981.4583,5.930,35.071
1981.5417,,
1981.6250,6.810,35.085
1981.7083,6.800,35.109
1981.7917,7.135,35.085
1981.8750,9.160,35.096
1981.9583,7.230,34.829
1982.0417,5.765,34.947
1982.1250,5.990,35.074
1982.2083,4.565,34.922
1982.2917,5.815,35.102
1982.3750,6.045,35.071
1982.4583,6.640,35.071
1982.5417,,
1982.6250,6.775,34.905
1982.7083,6.740,34.950
1982.7917,7.190,34.950
1982.8750,,
1982.9583,8.660,34.984
1983.0417,7.185,35.113
1983.1250,6.805,35.025
1983.2083,6.395,35.090
1983.2917,6.360,35.114
1983.3750,6.270,35.108
1983.4583,,
1983.5417,6.670,35.097
1983.6250,7.090,35.137
1983.7083,7.565,34.940
1983.7917,7.685,34.933
1983.8750,8.895,35.183
1983.9583,8.230,35.112
1984.0417,6.745,34.811
1984.1250,7.245,35.141
1984.2083,6.995,35.093
1984.2917,6.085,34.885
1984.3750,5.820,35.112
1984.4583,5.755,35.128
1984.5417,,
1984.6250,6.500,35.208
1984.7083,6.605,35.102
1984.7917,,
1984.8750,7.290,34.867
1984.9583,7.870,34.891
1985.0417,7.665,35.079
1985.1250,5.980,34.989
1985.2083,5.295,34.935
1985.2917,5.855,35.114
1985.3750,5.580,35.102
1985.4583,6.235,35.139
1985.5417,,
1985.6250,6.905,35.111
1985.7083,6.845,35.171
1985.7917,7.415,35.195
1985.8750,,
1985.9583,7.500,34.928
1986.0417,7.285,35.103
1986.1250,6.275,34.738
1986.2083,5.115,35.086
1986.2917,5.515,35.108
1986.3750,5.355,35.084
1986.4583,5.805,35.159
1986.5417,,
1986.6250,6.345,35.147
1986.7083,6.650,35.056
1986.7917,6.965,34.972
1986.8750,,
1986.9583,,
1987.0417,,
1987.1250,,
1987.2083,,
1987.2917,,
1987.3750,,
1987.4583,,
1987.5417,,
1987.6250,,
1987.7083,,
1987.7917,6.907,35.077
1987.8750,,
1987.9583,,
1988.0417,7.643,34.765
1988.1250,6.329,34.569
1988.2083,5.405,34.745
1988.2917,5.903,34.874
1988.3750,6.736,35.034
1988.4583,6.825,35.091
1988.5417,6.911,35.012
1988.6250,6.952,34.986
1988.7083,,
1988.7917,7.253,34.990
1988.8750,7.417,35.026
1988.9583,7.955,35.091
1989.0417,7.973,35.012
1989.1250,7.376,34.980
1989.2083,7.003,35.002
1989.2917,7.072,35.050
1989.3750,7.097,35.065
1989.4583,7.475,35.156
1989.5417,8.049,35.223
1989.6250,7.910,35.084
1989.7083,8.020,35.219
1989.7917,8.363,35.080
1989.8750,8.733,35.102
1989.9583,9.184,35.115
1990.0417,8.078,34.938
1990.1250,7.146,34.864
1990.2083,6.847,34.802
1990.2917,7.498,35.228
1990.3750,7.506,35.243
1990.4583,7.684,35.241
1990.5417,7.885,35.283
1990.6250,7.759,35.125
1990.7083,7.945,35.160
1990.7917,8.158,35.180
1990.8750,8.378,35.142
1990.9583,8.732,35.184
1991.0417,7.359,34.885
1991.1250,,
1991.2083,,
1991.2917,,
1991.3750,6.546,35.188
1991.4583,7.129,35.221
1991.5417,7.339,35.158
1991.6250,7.468,35.240
1991.7083,7.559,35.175
1991.7917,7.713,35.240
1991.8750,8.011,35.184
1991.9583,8.489,35.148
1992.0417,7.636,35.165
1992.1250,7.429,35.215
1992.2083,7.247,35.208
1992.2917,,
1992.3750,6.857,35.076
1992.4583,,
1992.5417,7.755,35.140
1992.6250,,
1992.7083,7.959,35.093
1992.7917,7.812,35.210
1992.8750,9.345,35.053
1992.9583,,
1993.0417,7.376,35.150
1993.1250,6.727,35.157
1993.2083,6.883,35.172
1993.2917,6.721,35.144
1993.3750,6.399,35.132
1993.4583,6.264,35.094
1993.5417,6.677,35.059
1993.6250,6.676,35.064
1993.7083,,
1993.7917,6.764,35.186
1993.8750,7.982,35.190
1993.9583,7.124,35.103
1994.0417,6.223,34.616
1994.1250,6.786,35.014
1994.2083,4.249,34.808
1994.2917,4.678,34.866
1994.3750,5.758,35.096
1994.4583,6.281,35.128
1994.5417,6.356,35.066
1994.6250,6.450,35.058
1994.7083,6.310,35.042
1994.7917,6.754,35.035
1994.8750,7.757,34.868
1994.9583,9.238,34.637
1995.0417,,
1995.1250,6.639,35.003
1995.2083,6.152,34.956
1995.2917,6.451,35.191
1995.3750,6.427,35.084
1995.4583,6.566,35.174
1995.5417,6.889,35.176
1995.6250,7.023,35.157
1995.7083,7.111,35.106
1995.7917,7.423,35.106
1995.8750,8.055,35.148
1995.9583,8.254,35.171
1996.0417,7.476,35.152
1996.1250,6.548,35.018
1996.2083,5.006,35.000
1996.2917,5.842,35.034
1996.3750,5.489,35.041
1996.4583,5.963,35.083
1996.5417,6.461,35.052
1996.6250,6.678,34.992
1996.7083,7.457,35.167
1996.7917,7.212,35.008
1996.8750,8.428,34.671
1996.9583,8.040,34.965
1997.0417,6.535,34.983
1997.1250,6.745,35.047
1997.2083,6.751,35.139
1997.2917,6.748,35.156
1997.3750,6.835,35.131
1997.4583,7.253,35.219
1997.5417,7.300,35.171
1997.6250,7.514,35.166
1997.7083,7.541,35.072
1997.7917,7.779,35.079
1997.8750,8.624,35.141
1997.9583,7.652,35.200
1998.0417,7.693,35.073
1998.1250,6.771,34.994
1998.2083,7.235,35.161
1998.2917,6.871,35.088
1998.3750,6.828,34.965
1998.4583,6.752,34.936
1998.5417,7.234,35.159
1998.6250,7.370,35.159
1998.7083,7.502,35.187
1998.7917,7.276,35.154
1998.8750,8.148,35.015
1998.9583,8.399,35.151
1999.0417,6.178,34.886
1999.1250,6.657,35.009
1999.2083,6.587,35.031
1999.2917,6.563,35.136
1999.3750,6.636,35.145
1999.4583,6.979,35.084
1999.5417,7.168,35.113
1999.6250,7.309,35.197
1999.7083,7.553,35.188
1999.7917,8.097,35.141
1999.8750,8.431,35.228
1999.9583,,
2000.0417,7.610,35.124
2000.1250,6.225,34.840
2000.2083,6.425,35.097
2000.2917,6.912,35.157
2000.3750,7.049,35.188
2000.4583,6.864,35.150
2000.5417,6.978,35.197
2000.6250,7.187,35.150
2000.7083,7.367,35.172
2000.7917,7.367,35.168
2000.8750,,
2000.9583,8.684,34.853
2001.0417,7.492,34.993
2001.1250,6.683,34.981
2001.2083,6.064,34.965
2001.2917,5.136,34.979
2001.3750,6.362,35.099
2001.4583,6.636,35.136
2001.5417,6.524,35.074
2001.6250,6.806,35.062
2001.7083,6.819,35.035
2001.7917,7.105,35.008
2001.8750,7.188,35.002
2001.9583,8.802,35.212
2002.0417,8.145,35.020
2002.1250,6.472,34.787
2002.2083,7.179,34.942
2002.2917,6.932,35.099
2002.3750,7.030,35.137
2002.4583,7.083,35.117
2002.5417,7.534,35.126
2002.6250,7.524,35.152
2002.7083,7.857,35.183
2002.7917,7.655,35.130
2002.8750,8.041,35.182
2002.9583,7.624,35.146
2003.0417,7.522,35.058
2003.1250,6.742,34.970
2003.2083,5.696,34.934
2003.2917,6.880,35.170
2003.3750,6.721,35.142
2003.4583,7.108,35.116
2003.5417,7.504,35.205
2003.6250,7.976,35.139
2003.7083,8.069,35.132
2003.7917,8.005,35.160
2003.8750,8.268,35.151
2003.9583,8.720,35.312
2004.0417,7.587,34.743
2004.1250,6.538,34.996
2004.2083,6.555,35.056
2004.2917,6.989,35.111
2004.3750,6.835,35.105
2004.4583,7.459,35.255
2004.5417,7.652,35.243
2004.6250,7.698,35.296
2004.7083,7.998,35.282
2004.7917,8.540,35.174
2004.8750,,
2004.9583,9.462,35.159
2005.0417,7.617,35.246
2005.1250,,
2005.2083,,
2005.2917,6.074,35.141
2005.3750,6.803,35.176
2005.4583,7.304,35.206
2005.5417,7.502,35.297
2005.6250,7.647,35.260
2005.7083,7.726,35.317
2005.7917,8.006,35.236
2005.8750,,
2005.9583,8.334,35.333
2006.0417,6.591,34.927
2006.1250,7.362,35.173
2006.2083,7.033,35.160
2006.2917,5.944,35.097
2006.3750,6.385,35.172
2006.4583,6.978,35.248
2006.5417,6.925,35.203
2006.6250,7.207,35.169
2006.7083,7.340,35.165
2006.7917,7.673,35.212
2006.8750,,
2006.9583,,
2007.0417,8.014,34.951
2007.1250,7.849,35.236
2007.2083,7.332,35.150
2007.2917,7.278,35.142
2007.3750,7.293,35.177
2007.4583,7.704,35.243
2007.5417,7.719,35.141
2007.6250,8.024,35.136
2007.7083,8.073,35.123
2007.7917,7.929,35.203
2007.8750,,
2007.9583,9.085,34.752
2008.0417,8.759,35.145
2008.1250,6.774,34.832
2008.2083,6.899,35.048
2008.2917,6.928,35.155
2008.3750,6.922,35.206
2008.4583,7.040,35.172
2008.5417,7.396,35.168
2008.6250,7.337,35.094
2008.7083,7.447,35.159
2008.7917,7.507,35.044
2008.8750,8.361,35.281
2008.9583,9.130,35.227
2009.0417,6.286,34.889
2009.1250,7.524,35.092
2009.2083,6.489,35.099
2009.2917,6.829,35.242
2009.3750,6.938,35.179
2009.4583,7.716,35.181
2009.5417,7.761,35.187
2009.6250,7.759,35.147
2009.7083,7.979,35.178
2009.7917,,
2009.8750,,
2009.9583,8.153,35.197
2010.0417,8.300,34.933
2010.1250,,
2010.2083,5.300,34.979
2010.2917,5.285,35.011
2010.3750,,
2010.4583,6.662,35.172
2010.5417,7.024,35.180
2010.6250,7.160,35.181
2010.7083,7.421,35.212
2010.7917,8.091,35.292
2010.8750,7.749,35.202
2010.9583,7.111,34.894
2011.0417,5.585,34.761
2011.1250,6.716,35.188
2011.2083,5.200,34.994
2011.2917,5.997,35.126
2011.3750,,
2011.4583,6.917,35.191
2011.5417,7.308,35.227
2011.6250,7.529,35.131
2011.7083,,
2011.7917,,
2011.8750,8.012,35.230
2011.9583,,
2012.0417,8.050,35.153
2012.1250,6.385,34.918
2012.2083,,
2012.2917,6.639,35.089
2012.3750,7.284,35.231
2012.4583,7.321,35.167
2012.5417,7.609,35.142
2012.6250,7.826,35.240
2012.7083,8.069,35.196
2012.7917,8.485,35.129
2012.8750,,
2012.9583,8.949,34.984
2013.0417,,
2013.1250,6.106,35.039
2013.2083,6.875,35.156
2013.2917,6.084,35.185
2013.3750,5.894,35.179
2013.4583,6.181,35.167
2013.5417,6.162,35.084
2013.6250,6.761,35.177
2013.7083,7.086,35.178
2013.7917,7.604,35.237
2013.8750,,
2013.9583,8.450,34.689
2014.0417,,
2014.1250,7.763,35.022
2014.2083,6.594,34.919
2014.2917,6.973,35.111
2014.3750,6.998,35.072
2014.4583,7.252,35.107
2014.5417,7.822,35.099
2014.6250,8.503,34.996
2014.7083,7.617,35.127
2014.7917,7.672,35.062
2014.8750,8.162,35.123
2014.9583,,
2015.0417,7.083,34.865
2015.1250,7.032,35.050
2015.2083,6.296,34.975
2015.2917,6.747,35.093
2015.3750,7.104,35.117
2015.4583,7.413,35.174
2015.5417,7.641,35.195
2015.6250,7.744,35.162
2015.7083,7.841,35.276
2015.7917,8.087,35.163
2015.8750,10.716,34.892
2015.9583,10.055,34.675
2016.0417,8.842,35.161
2016.1250,6.920,34.936
2016.2083,7.109,35.175
2016.2917,7.121,35.158
2016.3750,6.984,35.064
2016.4583,,
2016.5417,7.611,35.121
2016.6250,7.793,35.102
2016.7083,7.617,35.088
2016.7917,7.871,35.085
2016.8750,8.139,35.179
2016.9583,9.346,35.011
2017.0417,7.863,35.039
2017.1250,8.159,35.085
2017.2083,7.974,35.089
2017.2917,7.572,35.093
2017.3750,7.579,35.153
2017.4583,7.742,35.123
2017.5417,7.987,35.184
2017.6250,8.096,35.152
2017.7083,8.208,35.072
2017.7917,8.872,34.928
2017.8750,,
2017.9583,,
2018.0417,7.273,34.733
2018.1250,6.731,34.870
2018.2083,,
2018.2917,6.296,35.001
2018.3750,6.206,35.026
2018.4583,6.402,35.100
2018.5417,6.548,35.178
2018.6250,6.508,35.116
2018.7083,7.476,35.124
2018.7917,7.543,35.041
2018.8750,8.667,35.068
2018.9583,8.646,34.954
2019.0417,7.886,34.901
2019.1250,6.311,34.940
2019.2083,6.436,34.888
2019.2917,7.278,35.001
2019.3750,7.351,35.023
2019.4583,7.787,35.056
2019.5417,7.998,35.003
2019.6250,7.744,35.047
2019.7083,,
2019.7917,8.037,35.118
2019.8750,,
2019.9583,,
2020.0417,7.802,35.119
2020.1250,7.439,34.978
2020.2083,,
2020.2917,7.325,35.143
2020.3750,,
2020.4583,7.614,35.050
2020.5417,8.013,34.991
2020.6250,7.954,35.109
2020.7083,,
2020.7917,8.024,35.102
2020.8750,,
2020.9583,,
2021.0417,,
2021.1250,,
2021.2083,,
2021.2917,,
2021.3750,,
2021.4583,,
2021.5417,7.146,35.067
2021.6250,7.332,35.045
2021.7083,7.445,35.056
2021.7917,7.495,34.933
2021.8750,,
2021.9583,8.261,34.972
2022.0417,,
2022.1250,,
2022.2083,6.857,34.966
2022.2917,,
2022.3750,7.088,35.125
2022.4583,7.407,35.103
2022.5417,7.535,35.123
2022.6250,,
2022.7083,,
2022.7917,,
2022.8750,9.196,34.967
2022.9583,8.294,35.075
2023.0417,7.901,34.707
2023.1250,7.742,35.017
2023.2083,7.748,35.088
2023.2917,7.375,35.042
2023.3750,,
2023.4583,,
2023.5417,8.178,34.992
2023.6250,7.822,35.114
2023.7083,7.994,35.088
2023.7917,8.272,35.019
2023.8750,8.540,34.875
2023.9583,8.646,35.002
2024.0417,8.393,34.900
2024.1250,6.389,34.712
2024.2083,7.236,34.972
2024.2917,,
2024.3750,6.963,35.024
2024.4583,,
2024.5417,7.329,34.939
2024.6250,7.556,35.081
2024.7083,7.803,35.118
2024.7917,8.053,35.088
2024.8750,8.988,35.058
2024.9583,,
2025.0417,8.119,34.745
2025.1250,7.927,35.122
2025.2083,7.242,35.147
2025.2917,7.912,35.230
2025.3750,,
2025.4583,,
2025.5417,8.617,35.277
2025.6250,8.300,35.066
2025.7083,,
2025.7917,,
2025.8750,9.109,35.126
2025.9583,,
