# Index:,NWES_004
# Station Description:,38a Oceanographic Mooring
# Region Code:,NWES
# Latitude:,53.783 N
# Longitude:,5.625 W
# Detailed Location (WKT):,
# Measurement Depth/Range:,Seabed
# Sampling Frequency:,3-hourly
# Data Source:,AFBI Northern Ireland
# Contact Name (email):,Billy Hunter (billy.hunter@afbini.gov.uk)
# Notes:,SBE56 sensor
# Reference:,
# DOI:,
# Website:,
Decimal Year,Temperature °C
1996.726044,13.32702273
1996.728776,13.39865909
1996.731508,13.37886364
1996.73424,13.35802273
1996.736973,13.40636364
1996.739705,13.44134091
1996.742437,13.4725625
1996.745169,13.47741667
1996.747902,13.43460417
1996.750634,13.45602083
1996.753366,13.53697917
1996.756098,13.638375
1996.758831,13.714
1996.761563,13.71541667
1996.764295,13.78754167
1996.767027,13.803125
1996.76976,13.79322917
1996.772492,13.779375
1996.775224,13.785
1996.777956,13.80960417
1996.780689,13.7771875
1996.783421,13.7733125
1996.786153,13.7231875
1996.788885,13.70227083
1996.791617,13.70860417
1996.79435,13.68741667
1996.797082,13.6560625
1996.799814,13.66095833
1996.802546,13.64464583
1996.805279,13.58708333
1996.808011,13.59420833
1996.810743,13.58577083
1996.813475,13.5865
1996.816208,13.576875
1996.81894,13.53364583
1996.821672,13.482375
1996.824404,13.47195833
1996.827137,13.42594896
1996.829869,13.39909688
1996.832601,13.37510104
1996.835333,13.37717614
1996.838066,13.31208542
1996.840798,13.26165208
1996.84353,13.26340313
1996.846262,13.24470521
1996.848995,13.21259688
1996.851727,13.23163636
1996.854459,13.19056771
1996.857191,13.13362083
1996.859923,13.09380833
1996.862656,13.07121354
1996.865388,13.01477083
1996.86812,12.93804792
1996.870852,12.92967708
1996.873585,12.91273229
1996.876317,12.88546875
1996.879049,12.86696875
1996.881781,12.81410417
1996.884514,12.68980417
1996.887246,12.58929792
1996.889978,12.54243542
1996.89271,12.56244271
1996.895443,12.54297292
1996.898175,12.45032396
1996.900907,12.38125938
1996.903639,12.3419125
1996.906372,12.29624271
1996.909104,12.2586125
1996.911836,11.175
1996.914568,11.1125
1996.917301,11
1996.920033,10.875
1996.922765,10.775
1996.925497,10.525
1996.92823,10.6625
1996.930962,10.5875
1996.933694,10.65
1996.936426,10.525
1996.939158,10.325
1996.941891,10.2625
1996.944623,10.1375
1996.947355,10.1875
1996.950087,10.2875
1996.95282,10.475
1996.955552,10.4625
1996.958284,10.4125
1996.961016,10.15
1996.963749,10.0375
1996.966481,10.2125
1996.969213,10.275
1996.971945,10.6
1996.974678,10.7
1996.97741,10.6875
1996.980142,10.5875
1996.982874,10.4625
1996.985607,10.325
1996.988339,9.9625
1996.991071,10.0375
1996.993803,9.975
1996.996536,9.9
1996.999268,9.675
1997.002,9.5625
1997.00474,9.5875
1997.007479,9.4875
1997.010219,9.25
1997.012959,9.175
1997.015699,9.025
1997.018438,8.775
1997.021178,8.65
1997.023918,8.675
1997.026658,8.5125
1997.029397,8.55
1997.032137,8.575
1997.034877,8.5
1997.037616,8.5375
1997.040356,8.5375
1997.043096,8.5125
1997.045836,8.4625
1997.048575,8.4125
1997.051315,8.3375
1997.054055,8.025
1997.056795,8.05
1997.059534,8.0875
1997.062274,8.1625
1997.065014,8.1625
1997.067753,8.0875
1997.070493,8.1375
1997.073233,8.025
1997.075973,8.075
1997.078712,8.1375
1997.081452,8.25
1997.084192,8.3
1997.086932,8.1875
1997.089671,8.175
1997.092411,8.075
1997.095151,7.975
1997.09789,8
1997.10063,7.9875
1997.10337,8.0375
1997.10611,8.0875
1997.108849,8.125
1997.111589,8.175
1997.114329,8.05
1997.117068,8.0333
1997.119808,8
1997.122548,8
1997.125288,7.9375
1997.128027,7.9875
1997.130767,8
1997.133507,7.875
1997.136247,7.7
1997.138986,7.6875
1997.141726,7.6
1997.144466,7.6
1997.147205,7.575
1997.149945,7.65
1997.152685,7.55
1997.155425,7.6
1997.158164,7.6
1997.160904,7.575
1997.163644,7.6125
1997.166384,7.6625
1997.169123,7.575
1997.171863,8.249195455
1997.174603,8.230468182
1997.177342,7.6
1997.180082,7.6
1997.182822,7.6
1997.185562,7.6
1997.188301,7.6
1997.191041,7.6
1997.193781,7.6
1997.196521,7.6
1997.19926,7.6
1997.202,7.6
1997.20474,7.6
1997.207479,7.6
1997.210219,7.6
1997.212959,7.6
1997.215699,7.6
1997.218438,7.6
1997.221178,7.6
1997.223918,7.6
1997.226658,7.6
1997.229397,7.6
1997.232137,7.6
1997.234877,7.6
1997.237616,7.5875
1997.240356,7.525
1997.243096,7.5125
1997.245836,7.5875
1997.248575,7.55
1997.251315,7.475
1997.254055,7.4625
1997.256795,7.4625
1997.259534,7.5
1997.262274,7.85
1997.265014,7.525
1997.267753,7.5125
1997.270493,7.5125
1997.273233,7.525
1997.275973,7.5375
1997.278712,7.5375
1997.281452,7.55
1997.284192,7.575
1997.286932,7.575
1997.289671,7.6
1997.292411,7.6
1997.295151,7.6
1997.29789,7.6
1997.30063,7.6
1997.30337,7.6
1997.30611,7.6
1997.308849,7.6
1997.311589,7.6
1997.314329,7.6
1997.317068,7.6
1997.319808,7.6
1997.322548,7.7
1997.325288,7.6375
1997.328027,7.7125
1997.330767,7.7375
1997.333507,7.6875
1997.336247,7.65
1997.338986,7.675
1997.341726,7.625
1997.344466,7.7
1997.347205,7.7625
1997.349945,7.8
1997.352685,7.825
1997.355425,7.875
1997.358164,8.6375
1997.360904,8.9
1997.363644,8.9
1997.366384,8.9
1997.369123,8.8667
1997.371863,8.8125
1997.374603,8.775
1997.377342,8.725
1997.380082,8.7375
1997.382822,8.6
1997.385562,8.4875
1997.388301,8.5625
1997.391041,8.7
1997.393781,8.5625
1997.396521,8.5125
1997.39926,8.35
1997.402,8.1375
1997.40474,8.125
1997.407479,8.2
1997.410219,8.1375
1997.412959,8.2
1997.415699,8.225
1997.418438,8.1625
1997.421178,8.275
1997.423918,8.36
1997.426658,8.3875
1997.429397,8.425
1997.432137,8.4375
1997.434877,8.5
1997.437616,8.5125
1997.440356,8.525
1997.443096,8.5625
1997.445836,8.575
1997.448575,8.5875
1997.451315,8.8
1997.454055,9.0375
1997.456795,9.125
1997.459534,9.225
1997.462274,9.1875
1997.465014,9.1125
1997.467753,9.025
1997.470493,9.0625
1997.473233,9.7125
1997.475973,9.9875
1997.478712,9.6125
1997.481452,9.575
1997.484192,9.475
1997.486932,9.5
1997.489671,9.725
1997.492411,10.45
1997.495151,10.6625
1997.49789,10.8875
1997.50063,11.5125
1997.50337,11.6
1997.50611,11.7125
1997.508849,11.6625
1997.511589,11.65
1997.514329,11.65
1997.517068,11.6375
1997.519808,11.55
1997.522548,11.2125
1997.525288,11.325
1997.528027,11.4875
1997.530767,11.5625
1997.533507,11.625
1997.536247,11.65
1997.538986,11.525
1997.541726,10.8375
1997.544466,10.725
1997.547205,10.9
1997.549945,11.025
1997.552685,11.0375
1997.555425,11.0375
1997.558164,11.0625
1997.560904,11.0875
1997.563644,11.175
1997.566384,11.2125
1997.569123,11.1375
1997.571863,11.1125
1997.574603,11.125
1997.577342,11.2875
1997.580082,11.15
1997.582822,11.225
1997.585562,11.65
1997.588301,11.7
1997.591041,11.7125
1997.593781,11.7125
1997.596521,11.7375
1997.59926,11.7625
1997.602,11.75
1997.60474,11.6875
1997.607479,11.6667
1997.610219,11.625
1997.612959,11.575
1997.615699,11.5625
1997.618438,11.6375
1997.621178,11.7375
1997.623918,12.175
1997.626658,12.35
1997.629397,12.2625
1997.632137,12.3375
1997.634877,12.4
1997.637616,12.2875
1997.640356,12.3625
1997.643096,12.3
1997.645836,12.3625
1997.648575,12.6375
1997.651315,12.6625
1997.654055,12.6625
1997.656795,12.6375
1997.659534,12.4375
1997.662274,12.475
1997.665014,12.6125
1997.667753,12.675
1997.670493,12.4875
1997.673233,12.4625
1997.675973,12.45
1997.678712,12.4375
1997.681452,12.5125
1997.684192,12.5
1997.686932,12.6375
1997.689671,12.975
1997.692411,13.1625
1997.695151,13.225
1997.69789,13.3
1997.70063,13.2875
1997.70337,13.3125
1997.70611,12.9625
1997.708849,12.8
1997.711589,13.4125
1997.714329,13.5875
1997.717068,13.6375
1997.719808,13.6625
1997.722548,13.675
1997.725288,13.7
1997.728027,13.6125
1997.730767,13.625
1997.733507,13.7625
1997.736247,13.875
1997.738986,13.775
1997.741726,13.875
1997.744466,13.5375
1997.747205,13.35
1997.749945,13.525
1997.752685,13.6875
1997.755425,13.85
1997.758164,14.0375
1997.760904,13.875
1997.763644,13.625
1997.766384,13.7375
1997.769123,13.8
1997.771863,13.925
1997.774603,13.9375
1997.777342,14.125
1997.780082,14.1625
1997.782822,14.075
1997.785562,14.0375
1997.788301,13.975
1997.791041,13.85
1997.793781,13.7875
1997.796521,13.8875
1997.79926,13.9875
1997.802,13.9625
1997.80474,13.85
1997.807479,13.775
1997.810219,13.725
1997.812959,13.7
1997.815699,13.6875
1997.818438,13.6375
1997.821178,13.6
1997.823918,13.525
1997.826658,13.4375
1997.829397,13.3875
1997.832137,13.4125
1997.834877,13.4125
1997.837616,13.3625
1997.840356,13.4125
1997.843096,13.3125
1997.845836,13.275
1997.848575,13.2875
1997.851315,13.25
1997.854055,13.2375
1997.856795,13.2
1997.859534,13.1875
1997.862274,13.1
1997.865014,13.025
1997.867753,13.1125
1997.870493,13.3
1997.873233,13.225
1997.875973,13.0375
1997.878712,13.15
1997.881452,13.2
1997.884192,13.1875
1997.886932,13.5375
1997.889671,13.5875
1997.892411,13.65
1997.895151,13.6375
1997.89789,13.5875
1997.90063,13.4875
1997.90337,13.4875
1997.90611,13.4875
1997.908849,13.4375
1997.911589,13.4125
1997.914329,13.3375
1997.917068,13.3
1997.919808,13.2
1997.922548,13.1875
1997.925288,13.15
1997.928027,13.0875
1997.930767,13
1997.933507,12.9875
1997.936247,12.9
1997.938986,12.775
1997.941726,12.75
1997.944466,12.7
1997.947205,12.6125
1997.949945,12.5625
1997.952685,12.5625
1997.955425,12.5125
1997.958164,12.45
1997.960904,12.375
1997.963644,12.2125
1997.966384,12.225
1997.969123,12.1875
1997.971863,12.1125
1997.974603,11.9125
1997.977342,11.5625
1997.980082,11.4375
1997.982822,11.3875
1997.985562,11.3125
1997.988301,11.05
1997.991041,11.15
1997.993781,11.075
1997.996521,11.15
1997.99926,11.325
1998.002,11.225
1998.00474,11.1125
1998.007479,10.875
1998.010219,10.8
1998.012959,10.725
1998.015699,10.7
1998.018438,10.725
1998.021178,10.7
1998.023918,10.7
1998.026658,10.725
1998.029397,10.7
1998.032137,10.7625
1998.034877,10.7125
1998.037616,10.6375
1998.040356,10.4875
1998.043096,10.525
1998.045836,10.5875
1998.048575,10.6125
1998.051315,10.5375
1998.054055,10.525
1998.056795,10.5
1998.059534,10.3
1998.062274,10.2375
1998.065014,10.1875
1998.067753,10.1875
1998.070493,10.125
1998.073233,10.1125
1998.075973,10.125
1998.078712,10.05
1998.081452,10
1998.084192,9.9625
1998.086932,10.0625
1998.089671,10.0833
1998.092411,9.078041667
1998.095151,9.029083333
1998.09789,9.015645833
1998.10063,10
1998.10337,9.975
1998.10611,10
1998.108849,9.9875
1998.111589,9.95
1998.114329,9.7625
1998.117068,9.7
1998.119808,9.65
1998.122548,9.725
1998.125288,9.5375
1998.128027,9.575
1998.130767,9.5375
1998.133507,9.575
1998.136247,9.5375
1998.138986,9.5875
1998.141726,9.6125
1998.144466,9.5375
1998.147205,9.4875
1998.149945,9.5
1998.152685,9.5
1998.155425,9.4
1998.158164,9.375
1998.160904,9.4
1998.163644,9.25
1998.166384,8.975
1998.169123,8.975
1998.171863,9
1998.174603,9
1998.177342,8.975
1998.180082,9
1998.182822,9.0125
1998.185562,9.0875
1998.188301,9.1875
1998.191041,9.0875
1998.193781,9.025
1998.196521,9.1
1998.19926,9.1625
1998.202,9.1875
1998.20474,9.1375
1998.207479,9.1
1998.210219,9.125
1998.212959,9.1375
1998.215699,9.175
1998.218438,9.1875
1998.221178,9.15
1998.223918,9.05
1998.226658,9.0125
1998.229397,9.025
1998.232137,9.0375
1998.234877,9.125
1998.237616,9.1125
1998.240356,9.1125
1998.243096,9.15
1998.245836,8.107570833
1998.248575,9.2
1998.251315,9.2
1998.254055,9.2
1998.256795,9.2
1998.259534,9.4125
1998.262274,9.475
1998.265014,9.45
1998.267753,9.4125
1998.270493,9.3
1998.273233,9.35
1998.275973,9.275
1998.278712,9.2125
1998.281452,9.2
1998.284192,9.2125
1998.286932,9.2
1998.289671,9.2
1998.292411,9.2
1998.295151,9.2
1998.29789,9.2
1998.30063,9.2625
1998.30337,9.2875
1998.30611,9.25
1998.308849,9.2
1998.311589,9.2
1998.314329,9.2
1998.317068,9.2
1998.319808,9.2
1998.322548,9.2
1998.325288,9.2
1998.328027,9.2
1998.330767,9.2
1998.333507,9.2
1998.336247,9.2
1998.338986,9.2
1998.341726,9.2125
1998.344466,9.2
1998.347205,9.2
1998.349945,9.2
1998.352685,9.2
1998.355425,9.2
1998.358164,9.2
1998.360904,9.4
1998.363644,9.1
1998.366384,9.1
1998.369123,9.1125
1998.371863,9.125
1998.374603,9.175
1998.377342,9.2
1998.380082,9.2
1998.382822,9.2
1998.385562,9.2
1998.388301,9.2
1998.391041,9.2
1998.393781,9.2
1998.396521,9.2
1998.39926,9.2
1998.402,9.2
1998.40474,9.2625
1998.407479,9.35
1998.410219,9.3125
1998.412959,9.375
1998.415699,9.5
1998.418438,9.425
1998.421178,9.5
1998.423918,9.5
1998.426658,9.45
1998.429397,9.4625
1998.432137,9.4875
1998.434877,9.525
1998.437616,9.5375
1998.440356,9.55
1998.443096,9.6375
1998.445836,9.7375
1998.448575,10.025
1998.451315,10.1625
1998.454055,10.25
1998.456795,10.4125
1998.459534,10.6125
1998.462274,10.85
1998.465014,11.0375
1998.467753,11.025
1998.470493,10.95
1998.473233,11
1998.475973,10.5
1998.478712,10.1625
1998.481452,10
1998.484192,9.9625
1998.486932,10.1
1998.489671,10.4
1998.492411,10.3625
1998.495151,10.45
1998.49789,10.6375
1998.50063,10.7
1998.50337,10.7
1998.50611,10.0375
1998.508849,9.7125
1998.511589,9.8625
1998.514329,10
1998.517068,10
1998.519808,10.1
1998.522548,10.2
1998.525288,10.2625
1998.528027,10.375
1998.530767,10.4375
1998.533507,10.4125
1998.536247,10.5
1998.538986,10.5
1998.541726,10.5375
1998.544466,10.6125
1998.547205,10.625
1998.549945,10.675
1998.552685,10.725
1998.555425,10.775
1998.558164,10.85
1998.560904,11.0125
1998.563644,11.3
1998.566384,11.5625
1998.569123,11.775
1998.571863,11.975
1998.574603,12.025
1998.577342,12.0875
1998.580082,11.7625
1998.582822,11.875
1998.585562,12
1998.588301,11.6125
1998.591041,11.4
1998.593781,12.05
1998.596521,11.3
1998.59926,11.4125
1998.602,10.9625
1998.60474,11.35
1998.607479,12.075
1998.610219,12.175
1998.612959,12.175
1998.615699,12.35
1998.618438,12.475
1998.621178,12.375
1998.623918,12.2125
1998.626658,12.4875
1998.629397,12.25
1998.632137,12.525
1998.634877,12.4
1998.637616,11.8375
1998.640356,12.225
1998.643096,11.85
1998.645836,12.25
1998.648575,12.6
1998.651315,12.6
1998.654055,12.6375
1998.656795,12.8625
1998.659534,12.875
1998.662274,12.35
1998.665014,12.75
1998.667753,12.6625
1998.670493,11.9
1998.673233,12.35687159
1998.675973,12.34616932
1998.678712,12.40406023
1998.681452,12.54584659
1998.684192,12.47387955
1998.686932,12.48564318
1998.689671,12.57634205
1998.692411,12.65120909
1998.695151,12.71997614
1998.69789,12.70061023
1998.70063,12.7382375
1998.70337,12.91202955
1998.70611,13.04668636
1998.708849,13.12503523
1998.711589,13.15395568
1998.714329,13.24708977
1998.717068,13.17785114
1998.719808,13.25939205
1998.722548,13.29379659
1998.725288,12.9
1998.728027,12.8125
1998.730767,12.9375
1998.733507,13.0625
1998.736247,12.9
1998.738986,13.0375
1998.741726,12.8875
1998.744466,12.925
1998.747205,12.975
1998.749945,13.35
1998.752685,13.5375
1998.755425,13.75
1998.758164,13.8625
1998.760904,13.95
1998.763644,13.9875
1998.766384,13.9375
1998.769123,14.0125
1998.771863,13.875
1998.774603,13.825
1998.777342,13.95
1998.780082,13.7375
1998.782822,13.2
1998.785562,13.2125
1998.788301,13.2375
1998.791041,13.2625
1998.793781,13.35
1998.796521,13.6125
1998.79926,13.575
1998.802,13.575
1998.80474,13.525
1998.807479,13.6
1998.810219,13.6
1998.812959,13.6
1998.815699,13.5125
1998.818438,13.425
1998.821178,13.4
1998.823918,13.3
1998.826658,13.1375
1998.829397,13.0125
1998.832137,12.925
1998.834877,12.8375
1998.837616,12.7375
1998.840356,12.8571
1998.843096,12.8125
1998.845836,12.7889
1998.848575,12.7
1998.851315,12.675
1998.854055,12.6375
1998.856795,12.5125
1998.859534,12.4
1998.862274,12.2667
1998.865014,13.07121354
1998.867753,13.01477083
1998.870493,12.93804792
1998.873233,12.92967708
1998.875973,12.91273229
1998.878712,12.88546875
1998.881452,12.86696875
1998.884192,12.81410417
1998.886932,12.68980417
1998.889671,12.58929792
1998.892411,12.54243542
1998.895151,12.56244271
1998.89789,12.54297292
1998.90063,12.45032396
1998.90337,12.38125938
1998.90611,12.3419125
1998.908849,12.29624271
1998.911589,12.2586125
1998.914329,12.19784375
1998.917068,12.10960833
1998.919808,12.08083409
1998.922548,12.02025208
1998.925288,11.964875
1998.928027,11.90279167
1998.930767,11.84263438
1998.933507,11.76865729
1998.936247,11.66673333
1998.938986,11.58849688
1998.941726,11.48963021
1998.944466,11.44167708
1998.947205,11.42181563
1998.949945,11.39776667
1998.952685,11.32589479
1998.955425,11.28006667
1998.958164,11.24502604
1998.960904,11.20378542
1998.963644,11.17861458
1998.966384,11.1561
1998.969123,11.06074479
1998.971863,10.97622604
1998.974603,10.98620729
1998.977342,10.91287292
1998.980082,10.87901771
1998.982822,10.83910833
1998.985562,10.8212125
1998.988301,10.71607083
1998.991041,10.68104063
1998.993781,10.67181979
1998.996521,10.63746563
1998.99926,10.64514688
1999.002,10.45978438
1999.00474,10.44940729
1999.007479,10.39987917
1999.010219,10.32824271
1999.012959,10.27911042
1999.015699,10.24934135
1999.018438,10.31361979
1999.021178,10.28248229
1999.023918,10.18725208
1999.026658,10.17931146
1999.029397,10.12336591
1999.032137,10.10734091
1999.034877,10.06412159
1999.037616,10.00296818
1999.040356,9.974207292
1999.043096,9.940730208
1999.045836,9.8639875
1999.048575,9.770510417
1999.051315,9.755215625
1999.054055,9.736907292
1999.056795,9.713672917
1999.059534,9.68508125
1999.062274,9.627567708
1999.065014,9.572097917
1999.067753,9.530491667
1999.070493,9.434667708
1999.073233,9.367846875
1999.075973,9.2973375
1999.078712,9.247060417
1999.081452,9.231323958
1999.084192,9.160646667
1999.086932,9.1410625
1999.089671,9.117854167
1999.092411,9.078041667
1999.095151,9.029083333
1999.09789,9.015645833
1999.10063,9.007333333
1999.10337,8.951166667
1999.10611,8.9065625
1999.108849,8.827020833
1999.111589,8.743708333
1999.114329,8.719791667
1999.117068,8.674520833
1999.119808,8.631958333
1999.122548,8.5841875
1999.125288,8.575041667
1999.128027,8.55825
1999.130767,8.555041667
1999.133507,8.534145833
1999.136247,8.543333333
1999.138986,8.528625
1999.141726,8.502520833
1999.144466,8.5203125
1999.147205,8.511854167
1999.149945,8.454645833
1999.152685,8.406041667
1999.155425,8.331045455
1999.158164,8.307409091
1999.160904,8.310690909
1999.163644,8.314777273
1999.166384,8.24965
1999.169123,8.258309091
1999.171863,8.249195455
1999.174603,8.230468182
1999.177342,8.223536364
1999.180082,8.2109
1999.182822,8.215741667
1999.185562,8.206825
1999.188301,8.222041667
1999.191041,8.2192375
1999.193781,8.205108333
1999.196521,8.1982
1999.19926,8.18495
1999.202,8.200354167
1999.20474,8.193804167
1999.207479,8.1493
1999.210219,8.121279167
1999.212959,8.112554167
1999.215699,8.1069625
1999.218438,8.1161875
1999.221178,8.117733333
1999.223918,8.135295833
1999.226658,8.155291667
1999.229397,8.153691667
1999.232137,8.149958333
1999.234877,8.143041667
1999.237616,8.126154167
1999.240356,8.121258333
1999.243096,8.11665
1999.245836,8.107570833
1999.248575,8.1033625
1999.251315,8.104904167
1999.254055,8.105270833
1999.256795,8.101275
1999.259534,8.096633333
1999.262274,8.090545833
1999.265014,8.093816667
1999.267753,8.077783333
1999.270493,8.16
1999.273233,8.175
1999.275973,8.175
1999.278712,8.2
1999.281452,8.1625
1999.284192,8.1875
1999.286932,8.2
1999.289671,8.2
1999.292411,8.225
1999.295151,8.325
1999.29789,8.275
1999.30063,8.3625
1999.30337,8.35
1999.30611,8.4375
1999.308849,8.4
1999.311589,8.4
1999.314329,8.4
1999.317068,8.425
1999.319808,8.475
1999.322548,8.45
1999.325288,8.5375
1999.328027,8.55
1999.330767,8.55
1999.333507,8.5625
1999.336247,8.6125
1999.338986,8.55
1999.341726,8.4625
1999.344466,8.4625
1999.347205,8.4875
1999.349945,8.4375
1999.352685,8.6
1999.355425,8.65
1999.358164,8.6375
1999.360904,8.6625
1999.363644,8.7375
1999.366384,8.7
1999.369123,8.65
1999.371863,8.6625
1999.374603,8.5625
1999.377342,8.5125
1999.380082,8.525
1999.382822,8.6125
1999.385562,8.625
1999.388301,8.5
1999.391041,8.4375
1999.393781,8.6
1999.396521,8.9875
1999.39926,8.675
1999.402,8.825
1999.40474,9.1
1999.407479,9.2
1999.410219,9.2
1999.412959,9.1
1999.415699,9.1125
1999.418438,9.0875
1999.421178,9.075
1999.423918,9.1375
1999.426658,9.275
1999.429397,9.7125
1999.432137,9.5875
1999.434877,9.4125
1999.437616,9.425
1999.440356,9.5875
1999.443096,9.6
1999.445836,9.575
1999.448575,9.5375
1999.451315,9.6375
1999.454055,9.725
1999.456795,9.8375
1999.459534,9.825
1999.462274,9.675
1999.465014,9.7375
1999.467753,9.6125
1999.470493,9.6625
1999.473233,9.88
1999.475973,9.875
1999.478712,9.8375
1999.481452,9.7875
1999.484192,9.775
1999.486932,9.85
1999.489671,9.9875
1999.492411,10.0875
1999.495151,10.1375
1999.49789,10.1125
1999.50063,10.1375
1999.50337,10.275
1999.50611,10.15
1999.508849,10.0625
1999.511589,10.1375
1999.514329,10.1625
1999.517068,10.4625
1999.519808,10.5375
1999.522548,10.4375
1999.525288,10.1625
1999.528027,10.2125
1999.530767,10.3375
1999.533507,10.45
1999.536247,10.425
1999.538986,10.4625
1999.541726,10.4625
1999.544466,10.475
1999.547205,10.75
1999.549945,11.1375
1999.552685,10.7625
1999.555425,10.675
1999.558164,10.675
1999.560904,10.4125
1999.563644,10.25
1999.566384,10.3
1999.569123,10.3375
1999.571863,10.7125
1999.574603,10.9125
1999.577342,10.9
1999.580082,10.875
1999.582822,10.575
1999.585562,10.575
1999.588301,10.8625
1999.591041,10.875
1999.593781,11.0125
1999.596521,11.175
1999.59926,11.5375
1999.602,11.75
1999.60474,11.9
1999.607479,10.925
1999.610219,10.925
1999.612959,11.2625
1999.615699,10.9875
1999.618438,11.475
1999.621178,11.5875
1999.623918,11.275
1999.626658,11.1625
1999.629397,10.9
1999.632137,11.3375
1999.634877,11.575
1999.637616,11.875
1999.640356,12.0625
1999.643096,12.225
1999.645836,12.4
1999.648575,12.1875
1999.651315,11.975
1999.654055,11.7875
1999.656795,12.2
1999.659534,12.1125
1999.662274,11.7
1999.665014,11.4875
1999.667753,12.15
1999.670493,12.3
1999.673233,12.275
1999.675973,12.5875
1999.678712,11.8625
1999.681452,11.5375
1999.684192,11.4875
1999.686932,11.6375
1999.689671,11.95
1999.692411,12.6
1999.695151,13.0375
1999.69789,13.3125
1999.70063,13.425
1999.70337,13.475
1999.70611,13.5125
1999.708849,13.4125
1999.711589,13.4875
1999.714329,13.275
1999.717068,13.5
1999.719808,13.35
1999.722548,12.875
1999.725288,13.175
1999.728027,13.3
1999.730767,13.2125
1999.733507,13.275
1999.736247,13.2875
1999.738986,13.4
1999.741726,13.4875
1999.744466,13.5125
1999.747205,13.6
1999.749945,13.625
1999.752685,13.625
1999.755425,13.725
