# Index:,NWES_014,
# Station Description:,Central Skagerrak,
# Region Code:,NWES,
# Latitude:,58.133 N,
# Longitude:,9.183 E,
# Detailed Location (WKT):,,
# Measurement Depth/Range:,Surface-water,
# Sampling Frequency:,monthly,
# Data Source:,IMR - Institute of Marine Research - Norway,
# Contact Name (email):,Jon Albretsen (jon.albretsen@hi.no),
# Notes:,"Central Skagerrak Surface Water (0-10m)",
# Reference:,,
# DOI:,,
# Website:,,
Decimal Year,Temperature °C,Salinity
1975.7917,12.945,31.911
1975.8750,10.258,32.708
1975.9583,6.864,32.071
1976.0417,6.874,34.193
1976.1250,3.942,33.559
1976.2083,3.510,32.651
1976.2917,6.391,30.382
1976.3750,10.005,31.323
1976.4583,,
1976.5417,,
1976.6250,15.779,31.970
1976.7083,13.854,31.783
1976.7917,,
1976.8750,9.982,33.559
1976.9583,,
1977.0417,5.159,33.603
1977.1250,,
1977.2083,4.083,33.526
1977.2917,4.192,31.217
1977.3750,,
1977.4583,,
1977.5417,,
1977.6250,14.016,31.341
1977.7083,15.719,28.821
1977.7917,11.713,32.504
1977.8750,,
1977.9583,7.913,34.242
1978.0417,5.547,32.211
1978.1250,1.244,28.201
1978.2083,,
1978.2917,4.124,32.279
1978.3750,9.406,29.160
1978.4583,,
1978.5417,,
1978.6250,15.671,31.902
1978.7083,13.452,32.273
1978.7917,11.152,31.917
1978.8750,,
1978.9583,7.151,33.065
1979.0417,3.276,31.262
1979.1250,1.612,30.815
1979.2083,2.185,31.927
1979.2917,3.344,30.155
1979.3750,5.846,28.617
1979.4583,12.831,28.320
1979.5417,,
1979.6250,13.244,32.203
1979.7083,,
1979.7917,11.228,32.912
1979.8750,9.068,32.634
1979.9583,7.335,33.461
1980.0417,4.653,32.799
1980.1250,2.064,30.714
1980.2083,2.117,30.517
1980.2917,2.730,27.303
1980.3750,7.872,29.383
1980.4583,13.983,29.835
1980.5417,,
1980.6250,16.491,30.870
1980.7083,14.594,32.041
1980.7917,11.918,32.702
1980.8750,8.223,31.484
1980.9583,6.391,33.312
1981.0417,,
1981.1250,3.082,32.005
1981.2083,2.643,30.630
1981.2917,4.323,31.275
1981.3750,,
1981.4583,11.343,29.315
1981.5417,,
1981.6250,14.915,27.591
1981.7083,14.561,30.413
1981.7917,10.411,31.716
1981.8750,8.182,32.441
1981.9583,5.813,33.983
1982.0417,2.119,31.405
1982.1250,2.041,29.646
1982.2083,3.666,32.464
1982.2917,5.475,31.620
1982.3750,6.603,32.714
1982.4583,12.105,32.165
1982.5417,,
1982.6250,15.857,29.319
1982.7083,14.064,30.797
1982.7917,11.662,30.762
1982.8750,,
1982.9583,8.372,33.777
1983.0417,6.222,33.518
1983.1250,4.649,33.599
1983.2083,2.967,27.551
1983.2917,4.830,32.953
1983.3750,7.680,31.791
1983.4583,,
1983.5417,13.546,29.150
1983.6250,15.059,31.201
1983.7083,14.045,31.806
1983.7917,11.832,32.605
1983.8750,7.659,33.175
1983.9583,6.320,33.519
1984.0417,4.820,34.086
1984.1250,3.123,32.875
1984.2083,2.747,27.962
1984.2917,2.918,25.483
1984.3750,7.204,27.312
1984.4583,12.941,29.282
1984.5417,,
1984.6250,14.661,32.528
1984.7083,13.833,31.262
1984.7917,,
1984.8750,10.856,32.368
1984.9583,8.300,31.153
1985.0417,6.271,33.539
1985.1250,2.972,32.865
1985.2083,3.353,32.900
1985.2917,4.352,34.504
1985.3750,6.901,32.113
1985.4583,10.039,30.880
1985.5417,,
1985.6250,15.503,31.271
1985.7083,13.011,31.929
1985.7917,11.360,30.328
1985.8750,,
1985.9583,5.999,33.102
1986.0417,4.886,33.468
1986.1250,1.915,30.096
1986.2083,1.967,30.062
1986.2917,3.477,31.019
1986.3750,6.812,30.651
1986.4583,10.607,30.238
1986.5417,,
1986.6250,15.029,32.361
1986.7083,12.297,32.433
1986.7917,11.079,33.026
1986.8750,,
1986.9583,,
1987.0417,,
1987.1250,,
1987.2083,,
1987.2917,,
1987.3750,,
1987.4583,,
1987.5417,,
1987.6250,,
1987.7083,,
1987.7917,11.743,32.191
1987.8750,,
1987.9583,,
1988.0417,7.577,34.184
1988.1250,5.533,33.005
1988.2083,4.658,33.139
1988.2917,4.500,29.173
1988.3750,9.379,28.727
1988.4583,13.194,29.932
1988.5417,16.184,28.398
1988.6250,15.565,31.821
1988.7083,15.720,32.322
1988.7917,12.093,32.893
1988.8750,9.589,31.910
1988.9583,6.892,32.921
1989.0417,6.014,33.481
1989.1250,6.119,33.302
1989.2083,5.752,32.700
1989.2917,6.644,33.209
1989.3750,9.394,29.652
1989.4583,12.820,28.871
1989.5417,16.123,29.879
1989.6250,15.160,31.154
1989.7083,14.546,31.526
1989.7917,12.608,31.205
1989.8750,11.228,33.094
1989.9583,7.995,32.238
1990.0417,5.995,32.388
1990.1250,6.545,33.632
1990.2083,6.325,33.654
1990.2917,6.937,31.591
1990.3750,10.461,31.121
1990.4583,13.303,29.177
1990.5417,15.464,30.367
1990.6250,16.551,31.381
1990.7083,15.105,31.891
1990.7917,11.382,32.870
1990.8750,9.892,31.833
1990.9583,8.110,33.708
1991.0417,5.777,33.093
1991.1250,,
1991.2083,,
1991.2917,,
1991.3750,7.851,31.218
1991.4583,10.877,30.783
1991.5417,15.506,30.684
1991.6250,16.196,29.532
1991.7083,14.394,30.329
1991.7917,12.790,32.915
1991.8750,8.720,32.240
1991.9583,6.553,31.472
1992.0417,6.981,34.123
1992.1250,5.056,31.715
1992.2083,5.439,32.557
1992.2917,,
1992.3750,7.469,30.486
1992.4583,,
1992.5417,15.142,30.192
1992.6250,,
1992.7083,15.185,32.624
1992.7917,13.538,33.429
1992.8750,8.769,32.312
1992.9583,,
1993.0417,5.260,32.443
1993.1250,5.224,33.960
1993.2083,4.830,34.079
1993.2917,5.252,32.182
1993.3750,11.359,25.135
1993.4583,10.519,29.978
1993.5417,12.532,32.137
1993.6250,14.802,31.937
1993.7083,,
1993.7917,9.075,34.258
1993.8750,8.449,29.813
1993.9583,5.357,32.026
1994.0417,4.574,33.581
1994.1250,3.624,33.658
1994.2083,2.363,29.044
1994.2917,5.155,32.475
1994.3750,8.914,31.466
1994.4583,11.163,30.188
1994.5417,16.027,30.548
1994.6250,17.616,30.493
1994.7083,14.480,32.622
1994.7917,11.474,32.171
1994.8750,10.300,33.603
1994.9583,8.075,33.129
1995.0417,,
1995.1250,4.337,33.236
1995.2083,5.150,33.912
1995.2917,6.014,32.915
1995.3750,7.926,29.053
1995.4583,14.431,27.496
1995.5417,15.147,29.102
1995.6250,16.527,29.257
1995.7083,14.990,30.789
1995.7917,12.548,30.053
1995.8750,9.323,33.200
1995.9583,8.218,33.818
1996.0417,7.372,34.287
1996.1250,4.302,31.908
1996.2083,2.758,30.758
1996.2917,4.095,30.216
1996.3750,6.680,32.427
1996.4583,11.549,30.119
1996.5417,12.204,31.747
1996.6250,15.111,30.937
1996.7083,15.829,33.242
1996.7917,12.395,29.568
1996.8750,10.524,30.843
1996.9583,7.129,33.908
1997.0417,4.588,32.564
1997.1250,5.347,34.172
1997.2083,4.906,33.030
1997.2917,5.923,32.579
1997.3750,8.346,33.226
1997.4583,12.726,30.087
1997.5417,15.658,30.326
1997.6250,18.580,30.474
1997.7083,15.741,31.358
1997.7917,12.724,33.029
1997.8750,9.023,33.598
1997.9583,8.029,34.157
1998.0417,6.930,34.179
1998.1250,5.488,33.255
1998.2083,4.835,33.561
1998.2917,5.707,33.526
1998.3750,10.044,30.161
1998.4583,13.204,28.211
1998.5417,13.960,30.665
1998.6250,15.129,31.398
1998.7083,14.354,32.849
1998.7917,11.870,34.026
1998.8750,8.516,33.499
1998.9583,6.691,32.469
1999.0417,4.562,31.780
1999.1250,4.034,32.313
1999.2083,4.609,33.947
1999.2917,5.728,29.986
1999.3750,7.192,33.202
1999.4583,11.669,29.355
1999.5417,15.747,30.203
1999.6250,16.595,31.409
1999.7083,16.360,31.053
1999.7917,14.777,32.639
1999.8750,11.655,32.405
1999.9583,,
2000.0417,6.309,33.878
2000.1250,5.448,33.464
2000.2083,4.353,32.026
2000.2917,5.367,31.846
2000.3750,11.852,25.562
2000.4583,11.023,29.599
2000.5417,14.674,31.127
2000.6250,14.546,30.661
2000.7083,14.934,29.397
2000.7917,13.499,32.433
2000.8750,,
2000.9583,9.898,31.909
2001.0417,5.740,32.702
2001.1250,3.623,30.886
2001.2083,3.350,32.601
2001.2917,4.603,31.311
2001.3750,9.207,30.136
2001.4583,10.392,31.514
2001.5417,13.582,31.066
2001.6250,17.199,32.280
2001.7083,15.888,31.487
2001.7917,14.039,30.555
2001.8750,10.810,30.881
2001.9583,7.458,32.382
2002.0417,5.535,32.848
2002.1250,5.525,32.891
2002.2083,4.894,33.061
2002.2917,6.538,31.919
2002.3750,8.822,29.883
2002.4583,12.959,30.502
2002.5417,14.252,30.195
2002.6250,18.123,31.829
2002.7083,18.096,31.696
2002.7917,9.947,33.947
2002.8750,8.973,33.671
2002.9583,6.806,32.513
2003.0417,5.521,33.487
2003.1250,2.637,32.042
2003.2083,3.744,30.467
2003.2917,5.696,32.567
2003.3750,6.888,32.940
2003.4583,13.307,28.864
2003.5417,14.642,31.531
2003.6250,16.789,32.675
2003.7083,15.492,33.117
2003.7917,12.113,32.711
2003.8750,9.776,33.799
2003.9583,8.720,33.728
2004.0417,6.313,33.802
2004.1250,5.227,33.025
2004.2083,4.567,32.535
2004.2917,6.080,31.824
2004.3750,8.226,32.213
2004.4583,11.078,31.456
2004.5417,12.571,32.723
2004.6250,18.317,30.235
2004.7083,16.077,30.231
2004.7917,13.080,33.009
2004.8750,,
2004.9583,8.314,33.087
2005.0417,6.305,34.231
2005.1250,,
2005.2083,,
2005.2917,5.960,29.481
2005.3750,7.867,27.139
2005.4583,12.061,29.610
2005.5417,13.852,30.084
2005.6250,14.564,31.897
2005.7083,15.566,31.701
2005.7917,13.667,30.982
2005.8750,,
2005.9583,9.227,34.253
2006.0417,6.257,33.762
2006.1250,4.754,32.687
2006.2083,5.140,34.143
2006.2917,5.276,30.963
2006.3750,8.120,32.286
2006.4583,12.739,30.159
2006.5417,15.558,30.182
2006.6250,18.452,31.679
2006.7083,15.660,32.995
2006.7917,13.932,32.914
2006.8750,,
2006.9583,,
2007.0417,7.775,33.363
2007.1250,5.475,32.151
2007.2083,6.032,32.649
2007.2917,7.034,28.350
2007.3750,9.299,30.060
2007.4583,13.483,29.931
2007.5417,14.251,28.826
2007.6250,16.706,30.281
2007.7083,14.606,30.565
2007.7917,13.033,32.097
2007.8750,,
2007.9583,7.858,32.823
2008.0417,6.943,33.279
2008.1250,5.721,32.759
2008.2083,5.947,32.942
2008.2917,6.230,32.115
2008.3750,8.061,30.162
2008.4583,11.446,31.678
2008.5417,17.476,31.592
2008.6250,17.814,29.510
2008.7083,16.162,33.610
2008.7917,13.733,32.316
2008.8750,10.723,33.043
2008.9583,7.836,33.014
2009.0417,5.236,33.131
2009.1250,5.328,33.030
2009.2083,4.952,33.276
2009.2917,7.628,32.945
2009.3750,8.362,30.535
2009.4583,14.207,30.402
2009.5417,16.316,31.290
2009.6250,16.805,32.061
2009.7083,15.887,32.521
2009.7917,,
2009.8750,,
2009.9583,9.109,33.065
2010.0417,7.461,34.059
2010.1250,,
2010.2083,3.332,30.542
2010.2917,6.228,31.638
2010.3750,7.117,28.679
2010.4583,12.016,30.409
2010.5417,13.295,30.566
2010.6250,17.019,29.943
2010.7083,15.121,31.814
2010.7917,12.710,32.072
2010.8750,9.555,33.121
2010.9583,4.528,32.200
2011.0417,1.678,30.912
2011.1250,4.045,33.101
2011.2083,3.218,30.317
2011.2917,5.833,30.424
2011.3750,,
2011.4583,12.368,30.459
2011.5417,14.640,31.247
2011.6250,17.407,29.751
2011.7083,,
2011.7917,,
2011.8750,10.101,33.460
2011.9583,,
2012.0417,6.282,32.845
2012.1250,4.204,32.506
2012.2083,,
2012.2917,6.250,31.233
2012.3750,7.808,32.160
2012.4583,11.713,28.740
2012.5417,14.671,27.385
2012.6250,17.380,28.260
2012.7083,14.904,29.781
2012.7917,12.934,31.850
2012.8750,,
2012.9583,6.239,32.667
2013.0417,3.792,31.972
2013.1250,3.714,32.006
2013.2083,3.029,30.792
2013.2917,4.107,26.351
2013.3750,7.082,28.900
2013.4583,11.508,30.924
2013.5417,14.376,29.765
2013.6250,16.430,31.451
2013.7083,16.511,31.939
2013.7917,13.228,32.043
2013.8750,,
2013.9583,7.958,32.862
2014.0417,,
2014.1250,4.672,32.056
2014.2083,4.851,29.353
2014.2917,7.917,31.146
2014.3750,9.093,32.543
2014.4583,16.276,27.224
2014.5417,15.246,29.137
2014.6250,18.231,30.671
2014.7083,16.313,32.333
2014.7917,14.938,31.004
2014.8750,11.809,32.129
2014.9583,,
2015.0417,6.770,33.165
2015.1250,5.425,33.284
2015.2083,4.595,32.003
2015.2917,5.982,29.840
2015.3750,8.394,30.893
2015.4583,12.217,31.379
2015.5417,14.659,30.328
2015.6250,16.377,30.751
2015.7083,15.517,32.337
2015.7917,14.190,29.135
2015.8750,10.457,31.496
2015.9583,9.681,33.564
2016.0417,7.069,33.598
2016.1250,4.889,31.767
2016.2083,3.667,30.615
2016.2917,7.228,30.229
2016.3750,9.694,30.521
2016.4583,15.115,26.456
2016.5417,15.647,27.146
2016.6250,15.687,30.305
2016.7083,17.226,31.038
2016.7917,15.095,32.446
2016.8750,9.353,33.562
2016.9583,6.847,32.396
2017.0417,5.550,32.944
2017.1250,5.411,32.738
2017.2083,5.057,32.806
2017.2917,6.871,32.006
2017.3750,8.576,31.856
2017.4583,12.649,31.068
2017.5417,13.915,31.728
2017.6250,16.761,30.674
2017.7083,15.698,31.363
2017.7917,13.967,32.356
2017.8750,,
2017.9583,,
2018.0417,5.754,32.253
2018.1250,4.810,28.692
2018.2083,,
2018.2917,5.347,26.168
2018.3750,10.530,30.081
2018.4583,12.690,29.760
2018.5417,16.308,30.233
2018.6250,15.840,31.098
2018.7083,15.964,31.278
2018.7917,12.626,32.137
2018.8750,10.096,32.736
2018.9583,7.859,31.592
2019.0417,5.887,32.555
2019.1250,5.536,33.332
2019.2083,5.368,32.727
2019.2917,6.559,32.773
2019.3750,8.149,29.255
2019.4583,11.269,27.496
2019.5417,13.550,31.151
2019.6250,16.693,31.828
2019.7083,15.829,28.438
2019.7917,12.846,33.071
2019.8750,8.918,31.103
2019.9583,7.838,28.551
2020.0417,6.294,31.192
2020.1250,6.248,32.115
2020.2083,,
2020.2917,6.758,30.582
2020.3750,,
2020.4583,13.073,30.411
2020.5417,15.728,29.246
2020.6250,15.817,30.705
2020.7083,,
2020.7917,14.265,33.201
2020.8750,11.215,32.042
2020.9583,9.363,32.272
2021.0417,5.455,31.798
2021.1250,,
2021.2083,3.935,29.867
2021.2917,5.638,31.452
2021.3750,7.732,31.838
2021.4583,,
2021.5417,15.631,30.925
2021.6250,16.841,31.517
2021.7083,16.698,31.182
2021.7917,14.263,31.405
2021.8750,10.172,31.661
2021.9583,8.697,33.501
2022.0417,7.511,34.024
2022.1250,,
2022.2083,5.300,33.242
2022.2917,6.970,27.116
2022.3750,9.220,28.002
2022.4583,12.714,30.225
2022.5417,16.754,28.659
2022.6250,16.099,31.604
2022.7083,15.807,28.082
2022.7917,13.172,29.593
2022.8750,12.291,32.038
2022.9583,9.236,32.978
2023.0417,7.195,33.790
2023.1250,6.275,33.447
2023.2083,5.969,33.335
2023.2917,6.732,30.425
2023.3750,,
2023.4583,17.137,28.055
2023.5417,13.192,31.808
2023.6250,13.994,31.627
2023.7083,16.559,31.129
2023.7917,13.795,30.214
2023.8750,11.821,33.000
2023.9583,8.228,32.615
2024.0417,6.510,33.602
2024.1250,5.061,32.484
2024.2083,5.315,33.075
2024.2917,,
2024.3750,8.249,32.651
2024.4583,,
2024.5417,15.273,31.330
2024.6250,17.897,30.691
2024.7083,15.723,31.313
2024.7917,14.057,30.642
2024.8750,11.309,32.226
2024.9583,,
2025.0417,7.367,33.007
2025.1250,5.772,33.154
2025.2083,5.934,30.971
2025.2917,9.640,27.128
2025.3750,,
2025.4583,,
2025.5417,19.226,31.833
2025.6250,17.221,31.599
2025.7083,,
2025.7917,,
2025.8750,11.551,33.356
2025.9583,,
